kata,mean,std,raw_ratings
sangsi,0.8,1.0,"[0, 1, 2, -1, 1, 1, 0, 3, 1, 0]"
berprasangka,0.8,1.0,"[0, 2, 0, 2, 1, 2, 0, 0, 1, 0]"
bermaslahat,1.6,1.0,"[2, 2, 2, 2, 1, 1, 2, 0, 2, 2]"
mujur,3.2,1.0,"[3, 3, 4, 4, 4, 4, 4, 1, 3, 2]"
warisan,2.4,1.0,"[2, 3, 2, 1, 2, 3, 2, 3, 3, 3]"
bersetuju,2.4,1.0,"[2, 0, 3, 3, 2, 3, 4, 2, 2, 3]"
kenan,1.6,1.0,"[1, 4, 3, 0, 2, 1, 0, 3, 1, 1]"
(hujan) gerimis,0.8,1.0,"[0, 2, 2, -1, 1, 2, 2, 0, 0, 0]"
support,3.2,1.0,"[3, 3, 2, 3, 4, 2, 4, 3, 4, 4]"
sahabat,3.2,1.0,"[2, 3, 2, 4, 4, 2, 4, 4, 4, 3]"
gerimis,0.8,1.0,"[2, 1, 1, 2, 1, 0, 1, 0, 1, -1]"
hujan,0.8,1.0,"[0, 0, -3, 3, 2, -1, 3, 3, 1, 0]"
handai,2.4,1.0,"[4, 1, 3, 2, 3, 3, 2, 1, 3, 2]"
kece,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
thank,3.2,1.0,"[4, 4, 2, 4, 4, 2, 3, 3, 4, 2]"
hujan ringan,1.6,1.0,"[2, 1, 2, 1, 3, 2, 1, 1, 2, 1]"
sobat,3.2,1.0,"[3, 4, 3, 1, 3, 4, 3, 4, 4, 3]"
panjang tungkai,1.6,1.0,"[3, 2, 0, 0, 2, 3, 1, 2, 1, 2]"
trims,3.2,1.0,"[4, 3, 3, 3, 4, 1, 3, 3, 4, 4]"
doa,3.2,1.0,"[4, 4, 3, 4, 4, 4, 3, 0, 4, 2]"
pacaran,2.4,1.0,"[4, 3, 2, 2, 2, 2, 2, 4, 2, 1]"
berpacaran,2.4,1.0,"[2, 1, 2, 2, 2, 2, 2, 3, 4, 4]"
teranyar,3.2,1.0,"[4, 4, 4, 4, 2, 2, 4, 4, 3, 1]"
hallo,3.2,1.0,"[4, 4, 3, 3, 4, 4, 3, 3, 2, 2]"
happy,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
ketemu,0.8,1.0,"[-2, 2, 0, 1, 1, 3, 2, 0, -1, 2]"
senjang,0.8,1.0,"[0, 1, 2, 1, 2, 1, 1, -1, 1, 0]"
mudah-mudahan,0.8,1.0,"[1, 1, 0, 0, 1, 2, 2, 1, 0, 0]"
modern,2.4,1.0,"[3, 2, 4, 1, 3, 1, 3, 1, 3, 3]"
peranakan,1.6,1.0,"[1, 2, 2, 0, 1, 0, 4, 2, 1, 3]"
pemudaan,1.6,1.0,"[4, 1, 2, 1, 0, 2, 1, 1, 2, 2]"
masygul,2.4,1.0,"[4, 2, 1, 1, 3, 1, 4, 2, 4, 2]"
gelebah,1.6,1.0,"[1, 2, 1, 2, 1, 4, 2, 0, 2, 1]"
mending,1.6,1.0,"[0, 2, 1, 1, 2, 2, 3, 2, 2, 1]"
regenerasi,3.2,1.0,"[3, 4, 3, 3, 4, 2, 4, 4, 1, 4]"
simpel,2.4,1.0,"[2, 2, 1, 3, 2, 4, 1, 3, 2, 4]"
sirap hati,0.8,1.0,"[1, 1, 2, 1, 2, -1, -1, 2, 0, 1]"
puspa,3.2,1.0,"[4, 2, 3, 4, 4, 4, 2, 3, 4, 2]"
mengenyam,0.8,1.0,"[1, 1, 2, 1, 0, 2, 1, -1, 1, 0]"
merah telinga,0.8,1.0,"[1, 0, 1, 0, 2, 2, 0, 0, 2, 0]"
bonafide,2.4,1.0,"[3, 3, 0, 3, 2, 2, 4, 2, 2, 3]"
terbakar,0.8,1.0,"[2, 1, 0, 0, 1, 0, 1, 2, 0, 1]"
bergairah,2.4,1.0,"[3, 2, 2, 2, 4, 3, 2, 1, 2, 3]"
puspita,2.4,1.0,"[2, 4, 3, 3, 3, 0, 2, 3, 2, 2]"
pelengkap,1.6,1.0,"[1, 1, 1, 3, 1, 3, 3, 2, 1, 0]"
perempuan cantik,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
sewot,0.8,1.0,"[3, 2, -1, 0, 0, 1, 1, 0, 1, 1]"
gusar,0.8,1.0,"[2, 0, 2, 0, 0, -1, 0, 0, 4, 1]"
hiasan,2.4,1.0,"[2, 0, 3, 3, 3, 3, 3, 3, 2, 2]"
kesuma,2.4,1.0,"[2, 1, 3, 0, 3, 3, 3, 3, 3, 3]"
primadona,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
tulus ikhlas,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
senyuman,3.2,1.0,"[4, 4, 4, 4, 4, 2, 2, 2, 2, 4]"
lugas,3.2,1.0,"[3, 2, 3, 3, 4, 4, 3, 4, 2, 4]"
gemas,3.2,1.0,"[3, 2, 4, 4, 4, 3, 3, 4, 2, 3]"
kusuma,3.2,1.0,"[4, 3, 2, 4, 1, 4, 4, 3, 4, 3]"
yaudah,0.8,1.0,"[0, 0, 0, 1, 2, 0, 2, 1, 1, 1]"
menyayang,3.2,1.0,"[4, 4, 4, 2, 4, 2, 2, 3, 3, 4]"
menggemari,2.4,1.0,"[3, 2, 3, 4, 3, 0, 3, 1, 3, 2]"
pasangan hidup,3.2,1.0,"[3, 3, 3, 4, 4, 4, 4, 4, 1, 2]"
asah asih asuh,1.6,1.0,"[3, 3, -1, 1, 2, 2, 3, 0, -1, 4]"
belom,0.8,1.0,"[1, -1, 1, 0, -1, 1, 0, 3, 1, 3]"
hay,0.8,1.0,"[1, 0, 0, 3, 1, 2, 1, 0, -1, 1]"
kepedulian,3.2,1.0,"[4, 3, 4, 3, 3, 4, 2, 3, 4, 2]"
sepuh,0.8,1.0,"[2, 0, 2, 0, 0, 1, 0, 1, 0, 2]"
kejelasan,0.8,1.0,"[1, 0, 4, 2, -1, 0, 0, 1, 0, 1]"
seruh,1.6,1.0,"[1, 0, 3, 3, 2, 2, 1, 1, 0, 3]"
terlukis,2.4,1.0,"[4, 1, 2, 3, 2, 4, 1, 2, 3, 2]"
prosa,1.6,1.0,"[2, 2, 1, 3, 1, 2, 3, 1, 1, 0]"
ketertarikan,3.2,1.0,"[4, 3, 4, 3, 2, 3, 4, 4, 3, 2]"
cerita anak,1.6,1.0,"[3, 1, 2, 2, 2, 2, 2, -2, 3, 1]"
bau tanah,0.8,1.0,"[0, 0, 1, 1, 0, 1, 3, 2, 1, -1]"
atensi,1.6,1.0,"[1, 3, 1, 1, 1, 3, 2, 2, 0, 2]"
tergambar,1.6,1.0,"[1, 0, 2, 1, 2, 0, 3, 2, 2, 3]"
anekdot,1.6,1.0,"[3, 1, 1, 2, 3, 1, 0, 1, 2, 2]"
mengamuk,0.8,1.0,"[0, 1, 3, 1, 0, 1, 2, -1, 2, -1]"
shalat,3.2,1.0,"[3, 2, 3, 2, 4, 4, 3, 4, 4, 3]"
lanjut,1.6,1.0,"[2, 2, 2, 2, 0, 1, 1, 3, 0, 3]"
seneng,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
omong kosong,0.8,1.0,"[1, 0, 1, 0, -1, 2, 1, 1, 0, 3]"
bombastis,1.6,1.0,"[1, 1, 1, 3, 1, 4, 3, 0, 1, 1]"
fiksi,1.6,1.0,"[1, 3, 1, 0, 1, 3, 2, 2, 2, 1]"
dzuhur,0.8,1.0,"[0, 1, 0, 2, 3, 1, -1, 0, 0, 2]"
tips,3.2,1.0,"[3, 3, 4, 4, 4, 4, 2, 3, 2, 3]"
kelonggaran,2.4,1.0,"[4, 2, 3, 0, 2, 2, 3, 3, 2, 3]"
tq,3.2,1.0,"[4, 4, 4, 2, 3, 2, 4, 3, 2, 4]"
respon,1.6,1.0,"[3, 1, 2, 1, 2, -1, 2, 3, 0, 3]"
sirna,0.8,1.0,"[2, 1, 0, 1, 0, 0, 1, 3, 1, -1]"
kelawasan,0.8,1.0,"[1, 0, 0, 1, 1, 0, 3, 1, 0, 1]"
singgung,0.8,1.0,"[0, 1, 2, 0, 1, 2, 0, 2, 0, 0]"
only,0.8,1.0,"[0, 1, 2, 0, -2, 3, 2, 0, 0, 2]"
layanan,2.4,1.0,"[3, 2, 2, 3, 2, 4, 2, 4, 1, 1]"
keluasan,2.4,1.0,"[2, 1, 1, 1, 3, 3, 3, 3, 4, 3]"
langganan,3.2,1.0,"[2, 4, 3, 4, 4, 2, 4, 3, 2, 4]"
resap,2.4,1.0,"[3, 2, 4, 0, 2, 4, 1, 3, 2, 3]"
menyingsing,2.4,1.0,"[3, 3, 4, 2, 1, 2, 3, 2, 2, 2]"
lelap,3.2,1.0,"[3, 4, 4, 4, 3, 4, 4, 3, 2, 1]"
tembus,2.4,1.0,"[2, 4, 1, 2, 3, 3, 2, 3, 3, 1]"
keringanan,1.6,1.0,"[0, 3, 0, 3, 3, 0, 2, 1, 1, 3]"
beterbangan,1.6,1.0,"[2, 2, 1, 1, 1, 2, 0, 3, 2, 2]"
lipur,1.6,1.0,"[2, 0, 2, 3, 3, 1, 4, -1, 1, 1]"
sajak,1.6,1.0,"[4, 0, 1, 0, 2, 1, 1, 3, 2, 2]"
mempertentangkan,0.8,1.0,"[2, 1, 0, 2, 0, 1, 0, 1, 0, 1]"
peria,1.6,1.0,"[0, 3, 1, 0, 2, 2, 3, 3, 1, 1]"
respons,2.4,1.0,"[1, 4, 4, 0, 3, 4, 1, 3, 1, 3]"
jawaban,2.4,1.0,"[2, 2, 1, 4, 3, 1, 3, 1, 4, 3]"
reaksi,1.6,1.0,"[1, 2, 1, 0, 2, 2, 3, 2, 1, 2]"
kangen,2.4,1.0,"[3, 2, 2, 2, 2, 2, 4, 3, 1, 3]"
tlg,2.4,1.0,"[1, 1, 4, 4, 1, 4, 3, 3, 3, 0]"
sahutan,0.8,1.0,"[1, 0, -2, 1, 0, 3, 1, 2, 1, 1]"
cepet,1.6,1.0,"[3, -1, 2, 2, 1, 2, 2, 3, 1, 1]"
doang,0.8,1.0,"[0, 1, 2, 2, 1, 2, 2, 0, -1, -1]"
lantik,2.4,1.0,"[2, 1, 2, 3, 3, 3, 3, 2, 2, 3]"
akibat,0.8,1.0,"[2, -1, 3, -1, -1, 0, 3, 2, 0, 1]"
sambutan,2.4,1.0,"[2, 4, 2, 3, 3, 3, 1, 3, 1, 2]"
bersalin,2.4,1.0,"[4, 3, 4, 1, 2, 2, 2, 2, 2, 2]"
wahyu,3.2,1.0,"[4, 2, 4, 2, 3, 4, 2, 4, 3, 4]"
maha,3.2,1.0,"[3, 3, 2, 4, 3, 4, 4, 2, 4, 3]"
terlindung,3.2,1.0,"[3, 2, 3, 4, 4, 2, 2, 4, 4, 4]"
menetap,2.4,1.0,"[3, 3, 2, 4, 2, 3, 3, 3, 0, 1]"
bersikukuh,0.8,1.0,"[0, 1, 1, 1, 0, 1, 0, -1, 2, 3]"
rusuhan,0.8,1.0,"[-1, 0, 1, 1, -1, 2, 0, 2, 2, 2]"
meyakinkan,2.4,1.0,"[1, 3, 2, 2, 2, 3, 2, 3, 3, 3]"
berkukuh,1.6,1.0,"[0, 2, 1, 1, 2, 0, 2, 4, 1, 3]"
silang selisih,0.8,1.0,"[1, 0, 1, 1, 2, 1, 1, 1, 0, 0]"
bersiteguh,0.8,1.0,"[0, -1, 1, 0, 3, 1, 0, 1, 3, 0]"
syg,2.4,1.0,"[2, 1, 2, 4, 1, 4, 3, 3, 2, 2]"
hii,2.4,1.0,"[3, 3, 2, 2, 2, 4, 1, 4, 2, 1]"
pencegah,1.6,1.0,"[1, 2, 3, 1, -1, 0, 3, 0, 4, 3]"
dependen,2.4,1.0,"[2, 3, 3, 4, 2, 1, 3, 2, 2, 2]"
berteguh hati,3.2,1.0,"[3, 4, 4, 3, 4, 2, 3, 2, 4, 3]"
berkuat,2.4,1.0,"[2, 0, 4, 4, 1, 4, 2, 3, 2, 2]"
amin,2.4,1.0,"[2, 3, 4, 3, 2, 2, 2, 4, 1, 1]"
tersampai,1.6,1.0,"[0, 1, 2, 3, 1, 2, 0, 1, 2, 4]"
bersyukur,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
bergeming,0.8,1.0,"[-1, 1, 3, 2, -1, 0, 0, 1, 2, 1]"
jernih (suasana),0.8,1.0,"[-1, 1, 2, 2, 1, 0, 1, 0, 1, 1]"
nunggu,0.8,1.0,"[1, 2, 1, 1, 1, 1, 0, 0, 0, 1]"
abis,0.8,1.0,"[-1, 1, 1, 2, 1, 0, 2, 0, 3, -1]"
bertekun,3.2,1.0,"[4, 3, 3, 3, 3, 2, 3, 4, 4, 3]"
selamat,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
asmara,1.6,1.0,"[2, 2, 1, 3, 0, 1, 4, 1, 0, 2]"
bertahan,3.2,1.0,"[2, 3, 4, 3, 2, 3, 4, 4, 3, 4]"
suka-suka,2.4,1.0,"[3, 3, 0, 3, 2, 4, 3, 1, 4, 1]"
gapaian,2.4,1.0,"[4, 3, 1, 3, 3, 1, 2, 3, 0, 4]"
penguasaan,2.4,1.0,"[2, 2, 2, 2, 4, 3, 0, 4, 2, 3]"
iritasi,0.8,1.0,"[2, 2, 1, 1, 1, 1, 1, -1, 1, -1]"
mukhlis,2.4,1.0,"[3, 1, 1, 2, 4, 3, 1, 2, 4, 3]"
senyap,0.8,1.0,"[0, 1, 0, 1, 1, 1, 0, 1, 2, 1]"
terpukul,0.8,1.0,"[1, 2, 3, 0, 0, 0, 1, 0, 0, 1]"
elite,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
asketisme,1.6,1.0,"[2, 2, 0, 3, 1, 1, 2, 2, 2, 1]"
cita rasa,2.4,1.0,"[3, 4, 2, 4, 1, 0, 3, 1, 2, 4]"
mampir,1.6,1.0,"[2, 2, 3, 2, 1, 1, 1, 2, 1, 1]"
pasif,0.8,1.0,"[-1, 3, 2, 0, 1, 1, 0, 1, 0, 1]"
interferensi,1.6,1.0,"[2, 2, 0, 2, 1, 3, 2, 1, 2, 1]"
membatu,1.6,1.0,"[4, 2, 1, 2, 0, 1, 1, 2, 2, 1]"
lurus hati,2.4,1.0,"[4, 2, 2, 3, 2, 0, 4, 2, 1, 4]"
geming,1.6,1.0,"[2, 2, 2, 0, 1, 2, 1, 2, 1, 3]"
stagnan,0.8,1.0,"[2, 4, -1, 1, -1, 1, 1, 2, 0, -1]"
membisu,0.8,1.0,"[1, 1, 1, 0, 1, 1, 1, 2, 0, 0]"
cengkeraman,0.8,1.0,"[1, 3, 1, 1, 1, -1, 1, 1, 1, -1]"
bungkam,0.8,1.0,"[2, -1, 1, 1, 0, 1, 1, 2, 1, 0]"
raihan,1.6,1.0,"[2, 2, 1, 2, 0, 2, 3, 2, 2, 0]"
asik,3.2,1.0,"[3, 4, 4, 2, 4, 4, 3, 3, 2, 3]"
ready,0.8,1.0,"[1, 2, 1, 2, 0, 1, 2, -2, 1, 0]"
sepantar,0.8,1.0,"[1, 2, 1, 1, 1, 0, 0, 2, 0, 0]"
usikan,0.8,1.0,"[1, 2, 1, -2, 0, 2, 0, 1, 0, 3]"
pantau,1.6,1.0,"[3, 0, 2, 1, 2, 1, 1, 2, 3, 1]"
tunduk,0.8,1.0,"[0, 1, 1, 1, 1, 3, 0, 0, 1, 0]"
karena allah,1.6,1.0,"[2, 2, 2, 1, 2, 2, 3, 3, 1, -2]"
fans,1.6,1.0,"[1, 3, 1, 2, 0, 0, 4, 1, 1, 3]"
provokasi,0.8,1.0,"[-1, 2, 0, 2, 2, 2, -1, 0, 1, 1]"
terbaring,1.6,1.0,"[4, 1, 3, 2, 0, 2, 2, 0, 1, 1]"
zuhud,1.6,1.0,"[3, 1, 2, 0, 1, 3, 1, 0, 3, 2]"
sporadis,1.6,1.0,"[3, 2, 3, 1, 1, 0, 3, 0, 2, 1]"
tertulang,1.6,1.0,"[0, -1, 3, 0, 2, 4, 2, 2, 2, 2]"
capaian,3.2,1.0,"[4, 3, 3, 4, 4, 1, 3, 2, 4, 4]"
rengkuhan,0.8,1.0,"[2, 3, -2, 0, 2, 1, 1, 0, 0, 1]"
sukarela,3.2,1.0,"[4, 4, 4, 3, 3, 4, 3, 1, 2, 4]"
sarannya,0.8,1.0,"[1, -1, 0, 1, 3, 1, 1, 0, 2, 0]"
pesan,1.6,1.0,"[1, -2, 1, 3, 2, 3, 1, 4, 2, 1]"
mencintaimu,3.2,1.0,"[3, 3, 3, 4, 4, 3, 4, 2, 3, 3]"
menutup mulut,0.8,1.0,"[0, 3, 0, 3, -1, 0, 0, -1, 1, 3]"
tidur,2.4,1.0,"[3, 1, 2, 2, 3, 2, 2, 3, 2, 4]"
beribadat,3.2,1.0,"[3, 3, 4, 2, 3, 2, 4, 3, 4, 4]"
meminta (kpd tuhan),2.4,1.0,"[3, 3, 2, 1, 3, 4, 1, 3, 1, 3]"
yoga,0.8,1.0,"[1, 1, 1, 2, 2, 0, 0, 0, 0, 1]"
sayid,2.4,1.0,"[1, 2, 3, 1, 3, 3, 1, 2, 4, 4]"
dapet,1.6,1.0,"[3, 2, 1, 1, 3, 1, 1, 1, 2, 1]"
mendoa,3.2,1.0,"[4, 3, 4, 4, 4, 3, 2, 2, 2, 4]"
berharap,3.2,1.0,"[2, 3, 4, 2, 4, 2, 4, 3, 4, 4]"
harap,2.4,1.0,"[1, 3, 2, 2, 0, 3, 3, 4, 4, 2]"
berdoa,3.2,1.0,"[4, 4, 4, 3, 2, 4, 2, 4, 3, 2]"
bersembahyang,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
berselawat,2.4,1.0,"[3, 3, 1, 2, 2, 3, 2, 4, 1, 3]"
yes,2.4,1.0,"[3, 4, 1, 1, 4, 1, 4, 1, 3, 2]"
berpasrah,2.4,1.0,"[1, 3, 3, 2, 1, 3, 3, 3, 2, 3]"
buruan,0.8,1.0,"[0, 2, -1, 1, 2, 1, 2, 2, -1, 0]"
semi,1.6,1.0,"[2, 2, 1, 1, 2, 2, 1, 1, 2, 2]"
memanjatkan doa,3.2,1.0,"[3, 4, 3, 3, 4, 4, 1, 3, 4, 3]"
top,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
mood,1.6,1.0,"[2, 1, 4, 1, 1, 0, 0, 3, 3, 1]"
berzikir,3.2,1.0,"[3, 4, 4, 4, 3, 4, 2, 4, 2, 2]"
kenal,2.4,1.0,"[2, 2, 0, 3, 2, 3, 3, 2, 3, 4]"
kebahagiaan,3.2,1.0,"[4, 4, 4, 2, 4, 3, 3, 2, 4, 2]"
dengerin,2.4,1.0,"[3, 3, 4, 1, 3, 2, 2, 1, 3, 2]"
bertanding,1.6,1.0,"[1, 2, 2, 1, 0, 2, 3, 1, 3, 1]"
berusaha,2.4,1.0,"[4, 2, 4, 1, 3, 3, 3, 2, -1, 3]"
jempolan,3.2,1.0,"[2, 2, 4, 4, 3, 2, 4, 3, 4, 4]"
yahud,3.2,1.0,"[3, 4, 3, 4, 4, 1, 4, 3, 3, 3]"
berjihad,2.4,1.0,"[1, 1, 3, 4, 3, 2, 2, 2, 4, 2]"
juang,2.4,1.0,"[1, 2, 4, 2, 3, 3, 2, 4, 1, 2]"
bersangkut,0.8,1.0,"[0, 1, 2, 0, 2, 2, 3, -1, 0, -1]"
mencolok,1.6,1.0,"[2, 2, 2, 2, 3, 1, 0, 1, 1, 2]"
pasar uang,1.6,1.0,"[1, 1, 1, 2, 1, 1, 1, 4, 2, 2]"
memikat,1.6,1.0,"[1, 2, 0, 3, 3, 1, 1, 2, 3, 0]"
taut,1.6,1.0,"[2, 0, 3, 1, 2, 1, 1, 2, 1, 3]"
bayar,0.8,1.0,"[-1, 0, -1, 1, 3, 3, 0, 2, -1, 2]"
menarik,3.2,1.0,"[4, 4, 4, 2, 2, 2, 4, 3, 3, 4]"
hebring,2.4,1.0,"[1, 1, 4, 3, 3, 2, 2, 3, 3, 2]"
seru,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
pukul,0.8,1.0,"[2, 0, 2, 1, 1, -2, 2, 1, 1, 0]"
simak,2.4,1.0,"[3, 2, 2, 2, 2, 3, 3, 1, 3, 3]"
memuaskan,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
aduhai,3.2,1.0,"[2, 4, 4, 3, 4, 3, 3, 1, 4, 4]"
bergelanggang,1.6,1.0,"[3, 0, 2, 2, 1, 3, 1, 0, 3, 1]"
hatiku,1.6,1.0,"[1, 0, 2, 1, 3, 1, 1, 4, 2, 1]"
love,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
yuuk,3.2,1.0,"[2, 3, 4, 4, 2, 3, 4, 3, 4, 3]"
pelipuran,1.6,1.0,"[2, 1, 2, 1, 0, 3, 1, 1, 3, 2]"
profitabel,3.2,1.0,"[3, 3, 4, 4, 4, 2, 4, 4, 2, 2]"
tebal telinga,0.8,1.0,"[2, 2, 3, 0, 0, 0, 2, -1, -1, 1]"
senyumin,2.4,1.0,"[2, 2, 3, 3, 1, 4, 2, 1, 4, 2]"
cuek,0.8,1.0,"[-1, 1, 1, 2, 1, 1, 1, 0, 0, 2]"
berlaba,3.2,1.0,"[2, 4, 3, 3, 4, 4, 3, 3, 3, 3]"
peduli,3.2,1.0,"[4, 4, 2, 4, 4, 1, 3, 4, 2, 4]"
insyaallah,1.6,1.0,"[0, 2, 3, 2, 1, 2, 2, 1, 1, 2]"
berkhasiat,3.2,1.0,"[3, 2, 4, 3, 4, 3, 4, 3, 3, 3]"
diem,1.6,1.0,"[0, 0, 3, 2, 3, 2, 1, 2, 2, 1]"
menguntungkan,3.2,1.0,"[4, 3, 3, 4, 3, 2, 3, 2, 4, 4]"
mulu,1.6,1.0,"[2, 2, 1, 4, 0, 0, 3, 1, 1, 2]"
motivasi,2.4,1.0,"[3, 3, 3, 1, 2, 1, 4, 2, 3, 2]"
berkat,0.8,1.0,"[2, 0, 0, 1, -1, 1, 1, 1, 2, 1]"
apatis,0.8,1.0,"[2, 0, 1, 0, 0, 1, 2, -1, 2, 1]"
berhikmah,1.6,1.0,"[0, 2, 2, 0, 1, 2, 3, 2, 2, 2]"
berfaedah,3.2,1.0,"[4, 3, 3, 3, 3, 4, 1, 4, 3, 4]"
purnama,1.6,1.0,"[1, 1, 1, 2, 1, 2, 1, 2, 3, 2]"
mengagumkan,3.2,1.0,"[2, 4, 4, 4, 2, 4, 2, 3, 3, 4]"
siph,1.6,1.0,"[2, 2, 2, 3, 3, 1, 0, 2, 1, 0]"
inklusif,0.8,1.0,"[-1, -1, 0, 2, 4, 2, 1, 1, -1, 1]"
beneran,2.4,1.0,"[2, 3, 1, 1, 4, 1, 4, 3, 2, 3]"
wewenang,1.6,1.0,"[2, 1, 3, -1, 2, 1, 3, 2, 1, 2]"
mojang,1.6,1.0,"[2, 2, 2, 1, 2, 0, 1, 1, 3, 2]"
lunch,2.4,1.0,"[1, 3, 4, 2, 3, 1, 1, 2, 3, 4]"
aziz,1.6,1.0,"[0, 1, 2, 2, 1, 1, 2, 1, 3, 3]"
fav,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
okay,3.2,1.0,"[4, 2, 2, 4, 4, 4, 4, 3, 2, 3]"
melancarkan,2.4,1.0,"[2, 4, 2, 2, 2, 2, 3, 2, 4, 1]"
nemenin,1.6,1.0,"[4, 1, 2, 3, 0, 1, 2, 0, 0, 3]"
cicip,2.4,1.0,"[2, 1, 1, 2, 3, 2, 3, 4, 2, 4]"
bunda,2.4,1.0,"[4, 3, 2, 2, 3, 0, 4, 1, 3, 2]"
laun,0.8,1.0,"[-1, 1, -1, 1, 0, 2, 1, 1, 3, 1]"
waras,1.6,1.0,"[2, 1, 0, 3, 1, 3, 3, 2, 2, -1]"
pinter,4.0,1.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
melorot,0.8,1.0,"[1, -1, 2, 0, 0, 2, 1, 1, 1, 1]"
bilas,0.8,1.0,"[2, 3, 1, 2, -2, 1, 1, 0, 1, -1]"
terjeblos,0.8,1.0,"[2, 1, 2, 1, 0, 1, 0, 0, 1, 0]"
terjun,0.8,1.0,"[1, 1, 0, 0, 1, 1, 1, 1, -1, 3]"
menggelincir,0.8,1.0,"[3, 0, 0, 2, -1, 1, -1, 2, 1, 1]"
lunas (kapal,1.6,1.0,"[2, 0, 2, 1, 1, 2, 2, 2, 0, 4]"
rebah,1.6,1.0,"[3, 3, 1, 2, 2, 3, 0, 1, 0, 1]"
reparasi,2.4,1.0,"[3, 2, 1, 3, 3, 1, 3, 3, 3, 2]"
gontai,0.8,1.0,"[0, 0, 2, 1, -1, 1, 0, 2, 1, 2]"
sederhana,2.4,1.0,"[4, 2, 2, 2, 3, 2, 3, 2, 2, 2]"
tumpuan,1.6,1.0,"[2, 0, 1, 1, 3, 4, 1, 0, 1, 3]"
himpit,0.8,1.0,"[1, 2, 0, 1, 0, 2, 1, 1, 1, -1]"
turunan,0.8,1.0,"[0, 1, 0, 1, 1, 2, 0, -2, 4, 1]"
mudah,3.2,1.0,"[4, 4, 4, 4, 1, 4, 3, 4, 2, 2]"
tumbang,0.8,1.0,"[1, 1, 1, 2, -1, 2, 1, 0, 2, -1]"
live,2.4,1.0,"[3, 2, 2, 3, 2, 2, 2, 2, 3, 3]"
memandu,2.4,1.0,"[3, 3, 1, 3, 4, 2, 1, 2, 3, 2]"
gamblang,2.4,1.0,"[2, 3, 3, 3, 1, 1, 4, 4, 1, 2]"
terjungkal,0.8,1.0,"[2, -1, 0, 1, 0, 2, 3, 0, 1, 0]"
ngasih,2.4,1.0,"[2, 4, 3, 3, 3, 2, 1, 1, 3, 2]"
penyempurnaan,2.4,1.0,"[2, 2, 3, 2, 3, 2, 1, 4, 3, 2]"
asasi,2.4,1.0,"[3, 1, 2, 3, 3, 0, 3, 3, 3, 3]"
gurufavorit,2.4,1.0,"[2, 3, 3, 2, 1, 2, 2, 3, 4, 2]"
friends,2.4,1.0,"[4, 3, 2, 1, 1, 2, 2, 3, 2, 4]"
tercemplung,0.8,1.0,"[1, 2, 1, 1, 2, -2, 3, -1, 0, 1]"
rektifikasi,0.8,1.0,"[2, 2, 0, 1, 0, 1, 1, 1, 0, 0]"
meringankan,1.6,1.0,"[2, 2, 2, 2, 0, 1, 1, 3, 1, 2]"
mamak,1.6,1.0,"[1, 2, 3, 1, 2, 1, 1, 1, 3, 1]"
lambat,0.8,1.0,"[2, 0, 2, -1, 1, 2, -1, 0, 1, 2]"
memudahkan,2.4,1.0,"[1, 3, 2, 4, 2, 2, 3, 2, 4, 1]"
terbanting,0.8,1.0,"[3, -2, 3, 1, 1, -1, 1, 0, 2, 0]"
pencitraan,1.6,1.0,"[0, 3, 4, 1, 3, 1, 0, 1, 2, 1]"
berikhtiar,2.4,1.0,"[4, 4, 2, 2, 1, 4, 0, 1, 2, 4]"
belanja,1.6,1.0,"[0, 2, 2, 1, 3, 3, 1, 0, 1, 3]"
andai,1.6,1.0,"[2, 2, 1, 0, 2, 2, 2, 2, 1, 2]"
lingsir,1.6,1.0,"[3, 1, 0, 1, 2, 3, 1, 2, 2, 1]"
murah,2.4,1.0,"[2, 1, 3, 2, 3, 4, 1, 4, 1, 3]"
assalamualaikum,2.4,1.0,"[2, 3, 4, 2, 3, 3, 2, 1, 2, 2]"
ibunda,2.4,1.0,"[3, 4, 3, 1, 1, 2, 2, 3, 4, 1]"
