no,timestamp,teks,teks_casefold,teks_token,teks_stopword,teks_stemming,teks_final
39,2016-12-27T02:16:01.000Z,Kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan Nusa Tenggara Timur NTT itu memboyong,kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan nusa tenggara timur ntt itu memboyong,"['kabarnya', 'memanfaatkan', 'waktu', 'reses', 'ini', 'wakil', 'rakyat', 'daerah', 'pemilihan', 'nusa', 'tenggara', 'timur', 'ntt', 'itu', 'memboyong']","['kabarnya', 'memanfaatkan', 'reses', 'wakil', 'rakyat', 'daerah', 'pemilihan', 'nusa', 'tenggara', 'timur', 'ntt', 'memboyong']","['kabar', 'manfaat', 'reses', 'wakil', 'rakyat', 'daerah', 'pilih', 'nusa', 'tenggara', 'timur', 'ntt', 'boyong']",kabar manfaat reses wakil rakyat daerah pilih nusa tenggara timur ntt boyong
40,2016-12-26T10:35:17.000Z,KUNINGAN KAPOL Reses Anggota DPR RI bisa dilakukan dengan berbagai cara Namun bagi KH Asep Maosul Affandi,kuningan kapol reses anggota dpr ri bisa dilakukan dengan berbagai cara namun bagi kh asep maosul affandi,"['kuningan', 'kapol', 'reses', 'anggota', 'dpr', 'ri', 'bisa', 'dilakukan', 'dengan', 'berbagai', 'cara', 'namun', 'bagi', 'kh', 'asep', 'maosul', 'affandi']","['kuningan', 'kapol', 'reses', 'anggota', 'dpr', 'ri', 'kh', 'asep', 'maosul', 'affandi']","['kuningan', 'kapol', 'reses', 'anggota', 'dpr', 'ri', 'kh', 'asep', 'maosul', 'affandi']",kuningan kapol reses anggota dpr ri kh asep maosul affandi
41,2016-12-26T08:41:36.000Z,CC Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,cc anggota dpr ini minta kebijakan bebas visa dicabut,"['cc', 'anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['cc', 'anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['cc', 'anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut']",cc anggota dpr bijak bebas visa cabut
42,2016-12-26T05:11:02.000Z,Inilah indikator kesuksesan reses Anggota DPR RI,inilah indikator kesuksesan reses anggota dpr ri,"['inilah', 'indikator', 'kesuksesan', 'reses', 'anggota', 'dpr', 'ri']","['indikator', 'kesuksesan', 'reses', 'anggota', 'dpr', 'ri']","['indikator', 'sukses', 'reses', 'anggota', 'dpr', 'ri']",indikator sukses reses anggota dpr ri
43,2016-12-26T04:16:32.000Z,Ada misi Anggota DPR ketika masa reses Pertama untuk membangun akuntabilitas politik cc,ada misi anggota dpr ketika masa reses pertama untuk membangun akuntabilitas politik cc,"['ada', 'misi', 'anggota', 'dpr', 'ketika', 'masa', 'reses', 'pertama', 'untuk', 'membangun', 'akuntabilitas', 'politik', 'cc']","['misi', 'anggota', 'dpr', 'reses', 'membangun', 'akuntabilitas', 'politik', 'cc']","['misi', 'anggota', 'dpr', 'reses', 'bangun', 'akuntabilitas', 'politik', 'cc']",misi anggota dpr reses bangun akuntabilitas politik cc
44,2016-12-26T03:42:57.000Z,Siang teman teman Tgl Des Jan anggota melaksanakan reses Apa yg perlu kt ketahui sbg konstituen? cc,siang teman teman tgl des jan anggota melaksanakan reses apa yg perlu kt ketahui sbg konstituen? cc,"['siang', 'teman', 'teman', 'tgl', 'des', 'jan', 'anggota', 'melaksanakan', 'reses', 'apa', 'yg', 'perlu', 'kt', 'ketahui', 'sbg', 'konstituen', '?', 'cc']","['siang', 'teman', 'teman', 'tgl', 'des', 'jan', 'anggota', 'melaksanakan', 'reses', 'kt', 'ketahui', 'sbg', 'konstituen', '?', 'cc']","['siang', 'teman', 'teman', 'tgl', 'des', 'jan', 'anggota', 'laksana', 'reses', 'kt', 'tahu', 'sbg', 'konstituen', '', 'cc']",siang teman teman tgl des jan anggota laksana reses kt tahu sbg konstituen  cc
45,2016-12-26T03:29:55.000Z,Akan Bentuk Pansus Pekerja Asing Ilegal SEGERA Tinjau Ulang Kebijakan Bebas Visa dengan RRC Pak,akan bentuk pansus pekerja asing ilegal segera tinjau ulang kebijakan bebas visa dengan rrc pak,"['akan', 'bentuk', 'pansus', 'pekerja', 'asing', 'ilegal', 'segera', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa', 'dengan', 'rrc', 'pak']","['bentuk', 'pansus', 'pekerja', 'asing', 'ilegal', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa', 'rrc']","['bentuk', 'pansus', 'kerja', 'asing', 'ilegal', 'tinjau', 'ulang', 'bijak', 'bebas', 'visa', 'rrc']",bentuk pansus kerja asing ilegal tinjau ulang bijak bebas visa rrc
46,2016-12-26T01:01:22.000Z,Terkait Kegiatan Reses Anggota DPR RI KPU dan Panwaslih Diuji Profesionalismenya,terkait kegiatan reses anggota dpr ri kpu dan panwaslih diuji profesionalismenya,"['terkait', 'kegiatan', 'reses', 'anggota', 'dpr', 'ri', 'kpu', 'dan', 'panwaslih', 'diuji', 'profesionalismenya']","['terkait', 'kegiatan', 'reses', 'anggota', 'dpr', 'ri', 'kpu', 'panwaslih', 'diuji', 'profesionalismenya']","['kait', 'giat', 'reses', 'anggota', 'dpr', 'ri', 'kpu', 'panwaslih', 'uji', 'profesionalisme']",kait giat reses anggota dpr ri kpu panwaslih uji profesionalisme
47,2016-12-25T15:07:03.000Z,Reses di Bone Anggota DPR RI Akbar Faisal Sampaikan ini,reses di bone anggota dpr ri akbar faisal sampaikan ini,"['reses', 'di', 'bone', 'anggota', 'dpr', 'ri', 'akbar', 'faisal', 'sampaikan', 'ini']","['reses', 'bone', 'anggota', 'dpr', 'ri', 'akbar', 'faisal']","['reses', 'bone', 'anggota', 'dpr', 'ri', 'akbar', 'faisal']",reses bone anggota dpr ri akbar faisal
48,2016-12-25T08:09:14.000Z,Temuan Komisi IX DPR RI Serbuan Buruh China Akibat Kebijakan Bebas Visa,temuan komisi ix dpr ri serbuan buruh china akibat kebijakan bebas visa,"['temuan', 'komisi', 'ix', 'dpr', 'ri', 'serbuan', 'buruh', 'china', 'akibat', 'kebijakan', 'bebas', 'visa']","['temuan', 'komisi', 'ix', 'dpr', 'ri', 'serbuan', 'buruh', 'china', 'akibat', 'kebijakan', 'bebas', 'visa']","['temu', 'komisi', 'ix', 'dpr', 'ri', 'serbu', 'buruh', 'china', 'akibat', 'bijak', 'bebas', 'visa']",temu komisi ix dpr ri serbu buruh china akibat bijak bebas visa
49,2016-12-25T01:14:32.000Z,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana,"['kemankalian', 'saat', 'rakyat', 'menjerit', 'karena', 'kebijakan', 'eksekutip', 'yang', 'gila', '?', 'dprkemana']","['kemankalian', 'rakyat', 'menjerit', 'kebijakan', 'eksekutip', 'gila', '?', 'dprkemana']","['kemankalian', 'rakyat', 'jerit', 'bijak', 'eksekutip', 'gila', '', 'dprkemana']",kemankalian rakyat jerit bijak eksekutip gila  dprkemana
50,2016-12-24T13:54:06.000Z,Komisi IX Ketua Komisi IX DPR RI merekomendasikan kpd pem agar tinjau ulang kebijakan bebas visa,komisi ix ketua komisi ix dpr ri merekomendasikan kpd pem agar tinjau ulang kebijakan bebas visa,"['komisi', 'ix', 'ketua', 'komisi', 'ix', 'dpr', 'ri', 'merekomendasikan', 'kpd', 'pem', 'agar', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa']","['komisi', 'ix', 'ketua', 'komisi', 'ix', 'dpr', 'ri', 'merekomendasikan', 'kpd', 'pem', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa']","['komisi', 'ix', 'ketua', 'komisi', 'ix', 'dpr', 'ri', 'rekomendasi', 'kpd', 'pem', 'tinjau', 'ulang', 'bijak', 'bebas', 'visa']",komisi ix ketua komisi ix dpr ri rekomendasi kpd pem tinjau ulang bijak bebas visa
51,2016-12-24T11:47:15.000Z,KTweets Komunitas Disabilitas Serahkan Draft RUU Penyandang Disabilitas ke Sekjen DPR RI RUUDisabilitas,ktweets komunitas disabilitas serahkan draft ruu penyandang disabilitas ke sekjen dpr ri ruudisabilitas,"['ktweets', 'komunitas', 'disabilitas', 'serahkan', 'draft', 'ruu', 'penyandang', 'disabilitas', 'ke', 'sekjen', 'dpr', 'ri', 'ruudisabilitas']","['ktweets', 'komunitas', 'disabilitas', 'serahkan', 'draft', 'ruu', 'penyandang', 'disabilitas', 'sekjen', 'dpr', 'ri', 'ruudisabilitas']","['ktweets', 'komunitas', 'disabilitas', 'serah', 'draft', 'ruu', 'sandang', 'disabilitas', 'sekjen', 'dpr', 'ri', 'ruudisabilitas']",ktweets komunitas disabilitas serah draft ruu sandang disabilitas sekjen dpr ri ruudisabilitas
52,2016-12-24T10:44:44.000Z,Konsolidasi Pendidikan Politik DPD Golkar Kota Semarang Reses Anggota DPR RI Mujib Rohmad,konsolidasi pendidikan politik dpd golkar kota semarang reses anggota dpr ri mujib rohmad,"['konsolidasi', 'pendidikan', 'politik', 'dpd', 'golkar', 'kota', 'semarang', 'reses', 'anggota', 'dpr', 'ri', 'mujib', 'rohmad']","['konsolidasi', 'pendidikan', 'politik', 'dpd', 'golkar', 'kota', 'semarang', 'reses', 'anggota', 'dpr', 'ri', 'mujib', 'rohmad']","['konsolidasi', 'didik', 'politik', 'dpd', 'golkar', 'kota', 'semarang', 'reses', 'anggota', 'dpr', 'ri', 'mujib', 'rohmad']",konsolidasi didik politik dpd golkar kota semarang reses anggota dpr ri mujib rohmad
53,2016-12-24T10:02:14.000Z,DPR Minta Pemerintah Evaluasi Kebijakan Bebas Visa Komisi IX DPR RI merekomendasikan kepada pemerintah untuk,dpr minta pemerintah evaluasi kebijakan bebas visa komisi ix dpr ri merekomendasikan kepada pemerintah untuk,"['dpr', 'minta', 'pemerintah', 'evaluasi', 'kebijakan', 'bebas', 'visa', 'komisi', 'ix', 'dpr', 'ri', 'merekomendasikan', 'kepada', 'pemerintah', 'untuk']","['dpr', 'pemerintah', 'evaluasi', 'kebijakan', 'bebas', 'visa', 'komisi', 'ix', 'dpr', 'ri', 'merekomendasikan', 'pemerintah']","['dpr', 'perintah', 'evaluasi', 'bijak', 'bebas', 'visa', 'komisi', 'ix', 'dpr', 'ri', 'rekomendasi', 'perintah']",dpr perintah evaluasi bijak bebas visa komisi ix dpr ri rekomendasi perintah
54,2016-12-24T09:32:54.000Z,Reses Anggota DPR RI Drs H Dadang S Muchtar Bersama Masyarakat Desa Pasirtalaga Kecamatan Telagasari Kabupaten Karawang Desember,reses anggota dpr ri drs h dadang s muchtar bersama masyarakat desa pasirtalaga kecamatan telagasari kabupaten karawang desember,"['reses', 'anggota', 'dpr', 'ri', 'drs', 'h', 'dadang', 's', 'muchtar', 'bersama', 'masyarakat', 'desa', 'pasirtalaga', 'kecamatan', 'telagasari', 'kabupaten', 'karawang', 'desember']","['reses', 'anggota', 'dpr', 'ri', 'drs', 'h', 'dadang', 's', 'muchtar', 'masyarakat', 'desa', 'pasirtalaga', 'kecamatan', 'telagasari', 'kabupaten', 'karawang', 'desember']","['reses', 'anggota', 'dpr', 'ri', 'drs', 'h', 'dadang', 's', 'muchtar', 'masyarakat', 'desa', 'pasirtalaga', 'camat', 'telagasari', 'kabupaten', 'karawang', 'desember']",reses anggota dpr ri drs h dadang s muchtar masyarakat desa pasirtalaga camat telagasari kabupaten karawang desember
55,2016-12-24T02:57:25.000Z,Bayangkan bila anggota dpr dlm reses nya mensosialisasikan tax amnesti pasti efek nya positif tuk menyakin kan rakyat Tujuan ini program,bayangkan bila anggota dpr dlm reses nya mensosialisasikan tax amnesti pasti efek nya positif tuk menyakin kan rakyat tujuan ini program,"['bayangkan', 'bila', 'anggota', 'dpr', 'dlm', 'reses', 'nya', 'mensosialisasikan', 'tax', 'amnesti', 'pasti', 'efek', 'nya', 'positif', 'tuk', 'menyakin', 'kan', 'rakyat', 'tujuan', 'ini', 'program']","['bayangkan', 'anggota', 'dpr', 'dlm', 'reses', 'mensosialisasikan', 'tax', 'amnesti', 'efek', 'positif', 'tuk', 'menyakin', 'rakyat', 'tujuan', 'program']","['bayang', 'anggota', 'dpr', 'dlm', 'reses', 'sosialisasi', 'tax', 'amnesti', 'efek', 'positif', 'tuk', 'menyakin', 'rakyat', 'tuju', 'program']",bayang anggota dpr dlm reses sosialisasi tax amnesti efek positif tuk menyakin rakyat tuju program
56,2016-12-23T21:07:30.000Z,BaBekasihtau Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR,babekasihtau rencana kebijakan redenominasi ini pandangan positif anggota dpr,"['babekasihtau', 'rencana', 'kebijakan', 'redenominasi', 'ini', 'pandangan', 'positif', 'anggota', 'dpr']","['babekasihtau', 'rencana', 'kebijakan', 'redenominasi', 'pandangan', 'positif', 'anggota', 'dpr']","['babekasihtau', 'rencana', 'bijak', 'redenominasi', 'pandang', 'positif', 'anggota', 'dpr']",babekasihtau rencana bijak redenominasi pandang positif anggota dpr
57,2016-12-23T21:06:09.000Z,body status Dewibet Jkt Rencana Kebijakan uangrupiah redenominasi surabaya TeamK wanita dewi,body status dewibet jkt rencana kebijakan uangrupiah redenominasi surabaya teamk wanita dewi,"['body', 'status', 'dewibet', 'jkt', 'rencana', 'kebijakan', 'uangrupiah', 'redenominasi', 'surabaya', 'teamk', 'wanita', 'dewi']","['body', 'status', 'dewibet', 'jkt', 'rencana', 'kebijakan', 'uangrupiah', 'redenominasi', 'surabaya', 'teamk', 'wanita', 'dewi']","['body', 'status', 'dewibet', 'jkt', 'rencana', 'bijak', 'uangrupiah', 'redenominasi', 'surabaya', 'teamk', 'wanita', 'dewi']",body status dewibet jkt rencana bijak uangrupiah redenominasi surabaya teamk wanita dewi
58,2016-12-23T20:56:28.000Z,Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR,rencana kebijakan redenominasi ini pandangan positif anggota dpr,"['rencana', 'kebijakan', 'redenominasi', 'ini', 'pandangan', 'positif', 'anggota', 'dpr']","['rencana', 'kebijakan', 'redenominasi', 'pandangan', 'positif', 'anggota', 'dpr']","['rencana', 'bijak', 'redenominasi', 'pandang', 'positif', 'anggota', 'dpr']",rencana bijak redenominasi pandang positif anggota dpr
59,2016-12-23T16:26:59.000Z,Ratusan Pekerja Ilegal China Ditangkap Kebijakan BEBAS VISA perlu DITINJAU ULANG,ratusan pekerja ilegal china ditangkap kebijakan bebas visa perlu ditinjau ulang,"['ratusan', 'pekerja', 'ilegal', 'china', 'ditangkap', 'kebijakan', 'bebas', 'visa', 'perlu', 'ditinjau', 'ulang']","['ratusan', 'pekerja', 'ilegal', 'china', 'ditangkap', 'kebijakan', 'bebas', 'visa', 'ditinjau', 'ulang']","['ratus', 'kerja', 'ilegal', 'china', 'tangkap', 'bijak', 'bebas', 'visa', 'tinjau', 'ulang']",ratus kerja ilegal china tangkap bijak bebas visa tinjau ulang
60,2016-12-23T15:36:09.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh,anggota dpr ini minta kebijakan bebas visa dicabut goaceh,"['anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut', 'goaceh']","['anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut', 'goaceh']","['anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut', 'goaceh']",anggota dpr bijak bebas visa cabut goaceh
61,2016-12-23T14:46:16.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,anggota dpr ini minta kebijakan bebas visa dicabut,"['anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut']",anggota dpr bijak bebas visa cabut
62,2016-12-23T14:45:13.000Z,Sudah seharusnya di tinjau ulang Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,sudah seharusnya di tinjau ulang anggota dpr ini minta kebijakan bebas visa dicabut,"['sudah', 'seharusnya', 'di', 'tinjau', 'ulang', 'anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['tinjau', 'ulang', 'anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['tinjau', 'ulang', 'anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut']",tinjau ulang anggota dpr bijak bebas visa cabut
63,2016-12-23T14:32:35.000Z,Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh,bikin resah masyarakat anggota dpr ini minta kebijakan bebas visa dicabut goaceh,"['bikin', 'resah', 'masyarakat', 'anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut', 'goaceh']","['bikin', 'resah', 'masyarakat', 'anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut', 'goaceh']","['bikin', 'resah', 'masyarakat', 'anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut', 'goaceh']",bikin resah masyarakat anggota dpr bijak bebas visa cabut goaceh
64,2016-12-23T11:54:13.000Z,Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,bikin resah masyarakat anggota dpr ini minta kebijakan bebas visa dicabut,"['bikin', 'resah', 'masyarakat', 'anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['bikin', 'resah', 'masyarakat', 'anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['bikin', 'resah', 'masyarakat', 'anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut']",bikin resah masyarakat anggota dpr bijak bebas visa cabut
65,2016-12-23T09:46:38.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,komisi viii berharap ruu pekerja sosial masuk prolegnas,"['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas']","['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas']","['komisi', 'viii', 'harap', 'ruu', 'kerja', 'sosial', 'masuk', 'prolegnas']",komisi viii harap ruu kerja sosial masuk prolegnas
66,2016-12-23T09:46:15.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas info,komisi viii berharap ruu pekerja sosial masuk prolegnas info,"['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas', 'info']","['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas', 'info']","['komisi', 'viii', 'harap', 'ruu', 'kerja', 'sosial', 'masuk', 'prolegnas', 'info']",komisi viii harap ruu kerja sosial masuk prolegnas info
67,2016-12-23T09:46:06.000Z,Dwi Murdaningsih Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,dwi murdaningsih komisi viii berharap ruu pekerja sosial masuk prolegnas,"['dwi', 'murdaningsih', 'komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas']","['dwi', 'murdaningsih', 'komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas']","['dwi', 'murdaningsih', 'komisi', 'viii', 'harap', 'ruu', 'kerja', 'sosial', 'masuk', 'prolegnas']",dwi murdaningsih komisi viii harap ruu kerja sosial masuk prolegnas
68,2016-12-23T09:44:26.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas News,komisi viii berharap ruu pekerja sosial masuk prolegnas news,"['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas', 'news']","['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas', 'news']","['komisi', 'viii', 'harap', 'ruu', 'kerja', 'sosial', 'masuk', 'prolegnas', 'news']",komisi viii harap ruu kerja sosial masuk prolegnas news
69,2016-12-23T09:43:20.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas ROL,komisi viii berharap ruu pekerja sosial masuk prolegnas rol,"['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas', 'rol']","['komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas', 'rol']","['komisi', 'viii', 'harap', 'ruu', 'kerja', 'sosial', 'masuk', 'prolegnas', 'rol']",komisi viii harap ruu kerja sosial masuk prolegnas rol
70,2016-12-23T09:41:28.000Z,republikaonline Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,republikaonline komisi viii berharap ruu pekerja sosial masuk prolegnas,"['republikaonline', 'komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas']","['republikaonline', 'komisi', 'viii', 'berharap', 'ruu', 'pekerja', 'sosial', 'masuk', 'prolegnas']","['republikaonline', 'komisi', 'viii', 'harap', 'ruu', 'kerja', 'sosial', 'masuk', 'prolegnas']",republikaonline komisi viii harap ruu kerja sosial masuk prolegnas
71,2016-12-23T09:36:12.000Z,Bilal Ramadhan Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,bilal ramadhan anggota dpr ini minta kebijakan bebas visa dicabut,"['bilal', 'ramadhan', 'anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['bilal', 'ramadhan', 'anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['bilal', 'ramadhan', 'anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut']",bilal ramadhan anggota dpr bijak bebas visa cabut
72,2016-12-23T09:33:08.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut ROL,anggota dpr ini minta kebijakan bebas visa dicabut rol,"['anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut', 'rol']","['anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut', 'rol']","['anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut', 'rol']",anggota dpr bijak bebas visa cabut rol
73,2016-12-23T09:31:25.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut info,anggota dpr ini minta kebijakan bebas visa dicabut info,"['anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut', 'info']","['anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut', 'info']","['anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut', 'info']",anggota dpr bijak bebas visa cabut info
74,2016-12-23T09:31:11.000Z,republikaonline Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,republikaonline anggota dpr ini minta kebijakan bebas visa dicabut,"['republikaonline', 'anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['republikaonline', 'anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['republikaonline', 'anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut']",republikaonline anggota dpr bijak bebas visa cabut
75,2016-12-23T09:29:07.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut News,anggota dpr ini minta kebijakan bebas visa dicabut news,"['anggota', 'dpr', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut', 'news']","['anggota', 'dpr', 'kebijakan', 'bebas', 'visa', 'dicabut', 'news']","['anggota', 'dpr', 'bijak', 'bebas', 'visa', 'cabut', 'news']",anggota dpr bijak bebas visa cabut news
76,2016-12-23T09:16:21.000Z,DPR Minta Kebijakan Bebas Visa Dicabut,dpr minta kebijakan bebas visa dicabut,"['dpr', 'minta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['dpr', 'kebijakan', 'bebas', 'visa', 'dicabut']","['dpr', 'bijak', 'bebas', 'visa', 'cabut']",dpr bijak bebas visa cabut
77,2016-12-23T09:02:12.000Z,Cc RT JK Sebut Kebijakan Bebas Visa Perlu Dievaluasi,cc rt jk sebut kebijakan bebas visa perlu dievaluasi,"['cc', 'rt', 'jk', 'sebut', 'kebijakan', 'bebas', 'visa', 'perlu', 'dievaluasi']","['cc', 'rt', 'jk', 'kebijakan', 'bebas', 'visa', 'dievaluasi']","['cc', 'rt', 'jk', 'bijak', 'bebas', 'visa', 'evaluasi']",cc rt jk bijak bebas visa evaluasi
