no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
690,2016-10-31T02:44:33.000Z,Untuk menangani sampah diperlukan perspektif kebangsaan yang holistik ta hanya oleh pemangku kebijakan tap,untuk menangani sampah diperlukan perspektif kebangsaan yang holistik ta hanya oleh pemangku kebijakan tap,0.0,0.0,0.0,neutral,"['untuk', 'menangani', 'sampah', 'diperlukan', 'perspektif', 'kebangsaan', 'yang', 'holistik', 'ta', 'hanya', 'oleh', 'pemangku', 'kebijakan', 'tap']","['menangani', 'sampah', 'diperlukan', 'kebangsaan', 'ta', 'hanya', 'pemangku', 'kebijakan']","['untuk', 'perspektif', 'holistik', 'tap']","['menangani', 'sampah', 'diperlukan', 'perspektif', 'kebangsaan', 'holistik', 'ta', 'hanya', 'pemangku', 'tap']","[{'word': 'menangani', 'score': 0.0, 'matched': True}, {'word': 'sampah', 'score': -3.2, 'matched': True}, {'word': 'diperlukan', 'score': 0.0, 'matched': True}, {'word': 'perspektif', 'score': 0.0, 'matched': False}, {'word': 'kebangsaan', 'score': 0.0, 'matched': True}, {'word': 'holistik', 'score': 0.0, 'matched': False}, {'word': 'ta', 'score': -2.4000000000000004, 'matched': True}, {'word': 'hanya', 'score': -2.4000000000000004, 'matched': True}, {'word': 'pemangku', 'score': 0.0, 'matched': True}, {'word': 'tap', 'score': 0.0, 'matched': False}]"
718,2016-10-29T09:00:10.000Z,Anggota DPR Indra Tersangka Penipuan Rp M MKD Bersikap Usai Reses fath,anggota DPR indra tersangka penipuan rp sama MKD bersikap usai reses fath,-1.6,-0.4,0.8944271909999161,negative,"['anggota', 'DPR', 'indra', 'tersangka', 'penipuan', 'rp', 'sama', 'MKD', 'bersikap', 'usai', 'reses', 'fath']","['anggota', 'DPR', 'tersangka', 'penipuan', 'rp', 'sama', 'MKD', 'usai', 'reses']","['indra', 'bersikap', 'fath']","['indra', 'tersangka', 'penipuan', 'rp', 'sama', 'MKD', 'bersikap', 'usai', 'reses', 'fath']","[{'word': 'indra', 'score': 0.0, 'matched': False}, {'word': 'tersangka', 'score': -0.96, 'matched': True}, {'word': 'penipuan', 'score': -2.0, 'matched': True}, {'word': 'rp', 'score': 0.0, 'matched': True}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'MKD', 'score': 0.0, 'matched': True}, {'word': 'bersikap', 'score': 0.0, 'matched': False}, {'word': 'usai', 'score': 2.4000000000000004, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'fath', 'score': 0.0, 'matched': False}]"
745,2016-10-28T09:52:38.000Z,DPR Umumkan Susunan Anggota Pansus RUU Pemilu,DPR umumkan susunan anggota pansus RUU pemilu,0.0,0.0,0.0,neutral,"['DPR', 'umumkan', 'susunan', 'anggota', 'pansus', 'RUU', 'pemilu']","['DPR', 'umumkan', 'anggota', 'pansus', 'RUU', 'pemilu']",['susunan'],"['umumkan', 'susunan', 'pansus', 'pemilu']","[{'word': 'umumkan', 'score': 0.0, 'matched': True}, {'word': 'susunan', 'score': 0.0, 'matched': False}, {'word': 'pansus', 'score': 0.0, 'matched': True}, {'word': 'pemilu', 'score': 0.0, 'matched': True}]"
786,2016-10-27T11:22:50.000Z,DPR RI Sahkan Revisi RUU ITE,DPR RI sahkan revisi RUU ITE,0.4,0.1,0.5477225575051662,positive,"['DPR', 'RI', 'sahkan', 'revisi', 'RUU', 'ITE']","['DPR', 'RI', 'sahkan', 'revisi', 'RUU', 'ITE']",[],"['sahkan', 'revisi', 'ITE']","[{'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'revisi', 'score': 0.0, 'matched': True}, {'word': 'ITE', 'score': 0.0, 'matched': True}]"
790,2016-10-27T09:43:16.000Z,Paripurna DPR Sahkan RUU ITE Jadi UU,paripurna DPR sahkan RUU ITE jadi UU,0.6,0.15,0.5477225575051662,positive,"['paripurna', 'DPR', 'sahkan', 'RUU', 'ITE', 'jadi', 'UU']","['paripurna', 'DPR', 'sahkan', 'RUU', 'ITE', 'jadi', 'UU']",[],"['paripurna', 'sahkan', 'ITE', 'jadi', 'UU']","[{'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'ITE', 'score': 0.0, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}]"
825,2016-10-27T02:00:14.000Z,Anggota DPR Tak Hadir Dalam Sidang Paripurna Pengesahan UU APBN Jakarta DPR siang ini menggelar s,anggota DPR tak hadir dalam sidang paripurna pengesahan UU APBN jakarta DPR siang ini menggelar si,-2.8,-0.7,0.4472135954999578,negative,"['anggota', 'DPR', 'tak', 'hadir', 'dalam', 'sidang', 'paripurna', 'pengesahan', 'UU', 'APBN', 'jakarta', 'DPR', 'siang', 'ini', 'menggelar', 'si']","['anggota', 'DPR', 'hadir', 'dalam', 'sidang', 'paripurna', 'pengesahan', 'UU', 'APBN', 'jakarta', 'DPR', 'menggelar']","['tak', 'siang', 'ini', 'si']","['tak', 'hadir', 'dalam', 'paripurna', 'pengesahan', 'UU', 'APBN', 'jakarta', 'siang', 'menggelar', 'si']","[{'word': 'tak', 'score': 0.0, 'matched': False}, {'word': 'hadir', 'score': 1.6, 'matched': True}, {'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'pengesahan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'APBN', 'score': 0.0, 'matched': True}, {'word': 'jakarta', 'score': 0.0, 'matched': True}, {'word': 'siang', 'score': 0.0, 'matched': False}, {'word': 'menggelar', 'score': 0.0, 'matched': True}, {'word': 'si', 'score': 0.0, 'matched': False}]"
829,2016-10-26T19:56:26.000Z,DPR RI Menyetujui RUU APBN,DPR RI menyetujui RUU APBN,0.2,0.05,0.447213595499958,positive,"['DPR', 'RI', 'menyetujui', 'RUU', 'APBN']","['DPR', 'RI', 'menyetujui', 'RUU', 'APBN']",[],"['menyetujui', 'APBN']","[{'word': 'menyetujui', 'score': 0.0, 'matched': True}, {'word': 'APBN', 'score': 0.0, 'matched': True}]"
877,2016-10-26T06:20:26.000Z,Agenda hari ini Rapat Paripurna DPR Ke Masa Persidangan I Tahun Sidang agendaDPR sidangparipurna DPR RI,agenda hari ini rapat paripurna DPR ke masa persidangan i tahun sidang agendadpr sidangparipurna DPR RI,0.0,0.0,0.0,neutral,"['agenda', 'hari', 'ini', 'rapat', 'paripurna', 'DPR', 'ke', 'masa', 'persidangan', 'i', 'tahun', 'sidang', 'agendadpr', 'sidangparipurna', 'DPR', 'RI']","['agenda', 'hari', 'rapat', 'paripurna', 'DPR', 'masa', 'persidangan', 'i', 'tahun', 'sidang', 'agendadpr', 'sidangparipurna', 'DPR', 'RI']","['ini', 'ke']","['agenda', 'hari', 'paripurna', 'masa', 'i', 'tahun', 'agendadpr', 'sidangparipurna']","[{'word': 'agenda', 'score': 0.0, 'matched': True}, {'word': 'hari', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'agendadpr', 'score': 0.0, 'matched': True}, {'word': 'sidangparipurna', 'score': 0.0, 'matched': True}]"
879,2016-10-26T05:26:12.000Z,Syarifuddin Suding RUU Pemilu Akan Digiring ke Pemilu Sistem Proporsional Tertutup,syarifuddin suding RUU pemilu akan digiring ke pemilu sistem proporsional tertutup,0.0,0.0,0.0,neutral,"['syarifuddin', 'suding', 'RUU', 'pemilu', 'akan', 'digiring', 'ke', 'pemilu', 'sistem', 'proporsional', 'tertutup']","['RUU', 'pemilu', 'pemilu', 'sistem', 'tertutup']","['syarifuddin', 'suding', 'akan', 'digiring', 'ke', 'proporsional']","['syarifuddin', 'suding', 'pemilu', 'akan', 'digiring', 'pemilu', 'sistem', 'proporsional', 'tertutup']","[{'word': 'syarifuddin', 'score': 0.0, 'matched': False}, {'word': 'suding', 'score': 0.0, 'matched': False}, {'word': 'pemilu', 'score': 0.0, 'matched': True}, {'word': 'akan', 'score': 0.0, 'matched': False}, {'word': 'digiring', 'score': 0.0, 'matched': False}, {'word': 'pemilu', 'score': 0.0, 'matched': True}, {'word': 'sistem', 'score': 0.0, 'matched': True}, {'word': 'proporsional', 'score': 0.0, 'matched': False}, {'word': 'tertutup', 'score': -4.0, 'matched': True}]"
1003,2016-10-20T10:03:32.000Z,Wakil Ketua DPR RI Agus Hermanto mendorong pemerintah segera menyerahkan draf Rancangan Undang Undang RUU P,wakil ketua DPR RI agus hermanto mendorong pemerintah segera menyerahkan draf rancangan undang undang RUU p,0.8,0.2,0.447213595499958,positive,"['wakil', 'ketua', 'DPR', 'RI', 'agus', 'hermanto', 'mendorong', 'pemerintah', 'segera', 'menyerahkan', 'draf', 'rancangan', 'undang', 'undang', 'RUU', 'p']","['wakil', 'ketua', 'DPR', 'RI', 'mendorong', 'pemerintah', 'segera', 'menyerahkan', 'draf', 'rancangan', 'undang', 'undang', 'RUU']","['agus', 'hermanto', 'p']","['agus', 'hermanto', 'mendorong', 'segera', 'menyerahkan', 'draf', 'rancangan', 'p']","[{'word': 'agus', 'score': 0.0, 'matched': False}, {'word': 'hermanto', 'score': 0.0, 'matched': False}, {'word': 'mendorong', 'score': 0.4, 'matched': True}, {'word': 'segera', 'score': 2.4000000000000004, 'matched': True}, {'word': 'menyerahkan', 'score': 0.0, 'matched': True}, {'word': 'draf', 'score': 0.0, 'matched': True}, {'word': 'rancangan', 'score': 0.0, 'matched': True}, {'word': 'p', 'score': 0.0, 'matched': False}]"
1032,2016-10-19T16:29:23.000Z,Usai Reses Ruhut Mundur sebagai Anggota DPR RI,usai reses ruhut mundur sebagai anggota DPR RI,-0.2,-0.05,0.447213595499958,negative,"['usai', 'reses', 'ruhut', 'mundur', 'sebagai', 'anggota', 'DPR', 'RI']","['usai', 'reses', 'mundur', 'sebagai', 'anggota', 'DPR', 'RI']",['ruhut'],"['usai', 'reses', 'ruhut', 'mundur', 'sebagai']","[{'word': 'usai', 'score': 2.4000000000000004, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'ruhut', 'score': 0.0, 'matched': False}, {'word': 'mundur', 'score': -1.2000000000000002, 'matched': True}, {'word': 'sebagai', 'score': -2.4000000000000004, 'matched': True}]"
1033,2016-10-19T15:20:37.000Z,Terimakasih Indonesia Sahkan Paris Agreement Jadi Undang Undang,terimakasih indonesia sahkan paris agreement jadi undang undang,1.4,0.35,0.5477225575051661,positive,"['terimakasih', 'indonesia', 'sahkan', 'paris', 'agreement', 'jadi', 'undang', 'undang']","['terimakasih', 'indonesia', 'sahkan', 'jadi', 'undang', 'undang']","['paris', 'agreement']","['terimakasih', 'sahkan', 'paris', 'agreement', 'jadi']","[{'word': 'terimakasih', 'score': 4.0, 'matched': True}, {'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'paris', 'score': 0.0, 'matched': False}, {'word': 'agreement', 'score': 0.0, 'matched': False}, {'word': 'jadi', 'score': 0.8, 'matched': True}]"
1121,2016-10-14T09:16:22.000Z,Panja RUU Sistem Perbukuan Identifikasi Masalah Utama,panja RUU sistem perbukuan identifikasi masalah utama,0.2,0.05,0.447213595499958,positive,"['panja', 'RUU', 'sistem', 'perbukuan', 'identifikasi', 'masalah', 'utama']","['panja', 'RUU', 'sistem', 'perbukuan', 'identifikasi', 'masalah']",['utama'],"['panja', 'sistem', 'perbukuan', 'identifikasi', 'masalah', 'utama']","[{'word': 'panja', 'score': 0.0, 'matched': True}, {'word': 'sistem', 'score': 0.0, 'matched': True}, {'word': 'perbukuan', 'score': 0.0, 'matched': True}, {'word': 'identifikasi', 'score': 0.0, 'matched': True}, {'word': 'masalah', 'score': -0.8, 'matched': True}, {'word': 'utama', 'score': 0.0, 'matched': False}]"
1155,2016-10-13T01:49:36.000Z,DPR Sahkan UU Pelaksanaan Hukuman Kebiri JAKARTA SK Pihak DPR RI akhirnya mengesahkan undang undang UU,DPR sahkan UU pelaksanaan hukuman kebiri JAKARTA SUKA pihak DPR RI akhirnya mengesahkan undang undang UU,0.4,0.1,0.5477225575051662,positive,"['DPR', 'sahkan', 'UU', 'pelaksanaan', 'hukuman', 'kebiri', 'JAKARTA', 'SUKA', 'pihak', 'DPR', 'RI', 'akhirnya', 'mengesahkan', 'undang', 'undang', 'UU']","['DPR', 'sahkan', 'UU', 'pelaksanaan', 'hukuman', 'kebiri', 'JAKARTA', 'SUKA', 'pihak', 'DPR', 'RI', 'mengesahkan', 'undang', 'undang', 'UU']",['akhirnya'],"['sahkan', 'UU', 'pelaksanaan', 'hukuman', 'kebiri', 'JAKARTA', 'SUKA', 'pihak', 'akhirnya', 'mengesahkan', 'UU']","[{'word': 'sahkan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'pelaksanaan', 'score': 0.0, 'matched': True}, {'word': 'hukuman', 'score': 0.0, 'matched': True}, {'word': 'kebiri', 'score': -3.2, 'matched': True}, {'word': 'JAKARTA', 'score': 0.0, 'matched': True}, {'word': 'SUKA', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pihak', 'score': 0.0, 'matched': True}, {'word': 'akhirnya', 'score': 0.0, 'matched': False}, {'word': 'mengesahkan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}]"
1223,2016-10-12T02:40:42.000Z,DPR Kembali Bahas UU Perppu di Rapat Paripurna Dewan Perwakilan Rakyat DPR,DPR kembali bahas UU perppu di rapat paripurna dewan perwakilan rakyat DPR,0.0,0.0,0.0,neutral,"['DPR', 'kembali', 'bahas', 'UU', 'perppu', 'di', 'rapat', 'paripurna', 'dewan', 'perwakilan', 'rakyat', 'DPR']","['DPR', 'bahas', 'UU', 'perppu', 'rapat', 'paripurna', 'dewan', 'perwakilan', 'rakyat', 'DPR']","['kembali', 'di']","['kembali', 'bahas', 'UU', 'perppu', 'paripurna', 'dewan', 'perwakilan', 'rakyat']","[{'word': 'kembali', 'score': 0.0, 'matched': False}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'perppu', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'dewan', 'score': 0.0, 'matched': True}, {'word': 'perwakilan', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}]"
1232,2016-10-11T09:38:26.000Z,Rapat juga menyetujui perpanjangan waktu pembahasan Pansus RUU PPILN sampai dengan Masa Persidangan II Tahun Sidang,rapat juga menyetujui perpanjangan waktu pembahasan pansus RUU PPILN sampai dengan masa persidangan II tahun sidang,-0.4,-0.1,0.5477225575051662,negative,"['rapat', 'juga', 'menyetujui', 'perpanjangan', 'waktu', 'pembahasan', 'pansus', 'RUU', 'PPILN', 'sampai', 'dengan', 'masa', 'persidangan', 'II', 'tahun', 'sidang']","['rapat', 'menyetujui', 'perpanjangan', 'waktu', 'pembahasan', 'pansus', 'RUU', 'sampai', 'masa', 'persidangan', 'II', 'tahun', 'sidang']","['juga', 'PPILN', 'dengan']","['juga', 'menyetujui', 'perpanjangan', 'waktu', 'pembahasan', 'pansus', 'PPILN', 'sampai', 'masa', 'II', 'tahun']","[{'word': 'juga', 'score': 0.0, 'matched': False}, {'word': 'menyetujui', 'score': 0.0, 'matched': True}, {'word': 'perpanjangan', 'score': 1.6, 'matched': True}, {'word': 'waktu', 'score': 0.0, 'matched': True}, {'word': 'pembahasan', 'score': 0.0, 'matched': True}, {'word': 'pansus', 'score': 0.0, 'matched': True}, {'word': 'PPILN', 'score': 0.0, 'matched': False}, {'word': 'sampai', 'score': 1.6, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}]"
1260,2016-10-10T13:03:13.000Z,KabaKampuang Fraksi Partai Kebangkitan Bangsa di DPR RI akan mengusulkan RUU Pendidikan Madrasah dan Pondok Pesan,kabakampuang fraksi partai kebangkitan bangsa di DPR RI akan mengusulkan RUU pendidikan madrasah dan pondok pesan,0.8,0.2,0.447213595499958,positive,"['kabakampuang', 'fraksi', 'partai', 'kebangkitan', 'bangsa', 'di', 'DPR', 'RI', 'akan', 'mengusulkan', 'RUU', 'pendidikan', 'madrasah', 'dan', 'pondok', 'pesan']","['fraksi', 'partai', 'kebangkitan', 'DPR', 'RI', 'mengusulkan', 'RUU', 'pendidikan', 'pesan']","['kabakampuang', 'bangsa', 'di', 'akan', 'madrasah', 'dan', 'pondok']","['kabakampuang', 'kebangkitan', 'bangsa', 'akan', 'mengusulkan', 'pendidikan', 'madrasah', 'pondok', 'pesan']","[{'word': 'kabakampuang', 'score': 0.0, 'matched': False}, {'word': 'kebangkitan', 'score': 1.6, 'matched': True}, {'word': 'bangsa', 'score': 0.0, 'matched': False}, {'word': 'akan', 'score': 0.0, 'matched': False}, {'word': 'mengusulkan', 'score': 0.0, 'matched': True}, {'word': 'pendidikan', 'score': 0.0, 'matched': True}, {'word': 'madrasah', 'score': 0.0, 'matched': False}, {'word': 'pondok', 'score': 0.0, 'matched': False}, {'word': 'pesan', 'score': 1.6, 'matched': True}]"
1279,2016-10-09T23:07:21.000Z,Dewan Perwakilan Rakyat DPR meminta aturan turunan dari Undang Undang UU No Tahun tentang Pendidikan,dewan perwakilan rakyat DPR meminta aturan turunan dari undang undang UU no tahun tentang pendidikan,0.2,0.05,0.447213595499958,positive,"['dewan', 'perwakilan', 'rakyat', 'DPR', 'meminta', 'aturan', 'turunan', 'dari', 'undang', 'undang', 'UU', 'no', 'tahun', 'tentang', 'pendidikan']","['dewan', 'perwakilan', 'rakyat', 'DPR', 'meminta', 'aturan', 'turunan', 'undang', 'undang', 'UU', 'tahun', 'tentang', 'pendidikan']",['no'],"['dewan', 'perwakilan', 'rakyat', 'meminta', 'aturan', 'turunan', 'UU', 'no', 'tahun', 'tentang', 'pendidikan']","[{'word': 'dewan', 'score': 0.0, 'matched': True}, {'word': 'perwakilan', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'meminta', 'score': 0.8, 'matched': True}, {'word': 'aturan', 'score': 0.0, 'matched': True}, {'word': 'turunan', 'score': 0.8, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'no', 'score': 0.0, 'matched': False}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'pendidikan', 'score': 0.0, 'matched': True}]"
1282,2016-10-08T20:03:18.000Z,DPR bebas visa disalahgunakan jatim rugi Rp triliun Komisi III DPR RI menemukan penyalahgunaan kebijakan bebas,DPR bebas visa disalahgunakan jatim rugi rp triliun komisi II DPR RI menemukan penyalahgunaan kebijakan bebas,-1.4,-0.35,0.8944271909999159,negative,"['DPR', 'bebas', 'visa', 'disalahgunakan', 'jatim', 'rugi', 'rp', 'triliun', 'komisi', 'II', 'DPR', 'RI', 'menemukan', 'penyalahgunaan', 'kebijakan', 'bebas']","['DPR', 'bebas', 'visa', 'disalahgunakan', 'rugi', 'rp', 'triliun', 'komisi', 'II', 'DPR', 'RI', 'menemukan', 'penyalahgunaan', 'kebijakan', 'bebas']",['jatim'],"['bebas', 'visa', 'disalahgunakan', 'jatim', 'rugi', 'rp', 'triliun', 'II', 'menemukan', 'penyalahgunaan', 'bebas']","[{'word': 'bebas', 'score': -3.2, 'matched': True}, {'word': 'visa', 'score': 0.0, 'matched': True}, {'word': 'disalahgunakan', 'score': -1.6, 'matched': True}, {'word': 'jatim', 'score': 0.0, 'matched': False}, {'word': 'rugi', 'score': -4.0, 'matched': True}, {'word': 'rp', 'score': 0.0, 'matched': True}, {'word': 'triliun', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'menemukan', 'score': 1.6, 'matched': True}, {'word': 'penyalahgunaan', 'score': -2.0, 'matched': True}, {'word': 'bebas', 'score': -3.2, 'matched': True}]"
1290,2016-10-07T00:54:12.000Z,Anggota DPR Apresiasi Penghentian Kebijakan Plastik Berbayar,anggota DPR apresiasi penghentian kebijakan plastik berbayar,0.8,0.2,0.447213595499958,positive,"['anggota', 'DPR', 'apresiasi', 'penghentian', 'kebijakan', 'plastik', 'berbayar']","['anggota', 'DPR', 'apresiasi', 'kebijakan', 'berbayar']","['penghentian', 'plastik']","['apresiasi', 'penghentian', 'plastik', 'berbayar']","[{'word': 'apresiasi', 'score': 0.0, 'matched': True}, {'word': 'penghentian', 'score': 0.0, 'matched': False}, {'word': 'plastik', 'score': 0.0, 'matched': False}, {'word': 'berbayar', 'score': -2.4000000000000004, 'matched': True}]"
1327,2016-10-05T17:45:55.000Z,DPR dukung undang undang khusus tentang Antara Anggota Komisi I DPR RI yang juga pernah menjadi pemimpin reda,DPR dukung undang undang khusus tentang antara anggota komisi i DPR RI yang juga pernah menjadi pemimpin reda,0.8,0.2,0.447213595499958,positive,"['DPR', 'dukung', 'undang', 'undang', 'khusus', 'tentang', 'antara', 'anggota', 'komisi', 'i', 'DPR', 'RI', 'yang', 'juga', 'pernah', 'menjadi', 'pemimpin', 'reda']","['DPR', 'dukung', 'undang', 'undang', 'tentang', 'anggota', 'komisi', 'i', 'DPR', 'RI', 'pemimpin']","['khusus', 'antara', 'juga', 'pernah', 'menjadi', 'reda']","['dukung', 'khusus', 'tentang', 'i', 'juga', 'pernah', 'menjadi', 'pemimpin', 'reda']","[{'word': 'dukung', 'score': 0.6400000000000001, 'matched': True}, {'word': 'khusus', 'score': 0.0, 'matched': False}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'juga', 'score': 0.0, 'matched': False}, {'word': 'pernah', 'score': 0.0, 'matched': False}, {'word': 'menjadi', 'score': 0.0, 'matched': False}, {'word': 'pemimpin', 'score': 0.0, 'matched': True}, {'word': 'reda', 'score': 0.0, 'matched': False}]"
1406,2016-09-28T05:14:03.000Z,Komisi II DPR RI Siap Bahas Pasal RUU Pemilu,komisi II DPR RI siap bahas pasal RUU pemilu,0.2,0.05,0.447213595499958,positive,"['komisi', 'II', 'DPR', 'RI', 'siap', 'bahas', 'pasal', 'RUU', 'pemilu']","['komisi', 'II', 'DPR', 'RI', 'siap', 'bahas', 'pasal', 'RUU', 'pemilu']",[],"['II', 'siap', 'bahas', 'pemilu']","[{'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'siap', 'score': 0.8, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'pemilu', 'score': 0.0, 'matched': True}]"
1412,2016-09-27T23:57:38.000Z,hukumOnline Jika RUU Jabatan Hakim Disahkan Hakim Bukan Monopoli MA Dewan Perwakilan Rakyat DPR menjad,hukumonline jika RUU jabatan hakim disahkan hakim bukan monopoli SAMA dewan perwakilan rakyat DPR menjad,0.0,0.0,0.0,neutral,"['hukumonline', 'jika', 'RUU', 'jabatan', 'hakim', 'disahkan', 'hakim', 'bukan', 'monopoli', 'SAMA', 'dewan', 'perwakilan', 'rakyat', 'DPR', 'menjad']","['RUU', 'jabatan', 'hakim', 'disahkan', 'hakim', 'monopoli', 'SAMA', 'dewan', 'perwakilan', 'rakyat', 'DPR']","['hukumonline', 'jika', 'menjad']","['hukumonline', 'jabatan', 'hakim', 'disahkan', 'hakim', 'bukan', 'monopoli', 'SAMA', 'dewan', 'perwakilan', 'rakyat', 'menjad']","[{'word': 'hukumonline', 'score': 0.0, 'matched': False}, {'word': 'jabatan', 'score': 0.0, 'matched': True}, {'word': 'hakim', 'score': 0.0, 'matched': True}, {'word': 'disahkan', 'score': 0.0, 'matched': True}, {'word': 'hakim', 'score': 0.0, 'matched': True}, {'word': 'bukan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'monopoli', 'score': -1.6, 'matched': True}, {'word': 'SAMA', 'score': 2.4000000000000004, 'matched': True}, {'word': 'dewan', 'score': 0.0, 'matched': True}, {'word': 'perwakilan', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'menjad', 'score': 0.0, 'matched': False}]"
