no,timestamp,teks,teks_processed,sentiment,compound_score
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS rosmiati,negative,-0.7455756637711038
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU perubahan UU ITE,positive,0.515992754694415
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu disampaikan desmond saat memimpin pertemuan tim kunjungan kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto beserta jajaran dan kepala badan narkotika nasional BNN banten hendri marpaung beserta jajaran,positive,0.2022886949696694
11824,2021-12-23T04:15:00.000Z,Ketua Fraksi PDI Perjuangan DPR RI Utut Adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,ketua fraksi PDI perjuangan DPR RI utut adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,negative,-0.4465681526609422
11837,2021-12-22T10:51:11.000Z,Mari terus dukung perlindungan hak perempuan Desak Presiden dan segera sahkan RUU Penghapusan Kekerasan Seksual dan RUU Perlindungan Pekerja Rumah Tangga yang melindungi hak perempuan Beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,mari terus dukung perlindungan hak perempuan desak presiden dan segera sahkan RUU penghapusan kekerasan seksual dan RUU perlindungan pekerja rumah tangga yang melindungi hak perempuan beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,positive,0.9649468341587394
11840,2021-12-22T10:07:47.000Z,Anggota Komisi IX DPR Kurniasih Mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari Kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi Covid,anggota komisi IX DPR kurniasih mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi covid,positive,0.5267415375673765
11857,2021-12-22T03:10:33.000Z,Puan Maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya DPRuntukNegeri terus mendengar aspirasi rakyat,puan maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya dpruntuknegeri terus mendengar aspirasi rakyat,positive,0.5267415375673765
11864,2021-12-22T01:04:26.000Z,Dalam Kunjungan Reses ke Provinsi Sumatera Selatan Anggota Komisi X DPR RI Ir H Nuroji menyampaikan bahwa Sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat Palembang dahulu sebagai pusat kerajaan besar Sriwijaya,dalam kunjungan reses ke provinsi sumatera selatan anggota komisi kali DPR RI ir h nuroji menyampaikan bahwa sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat palembang dahulu sebagai pusat kerajaan besar sriwijaya,positive,0.7184212081070996
11867,2021-12-21T23:48:58.000Z,BANGSAT SAHKAN RUU PKS SEKARANG JUGA!,BANGSAT SAHKAN RUU PKS SEKARANG JUGA !,negative,-0.7424176323732686
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam mewujudkan visi tersebut pemerintah bersama dewan perwakilan rakyat menyusun membahas rancangan undang undang yang kemudian menjadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,positive,0.7782533221506258
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa betul kalian dalam hati menolak sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut terkena internal sendiri bgm mungkin kalian bisa diharapkan rakyat agar perjuangkan UU yang menjerat tindakan kekerasan seksual dinegeri ini,positive,0.2820608189747879
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaku pemerkosaan bocah tahun masih bebas anggota DPR RI desak kapolda aceh turun tangan,negative,-0.7677070382789339
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,berarti yang harus di dorong untuk membubarkan itu presiden RI dan dong jika pun DRR RI bisa menyetujui aspirasi rakyat yang setuju pembubaran lembaga yang tidak berguna itu tetapi presiden pasti tidak setuju,negative,-0.9056581070182678
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,bisa dipetakan indak sih anggota yang menolak dan mendukung ? paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat pertimbangan pemilu kedepan,negative,-0.9656820512306714
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,negative,-0.3680368469877013
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,negative,-0.7714713858334926
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,negative,-0.28077181552431213
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR terbuat dari apa hati para wakil rakyat itu,negative,-0.777227276543845
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus kekerasan seksual di indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yang sebetulnya sudah sangat kompromistis dibandingkan draf awal RUU PKS kalian memalukan !,positive,0.7424176323732686
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas penundaannya ada di tangan pimpinan dan bamus PKS tidak ada dipimpinan di bamus juga jumlahnya kecil tetapi jika ada berita begini yang dimaki tetap PKS nasib lo p,negative,-0.8555415792658776
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kayanya harus dari kelurga terdekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman bisa koar koar tanpa ada undang undang yang bisa jadi pedoman,negative,-0.8714140271034279
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual ini adalah payung hukum bagi korban semakin ditunda makin banyak korban berjatuhan tulisan pendek yang bagus dari ustadz muda NU kali com ayang_utriza si,positive,0.9081213751352623
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datangi gedung DPR kohati PB HMI desak pengesahan RUU PPRT,negative,-0.24365595682356636
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini perwakilan aspirasi rakyat bisa jadi anggota DPR saja sudah a,negative,-0.3818191679226781
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI mengesahkan rancangan undang undang pengembangan dan penguatan sektor keuangan RUU PSK yang berisikan peraturan baru bahwa otoritas jasa keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,positive,0.9000703207408192
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjungan kerja reses komisi XI DPR RI ke provinsi bali sobat OJK ketua dewan audit OJK sophia wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,positive,0.9479744496502811
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU perampasan aset koruptor tidak akan pernah berhenti hukuman penjara jelas tidak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan tangkap koruptor ! sita aset asetnya ! itu baru,negative,-0.9842023814419563
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat apakah rancangan undang undang tentang usulan inisiatif badan legislasi DPR RI pksaminuntukindonesia,positive,0.6369499429264264
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapangan guna tampung aspirasi masyarakat pada penghujung tahun dewan perwakilan rakyat daerah DPRD kabupaten solok selatan lakukan reses kemasing masing daerah pemilihan dapil,positive,0.7782533221506258
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK TIDAK SETUJU ANEH BANGET INI PARTAI,negative,-0.8821955504093323
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget melakukan kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan jika kalian juga benar mendukung asas equality before the law ! ! cc,negative,-0.40981766571392375
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah seorang legislatif yang menampung aspirasi rakyat lalu menyampaikan dalam forum karena berbeda dengan pemerintah itu harus dinarasikan provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,negative,-0.8291308165776262
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,negative,-0.7782533221506259
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desak regulasi TKDN dalam RUU ebet,positive,0.5984449372171403
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalarnya bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang menyuarakan aspirasi rakyat malah kalian persekusi,positive,0.295958174200194
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat ? kenapa kalian mau membungkamnya ? partainya kan partai oposisi partai pengkritik kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,negative,-0.921053872223403
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique sebagai anggauta DPR RI ketua komisi yang membidangi politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara kelembagaan negara DPR RI itu bukan representatif kepresidenan tetapi sebagai representatif rakyat untuk mengawasi kebijakan,negative,-0.8199684008412733
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungutan yang mematikan usaha ekonomi renungkanlah dampak kebijakan pajak anda yang ugalan ! ugalan nya dimana ada pertanyaan dari bani IQ bangsa ? meminta mereka baca analisa dan hitung sendiri,negative,-0.8515989052423674
12476,2024-12-26T07:40:10.000Z,Siang Jelang Sore Genkz PPN masih jadi buah bibir dalam lingkup Masyarakat saat ini Karena Kebijakan tersebut Peran DPR RI sangat Penting dalam melakukan Pengawasan agar tidak terjadi Penyelewengan yg menyebabkan timbulnya beban bagi Seluruh Rakyat Indonesia ZonaUang,siang jelang sore genkz PPN masih jadi buah bibir dalam lingkup masyarakat saat ini karena kebijakan tersebut peran DPR RI sangat penting dalam melakukan pengawasan agar tidak terjadi penyelewengan yang menyebabkan timbulnya beban bagi seluruh rakyat indonesia zonauang,neutral,-0.00946256564101544
12506,2024-12-23T17:02:54.000Z,Kenaikan tarif PPN ini diinisiasi oleh Kementerian Keuangan Republik Indonesia Sri Mulyani Indrawati Menteri Keuangan era jokowi Kebijakan ini kemudian dibahas dan disetujui dalam pembahasan Rancangan Undang Undang Harmonisasi Peraturan Perpajakan bersama dengan DPR RI,kenaikan tarif PPN ini diinisiasi oleh kementerian keuangan republik indonesia sri mulyani indrawati menteri keuangan era jokowi kebijakan ini kemudian dibahas dan disetujui dalam pembahasan rancangan undang undang harmonisasi peraturan perpajakan bersama dengan DPR RI,positive,0.8806721767742778
12517,2024-12-23T14:37:58.000Z,Benar benar Kejam sadis brutal bengis preman kebijakan Molyono atas status PSN si Molyono memberikan karpet mirah sama oligarki Dasar Anjing Molyono para oligarki yg tdk punya rasa kemanusiaan,benar benar kejam sadis brutal bengis preman kebijakan molyono atas status PSN sih molyono memberikan karpet mirah sama oligarki dasar anjing molyono para oligarki yang tidak punya rasa kemanusiaan,negative,-0.9783301242229896
12537,2024-12-23T08:31:22.000Z,Ketua Komisi XI DPR RI Mukhamad Misbakhun menyebut PDI Perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada Januari DPR PDIP PPNPersen,ketua komisi XI DPR RI mukhamad misbakhun menyebut PDI perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada januari DPR PDIP ppnpersen,positive,0.906838868944982
12584,2024-12-22T02:40:00.000Z,Anggota Komisi XI DPR RI Wihadi Wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan Undang Undang UU Tahun tentang Harmonisasi Peraturan Perpajakan HPP Payung hukum itu merupakan produk Legislatif periode dan diinisiasi oleh partai,anggota komisi XI DPR RI wihadi wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan undang undang UU tahun tentang harmonisasi peraturan perpajakan HPP payung hukum itu merupakan produk legislatif periode dan diinisiasi oleh partai,positive,0.8192400349252011
12590,2024-12-21T17:57:25.000Z,Wanita binal loe yang ngebuzer waktu prabowo kampanye loe gk lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,wanita binal lo yang ngebuzer waktu prabowo kampanye lo tidak lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,negative,-0.9725134494085543
12607,2024-12-21T10:17:50.000Z,Kau punya data hasil voting partai mana yg mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini? Siapa kau singgung nama PDIP? Dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali Jangan sok opini nya kamu pahlawan kesiangan,kau punya data hasil voting partai mana yang mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini ? siapa kau singgung nama PDIP ? dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali jangan sok opini nya kamu pahlawan kesiangan,negative,-0.4573806958976696
12685,2024-12-18T09:29:43.000Z,Narapidana UU ITE kini bisa bernafas lega Kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,narapidana UU ITE kini bisa bernafas lega kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,positive,0.8224628936244653
12720,2024-12-16T14:04:39.000Z,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI Siapapun presidennya akan tetap naik mas even anies pun gabisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yg dipilih rakyat juga Wkwk gini aja masa gapaham,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI siapapun presidennya akan tetap naik mas even anies pun enggak bisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yang dipilih rakyat juga wkwk begini saja masa gapaham,negative,-0.8224628936244653
12723,2024-12-16T12:54:45.000Z,Peringatan ini disampaikan dalam kunjungan kerja reses Tim Komisi II DPR RI di Palembang Sumatera Selatan,peringatan ini disampaikan dalam kunjungan kerja reses tim komisi II DPR RI di palembang sumatera selatan,positive,0.7739149202363939
12791,2024-12-12T06:46:25.000Z,TVR DPR RI RUU PPRT Proritas Prolegnas,TVR DPR RI RUU PPRT proritas prolegnas,neutral,0.0
12809,2024-12-10T13:58:46.000Z,Segenap Pimpinan Dewan Energi Nasional Yth Mohon Definisi Energi Nasional Definisi UU no ttg Energi ditegakkan segera agar dapat kita amalkan untuk i RUU Perkoperasian global PlanningProcesses ii RPP Kebijakan Energi Nasional,segenap pimpinan dewan energi nasional yth mohon definisi energi nasional definisi UU no tentang energi ditegakkan segera agar dapat kita amalkan untuk i RUU perkoperasian global planningprocesses ii RPP kebijakan energi nasional,positive,0.9658263650129536
12833,2024-12-09T14:51:38.000Z,Lapas Sibolga Ikuti Kegiatan Kunjungan Kerja Reses Komisi XIII DPR RI,lapas sibolga ikuti kegiatan kunjungan kerja reses komisi XII DPR RI,positive,0.515992754694415
12850,2024-12-09T05:13:35.000Z,Gerak News Jakarta Ketua Badan Anggaran Banggar DPR RI Said Abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan GerakNews PPN ppn semuaorang FOURTHxBMMF,gerak news jakarta ketua badan anggaran banggar DPR RI said abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan geraknews PPN ppn semuaorang fourthxbmmf,positive,0.7506303133284343
12863,2024-12-07T12:14:48.000Z,Kegiatan Kunjungan Kerja Reses yang dihadiri oleh anggota Komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN Merauke Selanjutnya tim Kunjungan Kerja Reses melihat secara langsung kegiatan,kegiatan kunjungan kerja reses yang dihadiri oleh anggota komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN merauke selanjutnya tim kunjungan kerja reses melihat secara langsung kegiatan,positive,0.9152773258948753
12884,2024-12-06T00:39:15.000Z,Anggota Komisi VI dari Fraksi PDI Perjuangan Rieke Diah Pitaloka meminta rencana kenaikan PPN persen dibatalkan Hal tersebut ia sampaikan pada Rapat Paripurna DPR RI di Gedung DPR MPR DPD RI Senayan Jakarta Kamis riekediahpitaloka ppn prmn,anggota komisi VI dari fraksi PDI perjuangan rieke diah pitaloka meminta rencana kenaikan PPN persen dibatalkan hal tersebut ia sampaikan pada rapat paripurna DPR RI di gedung DPR MPR DPD RI senayan jakarta kamis riekediahpitaloka ppn prmn,positive,0.7982623453420291
12893,2024-12-05T07:59:28.000Z,Ya tugas lw lah oneng sbg wakil rakyat di senayan lah yang nolak rakyat berkoar² juga ga akan digubris Btw oneng nih setelah pilpres makin rajin aja buat konten yg menentang kebijakan pemerintahan dl hilang bak ditelan bumi,ya tugas jika lah oneng sebagai wakil rakyat di senayan lah yang nolak rakyat berkoar² juga tidak akan digubris btw oneng ini setelah pilpres makin rajin saja buat konten yang menentang kebijakan pemerintahan dulu hilang bak ditelan bumi,negative,-0.8689430654232148
12909,2024-12-04T08:50:27.000Z,antarkementerian lembaga sehingga ketersediaan data tunggal sebagai alat dalam merancang kebijakan pemerintah sangatlah penting ungkap Ketua Badan Legislasi Baleg DPR RI Bob Hasan dalam membuka Focus Group Discussion FGD antara BPS dengan Baleg DPR RI CintaData,antarkementerian lembaga sehingga ketersediaan data tunggal sebagai alat dalam merancang kebijakan pemerintah sangatlah penting ungkap ketua badan legislasi baleg DPR RI bob hasan dalam membuka focus group discussion FGD antara BPS dengan baleg DPR RI cintadata,positive,0.9363855238614585
12914,2024-12-03T06:21:00.000Z,Wan Fayhsal mahu bantuan banjir libatkan wakil rakyat,wan fayhsal mahu bantuan banjir libatkan wakil rakyat,neutral,0.0
12924,2024-12-03T16:10:51.000Z,South Korea s National Assembly has passed a resolution to lift the martial law,south korea si national assembly has passed a resolution tetapi lift the martial law,neutral,0.0
12928,2024-12-03T14:48:32.000Z,Kok pada nyalahin jokowi ? Yg buat undang undang yg mengawasi jalannya pemerintahan DPR Kalau mau menyalahkan atau memaki hujat itu anggota DPR Makhluk ga ada guna,kok pada menyalahkan jokowi ? yang buat undang undang yang mengawasi jalannya pemerintahan DPR jika mau menyalahkan atau memaki hujat itu anggota DPR makhluk tidak ada guna,negative,-0.9431664836460424
12953,2024-11-30T02:13:37.000Z,Ketua DPR RI Puan Maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru PeningkatanKesejahteraanGuru PendidikanBerkualitas GuruIndonesia KesejahteraanGuru DukungGuru PahlawanTanpaTandaJasa ASN GuruHonorer HariGuru IndonesiaMaju Viral Fyp,ketua DPR RI puan maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru peningkatankesejahteraanguru pendidikanberkualitas guruindonesia kesejahteraanguru dukungguru pahlawantanpatandajasa ASN guruhonorer hariguru indonesiamaju viral fyp,positive,0.7040765138053094
12984,2025-11-14T09:43:17.000Z,Ketua DPR RI Menanggapi Soal Putusan MKD Perihal Kesetjenan DPR RI Untuk Memotong Anggaran Reses Anggota DPR Dari Titik Menjadi Titik Ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,ketua DPR RI menanggapi soal putusan MKD perihal kesetjenan DPR RI untuk memotong anggaran reses anggota DPR dari titik menjadi titik ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,negative,-0.9141356443769735
12994,2025-11-14T06:27:39.000Z,Seorang politisi berbicara tentang Helsinki dgn narasi yg menyedihkan Posisi sbg DPR RI tdk membuat dia sadar akan tugasnya yaitu menyuarakan aspirasi rakyat tak terkecuali Daerah Dia lupa Helsinki itu di tulis dengan Tinta Darah!!!,seorang politisi berbicara tentang helsinki dengan narasi yang menyedihkan posisi sebagai DPR RI tidak membuat dia sadar akan tugasnya yaitu menyuarakan aspirasi rakyat tak terkecuali daerah dia lupa helsinki itu di tulis dengan tinta darah ! !,negative,-0.9586835138443285
13032,2025-11-11T14:24:58.000Z,Hai SahabatBahari Selasa November Badan Mutu KKP Mataram melakukan Penyambutan Tim Kunjungan Kerja RUU Pangan Komisi IV DPR RI ke Provinsi Nusa Tenggara Barat di Bandara Zainuddin Abdul Madjid BPPMHKP,hai sahabatbahari selasa november badan mutu KKP mataram melakukan penyambutan tim kunjungan kerja RUU pangan komisi IV DPR RI ke provinsi nusa tenggara barat di bandara zainuddin abdul madjid BPPMHKP,positive,0.878812961930345
