no,teks_processed,base_score_inset,compound_score,sentiment
241,anggota DPR harap RUU konservasi paham luas,3.0,0.5267415375673765,positive
242,anggota DPR harap RUU konservasi paham luas loperkoran,3.0,0.5267415375673765,positive
243,anggota DPR harap RUU konservasi paham luas anggota DPR RI taufiq r abdullah harap rancangan,3.0,0.5267415375673765,positive
244,anggota DPR harap RUU konservasi paham luas,3.0,0.5267415375673765,positive
245,revisi UU ASN adalah benah hulu kebijakan dan solusi konkret bagi mereka,8.0,0.8555415792658776,positive
246,kok makin marak ya stop kebijakan bebas visa untuk cina,8.0,0.8555415792658776,positive
247,mari kita kawal sama undang undang aparatur sipil negara ASN,12.0,0.9273739248094985,positive
248,DPR RI komoditas minyak sawit tempat posisi dua sumbang devisa besar indonesia maka harus lindung,-3.0,-0.5267415375673765,negative
249,audiensi kepada bpk harry poernomo anggota komisi VII DPR RI tentang RUU migas,1.0,0.20228869496966945,positive
250,komisi IV DPR serap masuk kait RUU sistem budi daya tanam di universitas brawijaya malang jumat kunkerdpr,-6.0,-0.7782533221506259,negative
251,konsultasi publik dan jaring dapat RUU budi daya tanam komisi IV DPR RI at biro rektor USU,11.0,0.9152773258948753,positive
252,beri kebijakan yang dapat jadi penolakan ukur dan dapat di implementasi ke kepala daerah sehingga mudah tata kemimpinannya,11.0,0.9152773258948753,positive
253,DPR kini komisi v DPR tuju draf RUU jaskon bawa ke paripurna,11.0,0.9152773258948753,positive
254,DPR kini anggota pansus RUU penyelenggaraan pemilu totok daryanto norma dasar pemilu tidak perlu ubah,-3.0,-0.835119438852609,negative
255,DPR kini DPRD dan PMI surabaya minta RUU kepalangmerahan sah,5.0,0.7184212081070996,positive
256,satpolpp doa serta dukungan sah RUU ASN angkat honorer amin,16.0,0.9571447885644057,positive
257,komisi IV segera revisi UU sumber daya hayati MANADO EDUNEWS ID komisi IV DPR RI akan revisi undang undang,13.0,0.937127104577154,positive
258,RUU sumber daya hayati lindung kaya alam indonesia,8.0,0.8555415792658776,positive
259,RUU sumber daya hayati lindung kaya alam indonesia republikaonline,8.0,0.8555415792658776,positive
260,panja RUU arsitek komisi v DPR bahas substansi DIM sama pemerintah,9.0,0.8806721767742777,positive
261,DIDIK JAKARTA PR wakil ketua komisi kali DPR RI abdul fikri faqih nilai pemerintah tidak kompak dalam tentu kebijakan terka,12.0,0.7491350718773846,positive
262,komisi IV DPR gelar FGD di universitas gadjah mada tentang RUU konservasi keanekaragaman hayati ekosistem kamis kunkerdpr,6.0,0.7782533221506259,positive
263,komisi v DPR tuju draf RUU jaskon bawa ke paripurna,8.0,0.8555415792658776,positive
264,anggota pansus RUU penyelenggaraan pemilu totok daryanto norma dasar pemilu tidak perlu ubah,-6.0,-0.9058061793556188,negative
265,panja RUU arsitek komisi v DPR rapat bahas substansi dan DIM RUU arsitek dengan pemerintah dprlive,7.0,0.8224628936244653,positive
266,agenda DPR kamis pukul WIB komisi v DPR rapat panja RUU arsitek agendadpr,5.0,0.7184212081070996,positive
267,DPRD dan PMI surabaya minta RUU kepalangmerahan sah,2.0,0.38181916792267817,positive
268,partai KAPAN DPR RI dukungan moratorium uji nasional tetapi partai KAPAN minta agar ada kebijakan ganti terh,17.0,0.9824510831638937,positive
269,DPR kini ketua DPR setya novanto pasti RUU hasil bahas DPR kualitas baik,18.0,0.9669707237878223,positive
270,RDP pansus RUU tentang penyelenggaraan pemilu DPR RI isi saya ronald khanif others at gedung nusantara II,0.0,0.0,neutral
271,DKPP sampai masuk kait dengan revisi UU penyelenggaraan pemilu pada pansus RUU penyelenggaran pemilu DPR RI dprlive,-3.0,-0.5267415375673765,negative
272,LANGSUNG di periscope pansus RUU pemilu raker dengan KPU bawaslu dan DKPP dprlive,3.0,0.5267415375673765,positive
273,pansus RUU penyelenggaraan pemilu rapat kerja dengan KPU bawaslu dan DKPP kait revisi UU penyelenggarana pemilu dprlive,4.0,0.6369499429264264,positive
274,serah NYA dan RUU sahkanrevisiuuasn dan surat usul kepada kepemimpinan DPR RI untuk jadwal di paripurna bagai ini,5.0,0.7184212081070996,positive
275,banget uni memang harus jangan seperti itu nama juga wakil rakyat suara aspirasi rakyat,-4.0,-0.2885055253501012,negative
276,bagai saya WAJIB OCEH jika wakil rakyat diam apa kata dunia ?,-7.0,-0.8271299960237043,negative
277,agenda DPR rabu pukul WIB komisi v DPR rapat panja RUU jasa konstruksi agendadpr,9.0,0.8806721767742777,positive
278,agenda DPR rabu pukul WIB komisi VII DPR rapat panja RUU migas agendadpr,5.0,0.7184212081070996,positive
279,agenda DPR rabu pukul WIB komisi i DPR rapat panja RUU siar agendadpr,5.0,0.7184212081070996,positive
280,agenda DPR rabu pukul WIB pansus RUU penyelenggaraan pemilu rapat kerja dengan KPU bawaslu dan DKPP agendadpr,4.0,0.6369499429264264,positive
281,doa DPR keputusan sahkanrevisiuuasn pada sidang paripurna des bagai RUU inisiatif DPR,7.0,0.8224628936244653,positive
282,minta DPR keputusan sahkanrevisiuuasn pada sidang paripurna des bagai RUU inisiatif DPR,5.0,0.7184212081070996,positive
283,serah NYA dan RUU sahkan revisi UUASN dan surat usul jadwal di paripurna bagai inisiatif DPR RI,5.0,0.7184212081070996,positive
284,kawal revisi UU ASN sesuai draft RUU ayo bangun semangat KITA sahkanrevisiuuasn,12.0,0.9273739248094985,positive
285,boleh jadi anggota DPR asal kembali fitrah jadi wakil rakyat tampung aspirasi rakyat,4.0,0.6369499429264264,positive
286,dukungan masyarakat hadap RUU didik madrasah pon pesantren sangat butuh bagai dorong bang DPR RI untuk mulai bahas RUU,8.0,0.8444928403062788,positive
287,sidang paripurna i RUU revisi UU ASN desakan untuk gelar di akhir masa sidang sahkanrevisiuuasn,9.0,0.8806721767742777,positive
288,usul telah serah NYA dan draft RUU revisi ASN ke pimp DPR ayo genjot ! sahkanrevisiuuasn,8.0,0.8655009997712371,positive
289,mari dorong cepat tetap jadwal sidang paripurna RUU ubah UU ASN sahkanrevisiuuasn,12.0,0.9273739248094985,positive
290,kebijakan rencana kembang teluk benoa adalah untuk tingkat daya saing baliprortb cc,9.0,0.8806721767742777,positive
291,ketua DPR setya novanto pasti RUU hasil bahas DPR kualitas baik,15.0,0.9537833398341438,positive
292,serah NYA dan RUU sahkanrevisiuuasn dan surat usul kepada kepemimpinan DPR RI untuk jadwal di paripurna bagai inisiatif DPR selasa,5.0,0.7184212081070996,positive
293,ketua DPR minta kualitas RUU perhati,6.0,0.7782533221506259,positive
294,ketua DPR minta kualitas RUU perhati relasi,9.0,0.8806721767742777,positive
295,republikaonline ketua DPR minta kualitas RUU perhati via,6.0,0.7782533221506259,positive
296,ketua DPR minta kualitas RUU perhati republikaonline,6.0,0.7782533221506259,positive
297,ketua DPR minta kualitas RUU perhati info,3.0,0.5267415375673765,positive
298,moga pengesahan revisi di paripurna nanti tak ubah arah amin sahkanrevisiuuasn,1.0,-0.23585950502781214,negative
299,jalan bahas masih cukup panjang hingga final pengesahan sahkanrevisiuuasn,-1.0,-0.2716028933636315,negative
300,terima kasih kepada seluruh partai DPR RI yang sepakat RUU revisi lanjut sahkanrevisiuuasn,5.0,0.7184212081070996,positive
301,terima kasih kepada panja yang akan antar RUU revisi ke paripurna sahkanrevisiuuasn,0.0,0.0,neutral
302,ketua DPR setya novanto buka cara resmi seminar BKD tentang kaidah sanksi administrasi sanksi pidana dalam undang undang dprlive,9.0,0.8806721767742777,positive
303,DPR RI PANSUS RUU PEMILU DENGAR JELAS PEMERINTAH,3.0,0.6289226359922113,positive
304,DPR RI KOMISI VI KRITISI KEBIJAKAN SERTIFIKAT LAIK OPERASI PPILN,2.0,0.515992754694415,positive
305,DPR RI BKD KOMITMEN DUKUNGAN BAHAS MATERI RUU MIGAS via,6.0,0.8192400349252011,positive
306,raker komisi dengan tentang panja prodi primer kait dengan kebijakan program DLP prodidlp,4.0,0.6369499429264264,positive
307,besok rapat paripurna DPR RI untuk pengesahan prolegnas mohon dukungan RUUPPHMA,5.0,0.7184212081070996,positive
308,masuk korupsi kebijakan om ?,-4.0,-0.6485566468843295,negative
309,tandatangani petisi saya ketua dan para wakil ketua DPR RI PENOLAKAN RUU ANTI TEMBAKAU,-6.0,-0.7782533221506259,negative
310,DPR kini DPR dan pemerintah sepakat bahas RUU penyelenggaraan pemilu cepat,12.0,0.9273739248094985,positive
311,paripurna perppu kebiri dan RUU jabatan hakim anggota DPR tak hadir jakarta DPR,-4.0,-0.8651108035664578,negative
312,ini rupa bukti bahwa kebijakan pemerintah bukan sifat eksploitasi alam proamdalrtb cc,2.0,-0.43668531092021023,negative
313,banget pak buat apa ada undang undang,7.0,0.8356768101707184,positive
314,mhn anggota DPR dapat tindakan karena itu sudah langgar undang undang karena mngerahkan PNS dan swasta,1.0,0.20228869496966945,positive
315,anggota pansus RUU penyelenggaan pemilu hetifah sjaifudian DPR harap RUU pemilu kuat wakil perempuan,2.0,0.38181916792267817,positive
316,DPR dan pemerintah sepakat bahas RUU penyelenggaraan pemilu cepat,9.0,0.8806721767742777,positive
317,bahas dan sahkan RUU sandang disabilitas ! paraf petisi ! via,2.0,0.49119154324719755,positive
318,ayo DPR RI ini awas kebijakan tri yang ala tidak jelas,2.0,-0.036124251091907526,neutral
319,novanto cabut kebijakan batas kunker luar negeri anggota DPR warta ekonomi,-11.0,-0.9152773258948753,negative
320,UGM serah naskah akademik RUU migas ke komisi VII DPR RI,5.0,0.7184212081070996,positive
321,wakil rakyat sudah pada disumpelin uang banyak mana mau dengar aspirasi rakyat khusus muslim pada gerakan bela islam II DPR mandul,18.0,0.9656820512306714,positive
322,ada berapa jumlah muslim di DPR MPR ? ? kenapa harus rakyat yang DEMONSTRASI ? kan ada wakil rakyat ? ADP,-2.0,-0.4766576055745744,negative
323,tanpa hadir akom bamus gelar rapat paripurna kait ganti ketua,10.0,0.7593647044307894,positive
324,followback moratorium UN mendikbud saya terus kebijakan belum komisi kali DPR RI sama,9.0,0.455197673183691,positive
325,moga semua mudah dan jalan lancar sampai ketuk palu dalam rapat paripurna DPR RI sahkanrevisiuuasnberkeadilan,13.0,0.937127104577154,positive
326,kebijakan pemerintah soal WNA nilai khawatir,8.0,0.8555415792658776,positive
327,kepemimpinan DPR evaluasi kebijakan potong masa reses kepemimpinan DPR RI rencana akan evaluasi kebijakan,6.0,0.7782533221506259,positive
328,sampai temu dan usul kebijakan kait sekolah rusak kepada bapak ferdiansyah wakil ketua komisi kali DPR RI,19.0,0.9690378234957119,positive
329,baleg DPR rapat harmonisasi dengan usul revisi UU ASN kait ambil keputusan RUU tentang aparatur sipil negara dprlive,7.0,0.8224628936244653,positive
330,beritaugm UGM serah naskah akademik RUU migas ke komisi VII DPR RI,5.0,0.7184212081070996,positive
331,siang ini langsung rapat kerja komisi kali dengan mendikbud bahas kebijakan uji nasional,15.0,0.951661902861773,positive
332,DPR cara resmi ganti ketua lewat paripurna anggota DPR tuju posisi ketua DPR,8.0,0.8555415792658776,positive
333,selamat dan sukses atas lantik setya novanto bagai ketua DPR dalam rapat paripurna DPR RI ke,12.0,0.9273739248094985,positive
334,telah seluruh partai pada rapat paripurna tuju dengan ganti jabatan ketua DPR RI dari adek komarudin ke setya novanto,3.0,0.5267415375673765,positive
335,radio ANDIKA rapat paripurna DPR RI agenda ambil keputusan hadap henti ketua dewan,-6.0,-0.7782533221506259,negative
336,rapat perdana panitia khusus pansus rancangan undang undang RUU pilih umum pemilu sama pemerintah DPR RI dan DPD RI,10.0,0.9000703207408192,positive
337,konferensi pers ketua DPR RI setya novanto usai lantik dalam rapat paripurna DPR RI ke tahun,13.0,0.937127104577154,positive
338,setya novanto resmi lantik jadi ketua DPR RI dalam rapat paripurna DPR RI ke tahun,11.0,0.9152773258948753,positive
339,konferensi pers ketua DPR RI setya novanto usai lantik dalam rapat paripurna DPR RI ke masa sidang II tahun sidang,15.0,0.951661902861773,positive
340,tunggu yang lagi rapat reses sama DPR RI lain awal dari tatap by yura yunita,-7.0,-0.8224628936244653,negative
341,setya novanto resmi lantik jadi ketua DPR RI dalam rapat paripurna DPR RI ke masa sidang II tahun sidang,13.0,0.937127104577154,positive
342,pada rapat paripurna hari ini akan pelaksanaan ganti akom bagai ketua DPR RI telah keputusan rapat MKD henti akom,-1.0,-0.20228869496966945,negative
343,siar langsung rapat paripurna pengesahan ketua DPR RI juga dapat anda saksi saat ini via youtube streaming di,1.0,0.20228869496966945,positive
344,DPR gelar rapat paripurna bahas ganti ketua DPR RI newsandtalk,9.0,0.8806721767742777,positive
345,ganti ketua DPR RI lalu rapat paripurna,8.0,0.8555415792658776,positive
346,rapat paripurna ke DPR RI henti dari adek komaruddin dari ketua DPR RI dan angkat drs setya novanto mjd ketua DPR RI,-4.0,-0.6369499429264264,negative
347,simak breaking putar rapat paripurna pengesahan ketua DPR langsung dari gedung DPR RI jakarta saat ini di,2.0,0.38181916792267817,positive
348,rapat paripurna ke DPR RI masa sidang II tahun at ruang sidang paripurna nusantara II pic,2.0,0.38181916792267817,positive
349,rapat paripurna DPR DPR RI ke salah a isi agenda ganti ketua DPR RI ifakta,3.0,0.5267415375673765,positive
350,ini rupa bukti bahwa kebijakan pemerintah bukan sifat eksploitasi alam balitunggurtb cc,2.0,-0.43668531092021023,negative
351,LANGSUNG di periscope rapat paripurna DPR RI ke masa sidang II tahun sidang paripurnalive,7.0,0.8224628936244653,positive
352,rapat partai partai GOLKAR belum rapat paripurna saya araksa golkar others at ruang rapat KAKAK DPR RI,-2.0,-0.6530766003035043,negative
353,menkumham mendagri staf ahli menkeu DPD RI hadir dalam raker dengan pansus DPR RI bahas RUU penyelenggaraan pemilu jakarta,7.0,0.8224628936244653,positive
354,fokus saya adalah dorong agar kerja legislasi DPR RI dalam buat undang undang yang manfaat serta pihak pada rakyat,3.0,0.5267415375673765,positive
355,kebijakan pemerintah soal WNA nilai khawatir csps policy,8.0,0.8555415792658776,positive
356,kebijakan pemerintah soal WNA nilai khawatir republikaonline,8.0,0.8555415792658776,positive
357,rapat paripurna ganti ketua DPR pelaksanaan rabu ini,1.0,0.20228869496966945,positive
358,pansus RUU penyelenggaraan pemilu rapat kerja dengan menteri dalam negeri menteri uang menteri hukum dan HAM dan DPD RI dprlive,9.0,0.8806721767742777,positive
359,jakarta proses ganti ketua DPR RI yang usul oleh partai golkar sampai puncak hari ini sore ini DPR,0.0,0.0,neutral
360,RUU tentu umum paja masih bahas DPR,0.0,0.0,neutral
361,RUU tentu umum paja masih bahas DPR republikaonline,0.0,0.0,neutral
362,republikaonline RUU tentu umum paja masih bahas DPR,0.0,0.0,neutral
363,agenda DPR rabu pukul WIB rapat paripurna DPR RI agendadpr,3.0,0.5267415375673765,positive
364,agenda DPR rabu pukul WIB pansus RUU penyelenggaraan pemilu rapat kerja dengan menteri dalam negeri agendadpr,7.0,0.8224628936244653,positive
365,rabu sore anggota DPR gelar rapat paripurna ganti ketua DPR,4.0,0.6369499429264264,positive
366,temu tani tembakau anggota DPR ini janji kawal selesai RUU tembakau,-4.0,-0.6369499429264264,negative
367,masyarakat bal khusus dan indonesia umum dukungan kebijakan pemerintah untuk sejahtera rakyat balitunggurtb cc,8.0,0.8555415792658776,positive
368,kebijakan rencana kembang teluk benoa balitunggurtb cc,8.0,0.8555415792658776,positive
369,sangat free hatin ruang rapat paripurna DPR RI,5.0,0.7424952523122464,positive
370,karena hal konyol TIDAK ASIK jika pelaksanaan SENDIRI ruang rapat paripurna DPR RI,-15.0,-0.9797676395212239,negative
371,kebijakan pemerintah bukan sifat eksploitasi alam justru balik sifat lestari alam balitunggurtb,5.0,0.13306938109275573,positive
372,undang undang pengaturan penyelenggaraan pemilu harus untuk jangka panjang,4.0,0.6369499429264264,positive
373,baleg DPR rapat koordinasi dengan kepemimpinan komisi i si di XI kepemimpinan pansus dalam rangka susun prolegnas RUU prioritas dprlive,8.0,0.8555415792658776,positive
374,panja RUU sistem buku komisi kali DPR rapat dengan pemerintah bahas DIM sanding pemerintah tentang RUU sstem buku dprlive,1.0,0.20228869496966945,positive
375,rapat paripurna shalawatnabi at,2.0,0.38181916792267817,positive
376,komnas perempuan desakan segera bahas ruupenghapusankekerasanseksual via gerakbersama,9.0,0.8806721767742777,positive
377,lanjut naskah final UU revisi ITE tuju sama oleh pemerintah pada rapat paripurna DPR pada tanggal,3.0,0.5267415375673765,positive
378,telah awal dengan raker sama pemerintah dengan naskah RUU revisi UU ITE turut turut bahas di tingkat panja timus timsin,2.0,0.38181916792267817,positive
379,dar awal jabatan menteri prioritas bahas RUU revisi ITE untuk rampung sama cepat,13.0,0.937127104577154,positive
380,ini rupa bukti bahwa kebijakan pemerintah bukan sifat eksploitasi alam balitunggurtb cc,2.0,-0.43668531092021023,negative
381,DPR reklamasi teluk benoa harus lewat aspirasi rakyat warta ekonomi,-6.0,-0.7782533221506259,negative
382,agenda DPR selasa pukul WIB komisi i DPR rapat panja RUU siar agendadpr,5.0,0.7184212081070996,positive
383,wakil ketua komisi IX DPR ermalena komisi IX kecewa pemerintah belum siap DIM RUU PPLIN,7.0,0.7059185843801071,positive
384,yakin mampu tangkal antisipasi dalam usaha kebijakan preventif,19.0,0.9690378234957119,positive
