no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,teks_translated
2843,2016-06-20T02:41:15.000Z,Ruang Rapat Paripurna DPR RI,ruang rapat paripurna DPR RI,0.0,0.0,0.0,neutral,DPR RI plenary meeting room
2848,2016-06-19T16:45:20.000Z,RUU pengampunan perampok TolakTAXAmnesty TolakTAXAmnesty,RUU pengampunan perampok tolaktaxamnesty tolaktaxamnesty,-3.0,-0.75,0.0,negative,robbery pardon bill rejected refused opposed protest taxamnesty rejected refused opposed protest taxamnesty
2909,2016-06-15T08:40:20.000Z,RUU Arsitek Bakal Atur Mengenai Jenjang Pendidikan,RUU arsitek bakal atur mengenai jenjang pendidikan,0.0,0.0,0.0,neutral,The architect's bill will regulate education levels
2947,2016-06-13T21:27:29.000Z,Lancar Pak hingga pelantikan Selamat Pak BG,lancar pak hingga pelantikan selamat pak BANG,0.0,0.0,0.0,neutral,smoothly sir until the inauguration congratulations sir bro
2948,2016-06-13T21:21:33.000Z,Selamat Pak BG lancar hingga pelantikan,selamat pak BANG lancar hingga pelantikan,0.0,0.0,0.0,neutral,"Congratulations sir, it's a smooth journey to the inauguration"
3078,2016-06-07T06:25:19.000Z,Ketua Fraksi PPP DPR RI Reni Marlinawati mengharapkan pembahasan RUU tentang Perlindungan Kejahatan Seks dip,ketua fraksi PP DPR RI reni marlinawati mengharapkan pembahasan RUU tentang perlindungan kejahatan seks dip,1.0,0.25,0.0,positive,"Chairman of the PP faction of the Indonesian House of Representatives, Reni Marlinawati, hopes that the bill will be discussed regarding the protection of sex crimes"
3136,2016-06-03T08:25:58.000Z,Baleg dan Menkes Bahas RUU Kekarantinaan Kesehatan,baleg dan menkes bahas RUU kekarantinaan kesehatan,0.0,0.0,0.0,neutral,Baleg and Minister of Health discuss health quarantine bill
3137,2016-06-03T08:24:36.000Z,Kebijakan Pemerintah Terkait Harga Daging Sapi Matikan Peternak,kebijakan pemerintah terkait harga daging sapi matikan peternak,-1.2,-0.3,1.0954451150103324,negative,government policy regarding beef prices destroy killing harmful damaging ruining livestock farmers
3191,2016-06-02T06:33:30.000Z,Diskusi Publik Fraksi Partai Gerindra DPR RI Urgensi RUU Karantina at Gedung Nusantara I Lt DPR RI,diskusi publik fraksi partai gerindra DPR RI urgensi RUU karantina at gedung nusantara i lantai DPR RI,0.8,0.2,0.447213595499958,positive,Public discussion of the Gerindra party faction of the Indonesian House of Representatives on the urgency of the quarantine bill at the Nusantara Building on the floor of the Republic of Indonesia House of Representatives
3214,2016-06-02T05:43:33.000Z,Selamat atas pengesahan perubahan kedua UU No ttg Perppu UNo ttg Pemilihan Gubernur Bupati Walikota jadi UU ParipurnaLive,selamat atas pengesahan perubahan kedua UU no tentang perppu uno tentang pemilihan gubernur bupati walikota jadi UU paripurnalive,1.4,0.35,0.5477225575051661,positive,"congratulations on the ratification of the second amendment to law no concerning perppu uno concerning the election of governors, regents, mayors, so that the law is plenary live"
3297,2016-05-31T10:57:26.000Z,DPR Tegaskan RUU Pertembakauan Lindungi Petani,DPR tegaskan RUU pertembakauan lindungi petani,0.6,0.15,0.5477225575051662,positive,DPR emphasizes tobacco bill to protect farmers
3308,2016-05-31T04:24:57.000Z,LANGSUNG di Periscope Para Tokoh OIC Youth ICMI AIDA FPI ICJR sampaikan masukan terkait Revisi RUU Pemberant,LANGSUNG di periscope para tokoh OIC youth ICMI AIDA FPI ICJR sampaikan masukan terkait revisi RUU pemberant,0.8,0.2,0.447213595499958,positive,"Directly on Periscope, OIC Youth ICMI Aida FPI ICJR figures provide input regarding the revision of the Pemberant Bill"
3360,2016-05-28T09:36:33.000Z,Fraksi PKB DPR RI Siap Ajukan RUU Pengelolaan Madrasah,fraksi PKB DPR RI siap ajukan RUU pengelolaan madrasah,0.6,0.15,0.5477225575051662,positive,The PKB faction of the Indonesian House of Representatives is ready to submit a bill on madrasa management
3377,2016-05-27T11:26:23.000Z,RUU Tax Amnesty Saatnya Revolusi Perpajakan,RUU tax amnesty saatnya revolusi perpajakan,0.8,0.2,0.447213595499958,positive,The tax amnesty bill is time for a tax revolution
3411,2016-05-26T09:30:35.000Z,Senin depan rapat terbuka bahas RUU taxamnesty,senin depan rapat terbuka bahas RUU taxamnesty,0.0,0.0,0.0,neutral,next Monday an open meeting will discuss the taxamnesty bill
3417,2016-05-26T06:26:52.000Z,Agenda selanjutnya pendapat Fraksi terhadap RUU Penyelenggaraan Ibadah Haji Umrah usul inisiatif Komisi VIII jadi usul DPR ParipurnaLive,agenda selanjutnya pendapat fraksi terhadap RUU penyelenggaraan ibadah haji umrah usul inisiatif komisi VII jadi usul DPR paripurnalive,0.2,0.05,0.447213595499958,positive,"Next on the agenda is the faction's opinion on the bill for organizing the Hajj and Umrah pilgrimage, Commission VII's initiative proposal becomes a plenary DPR proposal. Live"
3461,2016-05-25T11:08:48.000Z,inikah wakil rakyat???? Makan gaji buta haram hukumnya,inikah wakil rakyat ? ? makan gaji buta haram hukumnya,-3.8,-0.95,0.4472135954999578,negative,is this the people's representative? ?  corrupt paid without working lazy irresponsible fraud forbidden wrong immoral illegal legal
3467,2016-05-25T10:08:18.000Z,Retweet FollowMe Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek Pembaha NewsUpdate Today,retweet followme banyak anggota DPR bolos rapat pembahasan sejumlah RUU mandek pembaha newsupdate today,-3.6,-0.9,0.8944271909999161,negative,retweet followme many members of the DPR truant absent negligent irresponsible lazy meeting discussing a number of bills stalled stuck deadlocked failed discussion newsupdate today
3468,2016-05-25T10:08:01.000Z,Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek Pembahasan sederet RUU di DPR mandek bahkan hingga beberapa masa sida,banyak anggota DPR bolos rapat pembahasan sejumlah RUU mandek pembahasan sederet RUU di DPR mandek bahkan hingga beberapa masa sida,-3.6,-0.9,0.8944271909999161,negative,many DPR members truant absent negligent irresponsible lazy meeting discussion of a number of bills stalled stuck deadlocked failed discussion of a series of bills in the DPR stalled stuck deadlocked failed even for several periods
3492,2016-05-24T12:09:06.000Z,Ya RUU ini usul inisiatif Komisi DPR RI,ya RUU ini usul inisiatif komisi DPR RI,0.0,0.0,0.0,neutral,"Yes, this bill is an initiative proposed by the DPR RI commission"
3494,2016-05-24T11:38:49.000Z,Anggota DPR BUMN jangan habisi kontraktor kecil Anggota Panja Revisi Undang Undang Jasa Konstruksi Mohamm,anggota DPR BUMN jangan habisi kontraktor kecil anggota panja revisi undang undang jasa konstruksi mohamm,0.4,0.1,1.3416407864998738,positive,"State-owned DPR members should not wipe out small contractors, members of the committee for revising the Mohamm construction services law"
3567,2016-05-20T08:05:01.000Z,Rapat Paripurna DPR ke Sepi Wakil Rakyat,rapat paripurna DPR ke sepi wakil rakyat,-2.2,-0.55,1.3038404810405295,negative,the DPR plenary meeting was quiet for the people's representatives
3570,2016-05-20T07:51:13.000Z,Anggota DPR RI Fraksi Nasdem Johny Plate Pembahasan RUU tax amnesty ditargetkan akan selesai pada Juni mendatang,anggota DPR RI fraksi nasdem johny plate pembahasan RUU tax amnesty ditargetkan akan selesai pada juni mendatang,0.8,0.2,0.447213595499958,positive,"member of the Indonesian House of Representatives from the Nasdem faction, Johny Plate, the discussion on the tax amnesty bill is targeted to be completed in June"
3574,2016-05-20T07:49:09.000Z,Hatta Rajasa RAPBN Jadi Pembahasan Paripurna ke DPR RI Rapat Paripurna dihadiri oleh Menteri Keuan,hatta rajasa RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri keuan,0.0,0.0,0.0,neutral,Hatta Rajasa's rapbn became a plenary discussion at the DPR RI. The plenary meeting was attended by the Minister of Finance
3619,2016-05-18T10:52:37.000Z,Baleg Setuju RUU Kekerasan Seksual Masuk Prolegnas,baleg setuju RUU kekerasan seksual masuk prolegnas,0.8,0.2,0.447213595499958,positive,Baleg agrees that the bill on violence abuse harmful oppressive sexual inclusion is included in the national legislative program
3673,2016-05-17T05:53:27.000Z,semangat bpk smg cpt reses lg,semangat bpk semoga cepat reses lagi,0.2,0.05,1.30384048104053,positive,"Cheers, sir, hopefully the constituency outreach service community will visit again soon"
3708,2016-05-16T14:16:53.000Z,Reses DPR RI di Kantor Desa Pasir Angin Cileungsi Bogor,reses DPR RI di kantor desa pasir angin cileungsi bogor,0.0,0.0,0.0,neutral,"Constituency Outreach Service Community Visit DPR RI at Pasir Angin Village Office, Cileungsi, Bogor"
3737,2016-05-16T05:31:03.000Z,Tweeps besok Mei rencana panja RUU Pengampunan Pajak mulai bekerja lagi Perlu dipantau nih,tweeps besok mei rencana panja RUU pengampunan pajak mulai bekerja lagi perlu dipantau ini,-0.4,-0.1,0.5477225575051662,negative,tweeps tomorrow May the plan of the working committee on the tax amnesty bill to start working again needs to be monitored
3842,2016-05-10T02:27:00.000Z,Dinamika Politik Proses Pembentukan Undang Undang di Dewan Perwakilan Rakyat dan Kendalanya at Gedung DPR RI,dinamika politik proses pembentukan undang undang di dewan perwakilan rakyat dan kendalanya at gedung DPR RI,0.0,0.0,0.0,neutral,political dynamics of the process of forming laws in the people's representative council and the obstacles at the DPR RI building
3953,2016-05-04T02:14:54.000Z,Sktr bln lalu ada petisi utk DPR RI agar memskkan RUU Penghapusan Kekerasan Seksual namun hg saat ini hny org yg ttd,sktr bulan lalu ada petisi untuk DPR RI agar memskkan RUU penghapusan kekerasan seksual tetapi hg saat ini hanya orang yang ttd,-1.0,-0.25,0.0,negative,About last month there was a petition for the Indonesian House of Representatives to pass a bill to eliminate sexual violence abuse harmful oppressive but currently only people are signing it.
4025,2016-04-29T06:01:12.000Z,gelar Rapat Paripurna penutupan masa sidang,gelar rapat paripurna penutupan masa sidang,0.0,0.0,0.0,neutral,hold a plenary meeting to close the session period
4027,2016-04-29T04:37:17.000Z,Pembahasan RUU Tax Amnesty Dilanjutkan Setelah Reses DPR Pemerintah bersama Dewan Perwakilan Rakyat DPR ak,pembahasan RUU tax amnesty dilanjutkan setelah reses DPR pemerintah bersama dewan perwakilan rakyat DPR aku,0.0,0.0,0.0,neutral,discussion of the tax amnesty bill continued after the constituency outreach service community visit to the government's parliament together with the people's representative council of my house
4033,2016-04-29T03:44:07.000Z,Ketua DPR Yakin RUU Pengampunan Pajak Selesai Mei,ketua DPR yakin RUU pengampunan pajak selesai mei,0.6,0.15,0.5477225575051662,positive,DPR chairman is confident that the tax amnesty bill will be completed in May
4070,2016-04-28T17:33:31.000Z,info DPR RI Akhirnya Siapkan Panja RUU Tax Amnesty,info DPR RI akhirnya siapkan panja RUU tax amnesty,0.6,0.15,0.5477225575051662,positive,Information: The Republic of Indonesia's DPR has finally prepared the tax amnesty bill
4108,2016-04-28T04:53:51.000Z,Komisi XI Rapat Kerja dengan Menteri PPN Kepala Bappenas membahas RUU Tax Amnesty DPRLive,komisi XI rapat kerja dengan menteri PPN kepala bappenas membahas RUU tax amnesty dprlive,0.0,0.0,0.0,neutral,"Commission Xi working meeting with the Minister of National Development Planning, Head of Bappenas to discuss the DPRlive tax amnesty bill"
4143,2016-04-27T11:00:38.000Z,DPR dan Pemerintah Bertekad Lindungi Pekerja Migran di Luar Negeri RUU ini akan membuat pekerja merasa sebagai,DPR dan pemerintah bertekad lindungi pekerja migran di luar negeri RUU ini akan membuat pekerja merasa sebagai,1.0,0.25,0.0,positive,The DPR and the government are determined to protect migrant workers abroad. This bill will make workers feel like they are
4180,2017-12-29T12:12:32.000Z,Banda Aceh Pemerintah dan Dewan Perwakilan Rakyat Aceh Didorong agar mempercepat pengesahan anggaran,banda aceh pemerintah dan dewan perwakilan rakyat aceh didorong agar mempercepat pengesahan anggaran,0.0,0.0,0.0,neutral,The Banda Aceh government and the Aceh People's Representative Council are encouraged to speed up the ratification of the budget
4198,2017-12-27T08:04:40.000Z,Komoditas Strategis Layak Dilindungi Undang Undang,komoditas strategis layak dilindungi undang undang,0.0,0.0,0.0,neutral,Strategic commodities deserve to be protected by law
4222,2017-12-24T02:13:15.000Z,Bantu Arief Rahman Satriyo dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu arief rahman satriyo dapat lebih banyak tanda tangan tanda tangan diperlukan !,0.0,0.0,0.0,neutral,Help Arief Rahman Satriyo get more signatures required!
4244,2017-12-23T16:08:46.000Z,Untuk Indonesia Yang Lebih Baik,untuk indonesia yang lebih baik,0.0,0.0,0.7071067811865476,neutral,for a better Indonesia
4300,2017-12-22T01:37:45.000Z,Menggantang RUU Sawit Bermanfaat atau Mudarat,menggantang RUU sawit bermanfaat atau mudarat,-0.2,-0.05,0.447213595499958,negative,Removing palm oil waste from beneficial or harmful detrimental damaging negative impact
4307,2017-12-21T04:16:12.000Z,Peradilan di Bawah Tekanan Itu karena Undang Undang Peradilan mungkin dibuat untuk kepentingan EGO PEMBENARAN DIRI Oknum Anggota DPR,peradilan di bawah tekanan itu karena undang undang peradilan mungkin dibuat untuk kepentingan EGO PEMBENARAN DIRI oknum anggota DPR,-2.6,-0.65,0.5477225575051661,negative,the judiciary under pressure oppressed forced manipulated because judicial laws may have been made for the sake of self-righteous egos of individual members of the DPR
4317,2017-12-20T04:24:47.000Z,Ginilah prof klo RUU terus tdk rampung akan jd kekakcauan di masyarakat di mana dewan perwakilan rakyat DPR yg menyuarakan mewakili rakyat jika RUU ZINA DAN LGBT tdk kunjung rampung karna zina dan lgbt sangat meresah kan lingkungan masyarakat,ginilah prof jika RUU terus tidak rampung akan jadi kekakcauan di masyarakat di mana dewan perwakilan rakyat DPR yang menyuarakan mewakili rakyat jika RUU ZINA DAN LGBT tidak kunjung rampung karena zina dan lgbt sangat meresah kan lingkungan masyarakat,-1.8,-0.45,0.447213595499958,negative,"This is how it is, Prof. If the bill continues to be unfinished, failed, stalled, incomplete, delayed, it will be chaos in society, where the House of Representatives of the DPR will speak out on behalf of the people. If the bill on adultery and LGBT is not completed because adultery and LGBT are very disturbing in the community."
4352,2017-12-18T05:48:13.000Z,Ternyata arek iki terutama yg marah ke MK ditambah dg dikompori politisi senayan beberapa sih baru ngeh bahwa RUU KUHP di itulah UU yg akan dipakai jk nanti sdh disahkan bkn putusan MK barusan Makane rek ojo gumunan ojo mudah dikompori awasi itu pembahasan RUU,ternyata arek iki terutama yang marah ke MAKA ditambah dengan dikompori politisi senayan beberapa sih baru engah bahwa RUU KUHP di itulah UU yang akan dipakai jika nanti sudah disahkan bukan putusan MAKA barusan makane rek ojo gumunan ojo mudah dikompori awasi itu pembahasan RUU,-0.2,-0.05,0.447213595499958,negative,"It turns out that Arek iki, especially those who are angry at this, is being accompanied by Senayan politicians, some of whom are just now puffing up that the Criminal Code bill is the law that will be used if it has been successfully passed, completed, not a decision, then just now, it's easy to compromise, so keep an eye on the discussion of the bill."
4371,2017-12-16T13:25:11.000Z,Cc tanya prof kapan ya selesaikan RUU KUHP dulu alasannya ndak cukup waktu dan serahkan ke DPR Sekarang sdh mau berakhir koq ndak selesai juga Masa nunggu rakyat gugat terus ke MK? Curiga saya ini Mau lepas tangan lagi Hehe,cc tanya prof kapan ya selesaikan RUU KUHP dulu alasannya indak cukup waktu dan serahkan ke DPR sekarang sudah mau berakhir kok indak selesai juga masa menunggu rakyat gugat terus ke MK ? curiga saya ini mau lepas tangan lagi hehe,-1.6,-0.4,0.5477225575051661,negative,"cc asked the prof when will he finish the Criminal Code bill first, the reason is there is not enough time and submit it to the DPR, now it is about to end, why isn't the period of waiting for the people to continue suing the Constitutional Court? I suspect I'm about to let go again hehe"
4375,2017-12-16T07:50:27.000Z,Kan udah ada di RUU ih,kan sudah ada di RUU ih,-0.4,-0.1,0.5477225575051662,negative,"It's already on the floor, right?"
