no,timestamp,teks,teks_processed,teks_translated,neg,neu,pos,compound_score,sentiment
2842,2016-06-20T03:19:13.000Z,DPR RI Impor Daging Kebijakan Sia Sia,DPR RI impor daging kebijakan sia sia,DPR RI meat import policy is in vain,0.286,0.714,0.0,-0.4215,negative
2843,2016-06-20T02:41:15.000Z,Ruang Rapat Paripurna DPR RI,ruang rapat paripurna DPR RI,DPR RI plenary session meeting room,0.0,1.0,0.0,0.0,neutral
2848,2016-06-19T16:45:20.000Z,RUU pengampunan perampok TolakTAXAmnesty TolakTAXAmnesty,RUU ampun rampok tolaktaxamnesty tolaktaxamnesty,forgiveness bill robs tolaktaxamnesty tolaktaxamnesty,0.37,0.37,0.259,-0.2263,negative
2909,2016-06-15T08:40:20.000Z,RUU Arsitek Bakal Atur Mengenai Jenjang Pendidikan,RUU arsitek bakal pengaturan kena jenjang didik,Architect's bill for regulation of student levels,0.0,1.0,0.0,0.0,neutral
2947,2016-06-13T21:27:29.000Z,Lancar Pak hingga pelantikan Selamat Pak BG,lancar pak hingga lantik selamat pak BANG,smooth sir until inauguration congratulations sir bro,0.0,0.606,0.394,0.5994,positive
2948,2016-06-13T21:21:33.000Z,Selamat Pak BG lancar hingga pelantikan,selamat pak BANG lancar hingga lantik,"Congratulations sir, you're on a smooth journey to inauguration",0.0,0.642,0.358,0.5994,positive
3078,2016-06-07T06:25:19.000Z,Ketua Fraksi PPP DPR RI Reni Marlinawati mengharapkan pembahasan RUU tentang Perlindungan Kejahatan Seks dip,ketua partai PP DPR RI reni marlinawati harap bahas RUU tentang lindung jahat seks dip,Chairman Par Disgusting Worthless Shameful Trash PP DPR RI Reni Marlinawati Please discuss the bill about the evil protection of sex dip,0.419,0.512,0.069,-0.9118,negative
3136,2016-06-03T08:25:58.000Z,Baleg dan Menkes Bahas RUU Kekarantinaan Kesehatan,baleg dan menkes bahas RUU karantina sehat,Baleg and Minister of Health discuss healthy quarantine bill,0.0,0.748,0.252,0.4019,positive
3137,2016-06-03T08:24:36.000Z,Kebijakan Pemerintah Terkait Harga Daging Sapi Matikan Peternak,kebijakan pemerintah kait harga daging sapi mati ternak,government policy links beef prices to dead livestock,0.381,0.619,0.0,-0.6486,negative
3191,2016-06-02T06:33:30.000Z,Diskusi Publik Fraksi Partai Gerindra DPR RI Urgensi RUU Karantina at Gedung Nusantara I Lt DPR RI,diskusi publik partai partai gerindra DPR RI urgensi RUU karantina at gedung nusantara i lantai DPR RI,public discussion par disgusting worthless shameful trash par disgusting worthless shameful trash gerindra DPR RI urgency of quarantine bill at Gedung Nusantara I lan disgusting worthless shameful trash DPR RI,0.588,0.412,0.0,-0.9808,negative
3214,2016-06-02T05:43:33.000Z,Selamat atas pengesahan perubahan kedua UU No ttg Perppu UNo ttg Pemilihan Gubernur Bupati Walikota jadi UU ParipurnaLive,selamat atas pengesahan ubah dua UU no tentang perppu uno tentang pilih gubernur bupati walikota jadi UU paripurnalive,"congratulations on the ratification of changing two laws no. about Perppu UNO about electing governors, regents, mayors, so that they become plenary laws. Live",0.078,0.783,0.139,0.4019,positive
3297,2016-05-31T10:57:26.000Z,DPR Tegaskan RUU Pertembakauan Lindungi Petani,DPR tegas RUU tembakau lindung tani,DPR is firm on the tobacco bill to protect farmers,0.0,0.776,0.224,0.3818,positive
3308,2016-05-31T04:24:57.000Z,LANGSUNG di Periscope Para Tokoh OIC Youth ICMI AIDA FPI ICJR sampaikan masukan terkait Revisi RUU Pemberant,LANGSUNG di periscope para tokoh OIC youth ICMI AIDA FPI ICJR sampai masuk kait revisi RUU pemberant,"Directly on Periscope, OIC Youth ICMI Aida FPI ICJR figures until they enter the hook for revising the Pemberant Bill",0.0,1.0,0.0,0.0,neutral
3360,2016-05-28T09:36:33.000Z,Fraksi PKB DPR RI Siap Ajukan RUU Pengelolaan Madrasah,partai PKB DPR RI siap aju RUU kelola madrasah,par disgusting worthless shameful trash PKB RI DPR is ready to introduce a bill to manage madrasas,0.396,0.5,0.104,-0.7906,negative
3377,2016-05-27T11:26:23.000Z,RUU Tax Amnesty Saatnya Revolusi Perpajakan,RUU tax amnesty saat revolusi paja,tax amnesty bill during the tax revolution,0.0,1.0,0.0,0.0,neutral
3411,2016-05-26T09:30:35.000Z,Senin depan rapat terbuka bahas RUU taxamnesty,senin depan rapat buka bahas RUU taxamnesty,Next Monday the meeting gathering session will open to discuss the taxamnesty bill,0.0,1.0,0.0,0.0,neutral
3417,2016-05-26T06:26:52.000Z,Agenda selanjutnya pendapat Fraksi terhadap RUU Penyelenggaraan Ibadah Haji Umrah usul inisiatif Komisi VIII jadi usul DPR ParipurnaLive,agenda lanjut dapat partai hadap RUU penyelenggaraan ibadah haji umrah usul inisiatif komisi VII jadi usul DPR paripurnalive,"further schedule plan agenda can be par disgusting worthless shameful trash facing the bill for organizing the Hajj and Umrah pilgrimage, Commission VII's initiative proposal becomes DPR plenary proposal",0.268,0.732,0.0,-0.8591,negative
3461,2016-05-25T11:08:48.000Z,inikah wakil rakyat???? Makan gaji buta haram hukumnya,ini wakil rakyat ? ? makan gaji buta haram hukum,are these representatives legislators? ? eating your salary is illegal,0.331,0.669,0.0,-0.6072,negative
3467,2016-05-25T10:08:18.000Z,Retweet FollowMe Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek Pembaha NewsUpdate Today,retweet followme banyak anggota DPR bolos rapat bahas jumlah RUU mandek pembaha newsupdate today,retweet followme many DPR members truant absent negligent skip duty irresponsible lazy meeting gathering session discuss number of bills stalled discussion newsupdate today,0.262,0.691,0.047,-0.7096,negative
3468,2016-05-25T10:08:01.000Z,Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek Pembahasan sederet RUU di DPR mandek bahkan hingga beberapa masa sida,banyak anggota DPR bolos rapat bahas jumlah RUU mandek bahas deret RUU di DPR mandek bahkan hingga beberapa masa sida,many members of the DPR truant absent negligent skip duty irresponsible lazy meeting gathering session discuss the number of bills stalled discuss the series of bills in the DPR stall even for several periods,0.229,0.738,0.033,-0.7717,negative
3492,2016-05-24T12:09:06.000Z,Ya RUU ini usul inisiatif Komisi DPR RI,ya RUU ini usul inisiatif komisi DPR RI,"Yes, this bill is an initiative proposed by the DPR RI commission",0.0,0.803,0.197,0.4019,positive
3494,2016-05-24T11:38:49.000Z,Anggota DPR BUMN jangan habisi kontraktor kecil Anggota Panja Revisi Undang Undang Jasa Konstruksi Mohamm,anggota DPR BUMN jangan habis kontraktor kecil anggota panja revisi undang undang jasa konstruksi mohamm,"Members of the State-Owned House of Representatives should not run out of small contractors, members of the committee for revising the law on construction services, Mohamm",0.0,1.0,0.0,0.0,neutral
3567,2016-05-20T08:05:01.000Z,Rapat Paripurna DPR ke Sepi Wakil Rakyat,rapat paripurna DPR ke sepi wakil rakyat,meeting gathering session plenary session of parliament to empty deserted absent representative representatives representatives,0.122,0.878,0.0,-0.2023,negative
3570,2016-05-20T07:51:13.000Z,Anggota DPR RI Fraksi Nasdem Johny Plate Pembahasan RUU tax amnesty ditargetkan akan selesai pada Juni mendatang,anggota DPR RI partai nasdem johny plate bahas RUU tax amnesty target akan selesai pada juni datang,RI DPR members par disgusting worthless shameful trash Nasdem Johny Plate discusses tax amnesty bill target to be completed in June,0.345,0.655,0.0,-0.8591,negative
3574,2016-05-20T07:49:09.000Z,Hatta Rajasa RAPBN Jadi Pembahasan Paripurna ke DPR RI Rapat Paripurna dihadiri oleh Menteri Keuan,hatta rajasa RAPBN jadi bahas paripurna ke DPR RI rapat paripurna hadir oleh menteri uan,Hatta Rajasa rapbn was discussed in plenary at the Republic of Indonesia's DPR meeting gathering plenary session attended by the Minister of Finance,0.0,1.0,0.0,0.0,neutral
3619,2016-05-18T10:52:37.000Z,Baleg Setuju RUU Kekerasan Seksual Masuk Prolegnas,baleg tuju RUU keras seksual masuk prolegnas,Baleg aims for tough sexual laws to be included in National Legislation Program,0.111,0.889,0.0,-0.128,negative
3673,2016-05-17T05:53:27.000Z,semangat bpk smg cpt reses lg,semangat bpk moga cepat reses lagi,"spirit, passion, positive energy, sir, hopefully quickly, constituency outreach service community visit again",0.0,0.315,0.685,0.9217,positive
3708,2016-05-16T14:16:53.000Z,Reses DPR RI di Kantor Desa Pasir Angin Cileungsi Bogor,reses DPR RI di kantor desa pasir angin cileungsi bogor,"Constituency Outreach Service Community Visit DPR RI at Pasir Angin Village Office, Cileungsi, Bogor",0.0,0.861,0.139,0.2732,positive
3737,2016-05-16T05:31:03.000Z,Tweeps besok Mei rencana panja RUU Pengampunan Pajak mulai bekerja lagi Perlu dipantau nih,tweeps besok mei rencana panja RUU ampun pajak mulai kerja lagi perlu pantau ini,tweeps tomorrow May the plan for the tax draft committee to start working again needs to monitor this,0.0,1.0,0.0,0.0,neutral
3842,2016-05-10T02:27:00.000Z,Dinamika Politik Proses Pembentukan Undang Undang di Dewan Perwakilan Rakyat dan Kendalanya at Gedung DPR RI,dinamika politik proses bentuk undang undang di dewan wakil rakyat dan kendala at gedung DPR RI,political dynamics of the process of forming laws in the council of representative representatives and obstacles at the DPR RI building,0.11,0.802,0.089,-0.128,negative
3953,2016-05-04T02:14:54.000Z,Sktr bln lalu ada petisi utk DPR RI agar memskkan RUU Penghapusan Kekerasan Seksual namun hg saat ini hny org yg ttd,sktr bulan lalu ada petisi untuk DPR RI agar memskkan RUU hapus keras seksual tetapi hg saat ini hanya orang yang ttd,Last month there was a petition for the Indonesian House of Representatives to pass a bill to abolish sexual violence but currently only people have signed it.,0.096,0.904,0.0,-0.3716,negative
4025,2016-04-29T06:01:12.000Z,gelar Rapat Paripurna penutupan masa sidang,gelar rapat paripurna tutup masa sidang,hold a plenary session gathering meeting to close the hearing session session,0.0,1.0,0.0,0.0,neutral
4027,2016-04-29T04:37:17.000Z,Pembahasan RUU Tax Amnesty Dilanjutkan Setelah Reses DPR Pemerintah bersama Dewan Perwakilan Rakyat DPR ak,bahas RUU tax amnesty lanjut telah reses DPR pemerintah sama dewan wakil rakyat DPR aku,"further discussing the tax amnesty bill, constituency outreach service community visits to the government's parliament with the representatives of the representatives of my parliament",0.0,0.916,0.084,0.2732,positive
4033,2016-04-29T03:44:07.000Z,Ketua DPR Yakin RUU Pengampunan Pajak Selesai Mei,ketua DPR yakin RUU ampun pajak selesai mei,DPR chairman is confident that the tax amnesty bill will be completed in May,0.0,0.802,0.198,0.4939,positive
4070,2016-04-28T17:33:31.000Z,info DPR RI Akhirnya Siapkan Panja RUU Tax Amnesty,info DPR RI akhir siap panja RUU tax amnesty,Info: DPR RI is finally ready for the tax amnesty bill,0.0,0.8,0.2,0.3612,positive
4108,2016-04-28T04:53:51.000Z,Komisi XI Rapat Kerja dengan Menteri PPN Kepala Bappenas membahas RUU Tax Amnesty DPRLive,komisi XI rapat kerja dengan menteri PPN kepala bappenas bahas RUU tax amnesty dprlive,"Commission Xi meeting gathering working session with Minister of National Development Planning, Head of Bappenas to discuss DPRDPRlive tax amnesty bill",0.0,1.0,0.0,0.0,neutral
4143,2016-04-27T11:00:38.000Z,DPR dan Pemerintah Bertekad Lindungi Pekerja Migran di Luar Negeri RUU ini akan membuat pekerja merasa sebagai,DPR dan pemerintah tekad lindung kerja migran di luar negeri RUU ini akan buat kerja rasa bagai,The DPR and the government are determined to protect migrant workers abroad. This bill will make work feel more comfortable,0.0,0.664,0.336,0.8221,positive
4180,2017-12-29T12:12:32.000Z,Banda Aceh Pemerintah dan Dewan Perwakilan Rakyat Aceh Didorong agar mempercepat pengesahan anggaran,banda aceh pemerintah dan dewan wakil rakyat aceh dorong agar cepat pengesahan anggaran,Banda Aceh government and the Aceh representative council of representatives are pushing for speedy ratification of the budget,0.0,1.0,0.0,0.0,neutral
4198,2017-12-27T08:04:40.000Z,Komoditas Strategis Layak Dilindungi Undang Undang,komoditas strategis layak lindung undang undang,strategic commodities worthy of legal protection,0.0,0.476,0.524,0.5267,positive
4222,2017-12-24T02:13:15.000Z,Bantu Arief Rahman Satriyo dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu arief rahman satriyo dapat lebih banyak tanda tangan tanda tangan perlu !,Help Arief Rahman Satriyo get more signatures needed!,0.0,0.701,0.299,0.4574,positive
4244,2017-12-23T16:08:46.000Z,Untuk Indonesia Yang Lebih Baik,untuk indonesia yang lebih baik,for Indonesia which is more good positive favorable,0.0,0.324,0.676,0.8869,positive
4300,2017-12-22T01:37:45.000Z,Menggantang RUU Sawit Bermanfaat atau Mudarat,gantang RUU sawit manfaat atau mudarat,bushel ruu palm oil benefits or harms,0.296,0.463,0.241,-0.1531,negative
4307,2017-12-21T04:16:12.000Z,Peradilan di Bawah Tekanan Itu karena Undang Undang Peradilan mungkin dibuat untuk kepentingan EGO PEMBENARAN DIRI Oknum Anggota DPR,adil di bawah tekan itu karena undang undang adil mungkin buat untuk penting EGO BENAR DIRI oknum anggota DPR,Fairly oppressed is pressured because fair laws might make it important for selfish arrogant individual members of the DPR,0.398,0.458,0.144,-0.802,negative
4317,2017-12-20T04:24:47.000Z,Ginilah prof klo RUU terus tdk rampung akan jd kekakcauan di masyarakat di mana dewan perwakilan rakyat DPR yg menyuarakan mewakili rakyat jika RUU ZINA DAN LGBT tdk kunjung rampung karna zina dan lgbt sangat meresah kan lingkungan masyarakat,gin prof jika RUU terus tidak rampung akan jadi kekakcauan di masyarakat di mana dewan wakil rakyat DPR yang suara wakil rakyat jika RUU ZINA DAN LGBT tidak kunjung rampung karena zina dan lgbt sangat resah kan lingkung masyarakat,gin prof if the bill continues to not be completed there will be chaos in society where the council of representatives representatives representatives of the DPR will vote representatives representatives representatives officials if the bill on adultery and LGBT is not completed because adultery and LGBT are very worried about the community environment,0.108,0.892,0.0,-0.7346,negative
4352,2017-12-18T05:48:13.000Z,Ternyata arek iki terutama yg marah ke MK ditambah dg dikompori politisi senayan beberapa sih baru ngeh bahwa RUU KUHP di itulah UU yg akan dipakai jk nanti sdh disahkan bkn putusan MK barusan Makane rek ojo gumunan ojo mudah dikompori awasi itu pembahasan RUU,nyata arek iki utama yang marah ke MAKA tambah dengan kompor politis senayan beberapa sih baru engah bahwa RUU KUHP di itu UU yang akan pemakaian jika nanti sudah sah bukan keputusan MAKA barusan makane rek ojo gumun ojo mudah kompor awas itu bahas RUU,"It's clear that the main Arek Iki are angry at that, adding to the political stove Senayan, some are just puffing that the Criminal Code bill in that law will be used if it becomes legal later, not a decision ruling verdict, so just now, I'm eating a rek ojo gumun ojo, it's easy, the stove is careful, it's discussing the bill.",0.117,0.76,0.123,-0.1391,negative
4371,2017-12-16T13:25:11.000Z,Cc tanya prof kapan ya selesaikan RUU KUHP dulu alasannya ndak cukup waktu dan serahkan ke DPR Sekarang sdh mau berakhir koq ndak selesai juga Masa nunggu rakyat gugat terus ke MK? Curiga saya ini Mau lepas tangan lagi Hehe,cc tanya prof kapan ya selesai RUU KUHP dulu alas indak cukup waktu dan serah ke DPR sekarang sudah mau akhir kok indak selesai juga masa tunggu rakyat penggugatan terus ke MK ? curiga saya ini mau lepas tangan lagi hehe,"cc asked prof impatient delayed stalled, yes, finished the draft law of the Criminal Code, first, enough time and submitted it to the DPR, now it's about to end, how come the Indak has also finished the waiting period for the delayed stalling of the people, the lawsuit continues to go to the Constitutional Court? I suspect I'm about to let go again hehe",0.232,0.732,0.037,-0.886,negative
4375,2017-12-16T07:50:27.000Z,Kan udah ada di RUU ih,kan sudah ada di RUU ih,"It's already on the floor, right?",0.0,1.0,0.0,0.0,neutral
4376,2017-12-16T07:30:16.000Z,Reses Bersama FPKB DPR RI melalui,reses sama FPKB DPR RI lalu,Constituency Outreach Service Community Visit with FPKB DPR RI last time,0.0,0.826,0.174,0.2732,positive
4451,2017-12-08T02:25:03.000Z,Cth RUU pengaturan tempat peribadatan anggota DPR Wah masa tempat ibadat diatur atur Ini namanya intoleransi Gak boleh diatur atur padahal isinya tentang syarat dan kelayakan tempat ibadah Politisi modal headline,cth RUU pengaturan tempat ibadat anggota DPR wah masa tempat ibadat pengaturan pengaturan ini nama intoleransi tidak boleh pengaturan pengaturan padahal isi tentang syarat dan layak tempat ibadah politis modal headline,for example the bill on regulating places of worship for members of the DPR is ridiculous absurd nonsense sarcastic places of worship regulating this regulation in the name of intolerance is not allowed to regulate regulations even though the content is about requirements and appropriate places of worship political headline capital,0.122,0.765,0.112,-0.1531,negative
