no,timestamp,teks,teks_processed,sentiment,compound_score,dominant_topic,topic_probability
342,2016-11-30T09:22:44.000Z,pada rapat paripurna hari ini akan dilakukan pengganti akom sebagai ketua DPR RI setelah keputusan rapat MKD memberhentikan akom,pada rapat paripurna hari ini akan dilakukan pengganti akom sebagai ketua DPR RI setelah keputusan rapat MKD memberhentikan akom,negative,-0.7739,3,0.4690
346,2016-11-30T09:10:26.000Z,Rapat Paripurna ke DPR RI memberhentikan Dr Ade Komaruddin dr ketua DPR RI dan mengangkat Drs Setya Novanto mjd ketua DPR RI,rapat paripurna ke DPR RI memberhentikan dari adek komaruddin dari ketua DPR RI dan mengangkat drs setya novanto mjd ketua DPR RI,negative,-0.7125,2,0.8496
348,2016-11-30T09:06:58.000Z,Rapat Paripurna Ke DPR RI Masa Persidangan II Tahun at Ruang Sidang Paripurna Nusantara II pic,rapat paripurna ke DPR RI masa persidangan II tahun at ruang sidang paripurna nusantara II pic,negative,-0.6289,5,0.5942
349,2016-11-30T09:01:40.000Z,Rapat Paripurna DPR DPR RI ke slh a berisi agenda pergantian ketua DPR RI ifakta,rapat paripurna DPR DPR RI ke salah a berisi agenda pergantian ketua DPR RI ifakta,negative,-0.7125,1,0.4009
352,2016-11-30T07:18:03.000Z,Rapat Fraksi Partai GOLKAR sebelum Rapat Paripurna w araksa Golkar others at Ruang Rapat KK DPR RI,rapat fraksi partai GOLKAR sebelum rapat paripurna saya araksa golkar others at ruang rapat KAKAK DPR RI,negative,-0.6289,1,0.4776
355,2016-11-30T04:32:19.000Z,Kebijakan Pemerintah Soal WNA Dinilai Mengkhawatirkan csps policy,kebijakan pemerintah soal WNA dinilai mengkhawatirkan csps policy,negative,-0.2023,2,0.6097
356,2016-11-30T04:23:20.000Z,Kebijakan Pemerintah Soal WNA Dinilai Mengkhawatirkan republikaonline,kebijakan pemerintah soal WNA dinilai mengkhawatirkan republikaonline,negative,-0.2023,2,0.6099
381,2016-11-29T03:11:42.000Z,DPR Reklamasi Teluk Benoa harus lewat aspirasi rakyat Warta Ekonomi,DPR reklamasi teluk benoa harus lewat aspirasi rakyat warta ekonomi,negative,-0.7783,5,0.5048
383,2016-11-29T02:17:47.000Z,Wakil Ketua Komisi IX DPR Ermalena Komisi IX Kecewa Pemerintah Belum Siapkan DIM RUU PPLIN,wakil ketua komisi IX DPR ermalena komisi IX kecewa pemerintah belum siapkan DIM RUU PPLIN,negative,-0.5160,1,0.6091
387,2016-11-28T07:06:01.000Z,SINGAPARNA KAPOL Angka kekerasan terhadap perempuan di Kabupaten Tasikmalaya cenderung meningkat dari tahun,SINGAPARNA KAPOL angka kekerasan terhadap perempuan di kabupaten tasikmalaya cenderung meningkat dari tahun,negative,-0.3680,2,0.3044
391,2016-11-28T02:27:56.000Z,Pengamat Wacana Penggantian Ketua DPR Sarat Kepentingan,pengamat wacana penggantian ketua DPR sarat kepentingan,negative,-0.5267,2,0.7824
394,2016-11-28T01:12:32.000Z,Topik Dadang Rusdiana anggota komisi X DPR RI kalau misal kita ini membuat kebijakan otonomi pendidikan ya tidak apa apa,topik dadang rusdiana anggota komisi kali DPR RI jika misal kita ini membuat kebijakan otonomi pendidikan ya tidak apa apa,negative,-0.6369,4,0.5637
405,2016-11-25T10:51:01.000Z,Komisi VIII DPR RI Terima Masukan Terkait RUU CSR,komisi VII DPR RI terima masukan terkait RUU CSR,negative,-0.3680,1,0.7701
406,2016-11-25T10:50:37.000Z,FOLLOWME Shoutout Komisi VIII DPR RI Terima Masukan Terkait RUU CSR TEAMFOLLOWBACK,FOLLOWME shoutout komisi VII DPR RI terima masukan terkait RUU CSR TEAMFOLLOWBACK,negative,-0.3680,4,0.4696
410,2016-11-25T09:16:10.000Z,Reses Komisi VII DPR RI Keluhan Pemadaman Listrik Sumut Masih Tinggi,reses komisi VII DPR RI keluhan pemadaman listrik sumut masih tinggi,negative,-0.2808,4,0.6289
416,2016-11-24T11:58:03.000Z,mngkin hrs punya komisi khusus induk tuk para ulama agamawan jd semua kebijakan hrs ada persetujuan dr komisi ini cc,mungkin harus punya komisi khusus induk untuk para ulama agamawan jadi semua kebijakan harus ada persetujuan dari komisi ini cc,negative,-0.6915,1,0.4549
421,2016-11-24T02:22:59.000Z,RUANG LINGKUP TUGAS KOMISI I DPR RI Sesuai dengan Keputusan Rapat Paripurna DPR RI tanggal November ruang,RUANG LINGKUP TUGAS KOMISI i DPR RI sesuai dengan keputusan rapat paripurna DPR RI tanggal november ruang,negative,-0.8986,3,0.4705
425,2016-11-24T01:07:46.000Z,pimpinan Pansus adapun komposisi Pimpinan Pansus RUU tentang Penyelenggaraan Pemilu DPR RI antara lain DPDRI,pimpinan pansus adapun komposisi pimpinan pansus RUU tentang penyelenggaraan pemilu DPR RI antara lain DPDRI,negative,-0.6289,4,0.8061
427,2016-11-23T17:14:55.000Z,RAPAT PARIPURNA DEWAN PERWAKILAN RAKYAT KOTA BANDAR LAMPUNG,RAPAT PARIPURNA DEWAN PERWAKILAN RAKYAT KOTA BANDAR LAMPUNG,negative,-0.7184,5,0.7168
430,2016-11-23T13:56:17.000Z,Niat Memperjuangkan Aspirasi Rakyat Mengantar Bambang Soesatyo ke Senayan Parlemen BambangSoesatyo MO Golkar,niat memperjuangkan aspirasi rakyat mengantar bambang soesatyo ke senayan parlemen bambangsoesatyo MAU golkar,negative,-0.3818,3,0.8332
435,2016-11-23T09:17:29.000Z,BKD Terima Masukan IPC Terkait RUU Migas,BKD terima masukan IPC terkait RUU migas,negative,-0.3680,1,0.5680
448,2016-11-22T07:19:49.000Z,Komisi X DPR Rapat Panja RUU Kebudayaan terkait pembahasan DIM RUU tentang Kebudayaan DPRLive,komisi kali DPR rapat panja RUU kebudayaan terkait pembahasan DIM RUU tentang kebudayaan dprlive,negative,-0.5160,1,0.4980
452,2016-11-22T04:40:14.000Z,Komisi II DPR RI raker dengan Menteri Agraria Tata Ruang Kepala BPN membahas RUU Pertanahan tata ruang kasus kasus pertanahan DPRLive,komisi II DPR RI raker dengan menteri agraria tata ruang kepala BPN membahas RUU pertanahan tata ruang kasus kasus pertanahan dprlive,negative,-0.5160,1,0.5360
459,2016-11-22T00:16:11.000Z,Ini anggota DPR baca UU gak ya? Apakah unjuk rasa itu hak absolut tanpa batas?,ini anggota DPR baca UU tidak ya ? apakah unjuk rasa itu hak absolut tanpa batas ?,negative,-0.7339,2,0.4310
460,2016-11-21T15:33:09.000Z,DPR RI rapat paripurna bahas aksi demo anti ahok via,DPR RI rapat paripurna bahas aksi demo anti ahok via,negative,-0.2437,4,0.3599
462,2016-11-21T09:41:18.000Z,Dlm Rapat Paripurna DPR RI tgl Feb RUU PPHMA msk dlm Polegnas tp tdk msk dlm daftar Prioritas RUUMasyarakatAdat,dalam rapat paripurna DPR RI tanggal feb RUU PPHMA masuk dalam polegnas tetapi tidak masuk dalam daftar prioritas ruumasyarakatadat,negative,-0.8976,4,0.4556
472,2016-11-19T10:49:19.000Z,Reaksi Mbah Mijan Terkait Pengesahan UU Santet lewat,reaksi mbah mijan terkait pengesahan UU santet lewat,negative,-0.6369,3,0.4522
478,2016-11-18T09:04:16.000Z,Okky RUU Pertembakauan Harus Masukkan Bab Kesehatan Hingga saat ini pimpinan DPR RI masih belum mengesahkan,okky RUU pertembakauan harus masukkan bab kesehatan hingga saat ini pimpinan DPR RI masih belum mengesahkan,negative,-0.9068,1,0.6305
490,2016-11-18T02:32:05.000Z,Anggota DPR usul RUU Konsultan Pajak Bandar Lampung Lampung,anggota DPR usul RUU konsultan pajak bandar lampung lampung,negative,-0.7125,5,0.7534
491,2016-11-18T02:20:02.000Z,Anggota DPR Usulkan RUU Konsultan Pajak Warta Ekonomi,anggota DPR usulkan RUU konsultan pajak warta ekonomi,negative,-0.6289,5,0.3548
495,2016-11-17T22:01:30.000Z,Alasan yg selalu disampaikan krn wakil rakyat shg cari aspirasi Kemudian apa gunanya ada pembagian waktu reses tersendiri,alasan yang selalu disampaikan karena wakil rakyat shg cari aspirasi kemudian apa gunanya ada pembagian waktu reses tersendiri,negative,-0.5267,5,0.7156
498,2016-11-17T11:59:56.000Z,pak pak urusin tuch Undang Undang dan daftar hadir anggota DPR jangan sibuk urusin orang anda sendiri sudah Becus blm,pak pak urus tuh undang undang dan daftar hadir anggota DPR jangan sibuk urus orang anda sendiri sudah becus belum,negative,-0.7156,6,0.3550
503,2016-11-17T09:06:39.000Z,JadwalSenator nov wib sd selesai Rapat Penyusunan Prolegnas RUU Prioritas Tahun di Ruang Baleg,jadwalsenator nov wib sd selesai rapat penyusunan prolegnas RUU prioritas tahun di ruang baleg,negative,-0.2023,1,0.8338
512,2016-11-17T04:32:20.000Z,Lhah kan ono koe sebagai wakil rakyat njuk gunamu opo? Gawe undang undang?,lhah kan sono koe sebagai wakil rakyat njuk gunamu opo ? gawe undang undang ?,negative,-0.5803,2,0.6675
513,2016-11-17T04:19:33.000Z,Ahok Tersangka Pimpinan DPR Masyarakat Harus Awasi Proses Selanjutnya,ahok tersangka pimpinan DPR masyarakat harus awasi proses selanjutnya,negative,-0.7319,3,0.2781
517,2016-11-17T02:21:09.000Z,Ketua DPR Ade Komarudin Tegaskan RUU Pemilu Harus Selesai April,ketua DPR adek komarudin tegaskan RUU pemilu harus selesai april,negative,-0.5160,3,0.5551
521,2016-11-16T22:30:50.000Z,Anggota Komisi VII Rev UU Migas atas Inisiatif Bkn dari Pemerintah,anggota komisi VII rev UU migas atas inisiatif bukan dari pemerintah,negative,-0.6289,1,0.7671
523,2016-11-16T13:54:33.000Z,Pemerintah dan DPR RI sepakat menetapkan batas waktu penyelesaian pembahasan Revisi Undang undang Pemilu RUU,pemerintah dan DPR RI sepakat menetapkan batas waktu penyelesaian pembahasan revisi undang undang pemilu RUU,negative,-0.2247,3,0.8661
534,2016-11-16T07:56:21.000Z,Sekjen DPP PKB menerima petani tembakau yg unjuk rasa di gedung DPR menuntut disahkannya RUU,sekjen DPP PKB menerima petani tembakau yang unjuk rasa di gedung DPR menuntut disahkannya RUU,negative,-0.7739,4,0.8823
535,2016-11-16T07:56:13.000Z,Sekjen DPP PKB menerima petani tembakau yg unjuk rasa di gedung DPR menuntut disahkannya RUU Pertembakauan,sekjen DPP PKB menerima petani tembakau yang unjuk rasa di gedung DPR menuntut disahkannya RUU pertembakauan,negative,-0.7739,4,0.8926
538,2016-11-16T06:05:41.000Z,Wakil Ketua DPR menggelar Konferensi Pers terkait dengan RUU Pertembakauan DPRLive,wakil ketua DPR menggelar konferensi pers terkait dengan RUU pertembakauan dprlive,negative,-0.3680,1,0.4246
557,2016-11-14T15:55:39.000Z,Anggota DPR Tidak Yakin Trump Terapkan Kebijakan Proteksi Ekonomi,anggota DPR tidak yakin trump terapkan kebijakan proteksi ekonomi,negative,-0.8306,2,0.6149
558,2016-11-14T15:53:46.000Z,Pemerintah Harus Gerak Cepat Berantas Terorisme,pemerintah harus gerak cepat berantas terorisme,negative,-0.6808,5,0.3307
559,2016-11-14T11:56:06.000Z,Koran Sindo Jatim Nov DPR Desak Kebijakan Bebas Visa Ditinjau,koran sindo jatim nov DPR desak kebijakan bebas visa ditinjau,negative,-0.6641,1,0.3784
564,2016-11-14T05:16:03.000Z,AksiDamaiNopember Reses anggota MS II tahun Sidang bang kumpulkan kepala desa se k,aksidamainopember reses anggota MASIH II tahun sidang bang kumpulkan kepala desa se ke,negative,-0.2808,4,0.4836
565,2016-11-14T04:54:33.000Z,Reses anggota MS II tahun Sidang bang kumpulkan kepala desa se kabupaten Sumbawa dorong desa mandiri,reses anggota MASIH II tahun sidang bang kumpulkan kepala desa se kabupaten sumbawa dorong desa mandiri,negative,-0.5267,4,0.5337
571,2016-11-12T15:23:08.000Z,Kunjungan Komisi IV DPR ke Balai Karantina Pertanian Denpasar juga untuk minta masukan atas RUU Karantina Hewan Ikan Tumbuhan KunkerDPR,kunjungan komisi IV DPR ke balai karantina pertanian denpasar juga untuk meminta masukan atas RUU karantina hewan ikan tumbuhan kunkerdpr,negative,-0.5160,4,0.5593
574,2016-11-11T02:11:30.000Z,Pmberian Makann Gizi utk Balita di Kedungkris Nglipar GK reses,pmberian makann gizi untuk balita di kedungkris nglipar TIDAK reses,negative,-0.7184,4,0.4972
580,2016-11-09T14:42:57.000Z,Memang ada ya undang undang ini ?? Memangnya anggota dpr bersifat maksum ya seperti nabi? Maaf sy org bodoh Klo sperti itu sy tdk setuju,memang ada ya undang undang ini ? ? memangnya anggota dpr bersifat maksum ya seperti nabi ? maaf saya orang bodoh jika seperti itu saya tidak setuju,negative,-0.7215,2,0.6485
581,2016-11-09T13:35:16.000Z,PDIP pernah kerahkan anggota DPR dan Kada demo kebijakan SBY terkait BBM Seingatku gak dituduh makar,PDIP pernah kerahkan anggota DPR dan kada demo kebijakan SURABAYA terkait BBM seingatku tidak dituduh makar,negative,-0.9297,2,0.5749
583,2016-11-09T08:28:55.000Z,Reses DPR RI Harus Lapor ke Fraksi Golkar Daerah,reses DPR RI harus lapor ke fraksi golkar daerah,negative,-0.7739,3,0.5466
588,2016-11-08T15:12:24.000Z,UU no yg direvisi jd UU no ttg MD mengatur waktu masa sidang reses pasal ayat ResesPKB,UU no yang direvisi jadi UU no tentang MD mengatur waktu masa sidang reses pasal ayat resespkb,negative,-0.4436,3,0.2909
589,2016-11-08T14:55:39.000Z,kegiatan Reses oleh Anggota DPR RI menjadi momen tk lebih dekat dg konstituen menjaga komunikasi menyerap aspirasi ResesPKB,kegiatan reses oleh anggota DPR RI menjadi momen tak lebih dekat dengan konstituen menjaga komunikasi menyerap aspirasi resespkb,negative,-0.4559,4,0.5917
592,2016-11-08T12:08:30.000Z,Wakil Ketua Komisi IV DPR RI Siti Hediati atau Titiek Soeharto menyayangkan kebijakan pemerintah yang impor cangkul dari Tiongkok,wakil ketua komisi IV DPR RI siti hediati atau titiek soeharto menyayangkan kebijakan pemerintah yang impor cangkul dari tiongkok,negative,-0.7125,2,0.6137
597,2016-11-08T09:19:39.000Z,Kepala Badan Keahlian DPR RI Johnson Rajagukguk memberikan materi proses pembentukan undang undang kepada Peserta Parlemen Remaja Parja,kepala badan keahlian DPR RI johnson rajagukguk memberikan materi proses pembentukan undang undang kepada peserta parlemen remaja parja,negative,-0.6369,3,0.4448
601,2016-11-07T17:53:48.000Z,Mereka wakil rakyat kudu wajib menyerap aspirasi rakyat emangnya ente yg nonton lwt Tv doang!!!!,mereka wakil rakyat kudu wajib menyerap aspirasi rakyat memangnya ente yang menonton lewat tv doang ! !,negative,-0.4530,3,0.6884
602,2016-11-07T17:40:11.000Z,NasDem Fahri Hamzah dan Fadli Zon Mencoreng Muka DPR! Mahkamah Kehormatan Dewan harus memanggil dua pimpinan DPR,nasdem fahri hamzah dan fadli zon mencoreng muka DPR ! mahkamah kehormatan dewan harus memanggil dua pimpinan DPR,negative,-0.7959,3,0.3527
603,2016-11-07T16:28:23.000Z,dikata RDP di bareskrim apa nih anggota DPR? lg reses apa pegimana?,dikata RDP di bareskrim apa ini anggota DPR ? lagi reses apa pegimana ?,negative,-0.5803,1,0.3549
604,2016-11-07T13:51:40.000Z,Malam! Kali ini Podium membahas tentang Perppu Kebiri yang disahkan DPR RI menjadi Undang Undang pada Oktober lalu,malam ! kali ini podium membahas tentang perppu kebiri yang disahkan DPR RI menjadi undang undang pada oktober lalu,negative,-0.6696,3,0.3949
612,2016-11-07T09:04:48.000Z,Masa reses mendekatkan wakil rakyat dg rakyatnya Kegiatan Reses pak Abdul Latif Dapil Kal Selatan PKBmembelaRakyat,masa reses mendekatkan wakil rakyat dengan rakyatnya kegiatan reses pak abdul latif dapil kal selatan pkbmembelarakyat,negative,-0.2023,5,0.4646
616,2016-11-06T11:40:02.000Z,Fadli Zon Sebut Kerusuhan Dipicu Sikap Jokowi yang Tidak Temui Pedemo,fadli zon sebut kerusuhan dipicu sikap jokowi yang tidak temui pedemo,negative,-0.8555,5,0.4809
621,2016-11-05T15:22:38.000Z,wakil rakyat yg gagal menyampaikan aspirasi rakyat heuheu,wakil rakyat yang gagal menyampaikan aspirasi rakyat heuheu,negative,-0.3818,5,0.7228
622,2016-11-04T15:34:21.000Z,Ini seperti lagunya Ebiet G Ade dalam kekalutan masih saja ada tangan yg tega berbuat nista hohohooo,ini seperti lagunya ebiet tidak adek dalam kekalutan masih saja ada tangan yang tega berbuat nista hohohoo,negative,-0.9755,2,0.7528
624,2016-11-05T11:11:15.000Z,Patut disayangkan ada anggota yg turut demo pd hal lembaganya harusnya bisa menyuarakan aspirasi rakyat Bukti dah mati,patut disayangkan ada anggota yang turut demo pada hal lembaganya harusnya bisa menyuarakan aspirasi rakyat bukti deh mati,negative,-0.6641,2,0.5859
626,2016-11-05T07:26:13.000Z,Wakil rakyat yg menyuarakan aspirasi rakyat malah di fitnah macam klu bukan tolol apa ?,wakil rakyat yang menyuarakan aspirasi rakyat malah di fitnah macam jika bukan tolol apa ?,negative,-0.3485,5,0.7763
628,2016-11-05T02:58:43.000Z,Yg hrs temui Rakyat itu Wakil Rakyat spy bisa serap Aspirasi Rakyat sbg bahan RDP dgn Pemerintah Demo krn Aspirasi macet,yang harus temui rakyat itu wakil rakyat supaya bisa serap aspirasi rakyat sebagai bahan RDP dengan pemerintah demo karena aspirasi macet,negative,-0.9472,5,0.7692
633,2016-11-04T18:30:13.000Z,Anggota DPR RI itu memperjuangkan aspirasi rakyat ya di Parlemen bukan turun ke jalan LK!! ContohDonkMoh HusniThamrin,anggota DPR RI itu memperjuangkan aspirasi rakyat ya di parlemen bukan turun ke jalan LK ! ! contohdonkmoh husnithamrin,negative,-0.8364,3,0.4011
635,2016-11-04T16:23:07.000Z,kalau merasa wakil rakyat harusnya dpr ri lebih dulu mengeluarkan kebijakan jgn nunggu demo,jika merasa wakil rakyat harusnya dpr ri lebih dulu mengeluarkan kebijakan jangan menunggu demo,negative,-0.3063,5,0.3551
637,2016-11-04T16:05:16.000Z,Tapi kinerja DPR RI yg bapak pimpin kurang pengawasan alias ga sesuai target Banyak RUU yg blm final,tetapi kinerja DPR RI yang bapak pimpin kurang pengawasan alias tidak sesuai target banyak RUU yang belum final,negative,-0.9693,5,0.5943
638,2016-11-04T11:58:45.000Z,Salah satu fungsi adalah pengawasan Saya ikut mengawasi proses penegakan hukum tanpa pandang bulu Jumat,salah satu fungsi adalah pengawasan saya ikut mengawasi proses penegakan hukum tanpa pandang bulu jumat,negative,-0.8122,6,0.4165
639,2016-11-04T15:52:43.000Z,Wakil dewan perwakilan rakyat ikut demo?? Lhaa yang nampung aspirasi rakyat kan DPR ya klo ga salah?? __,wakil dewan perwakilan rakyat ikut demo ? ? lhaa yang nampung aspirasi rakyat kan DPR ya jika tidak salah ? ? __,negative,-0.8037,5,0.5709
640,2016-11-04T15:13:17.000Z,itu nawarin nginep d DPR tp kan lg reses knp ga dtawarin nginep d rumah anggota DPR aja di Hambalang jg bisa nginep sama kuda,itu menawari nginep di DPR tetapi kan lagi reses kenapa tidak dtawarin nginep di rumah anggota DPR saja di hambalang juga bisa nginep sama kuda,negative,-0.9186,2,0.3925
642,2016-11-04T13:05:21.000Z,setuju Wakil rakyat harus menyampaikan aspirasi rakyat,setuju wakil rakyat harus menyampaikan aspirasi rakyat,negative,-0.6808,5,0.7039
643,2016-11-04T10:08:27.000Z,Memalukan! dua politisi ini ga pantes jd anggota DPR krn ga fhm dg tugasnya yg hrsnya menyalurkan aspirasi rakyat bkn dg cr demo,memalukan ! dua politisi ini tidak pantas jadi anggota DPR karena tidak fhm dengan tugasnya yang harusnya menyalurkan aspirasi rakyat bukan dengan cara demo,negative,-0.9423,5,0.6311
646,2016-11-04T06:39:20.000Z,Wakil Rakyat wajib dengar aspirasi Rakyat menjamu Rakyat di Gedung DPR sbg bahan RDP dgn Pemerintah,wakil rakyat wajib dengar aspirasi rakyat menjamu rakyat di gedung DPR sebagai bahan RDP dengan pemerintah,negative,-0.7783,5,0.3924
648,2016-11-04T04:24:05.000Z,berarti wakil rakyat sudah GAGAL!! Menyerap aspirasi rakyat,berarti wakil rakyat sudah GAGAL ! ! menyerap aspirasi rakyat,negative,-0.3365,4,0.4711
649,2016-11-04T03:39:49.000Z,katanya utk mewakili aspirasi rakyat apakah utk juta rakyat Indonesia ?,katanya untuk mewakili aspirasi rakyat apakah untuk juta rakyat indonesia ?,negative,-0.3818,2,0.7908
650,2016-11-04T02:48:07.000Z,tapi harus pandai menyerap dan menyalurkan aspirasi rakyat scr konstitusional bukan koar di medsos dan dijln,tetapi harus pandai menyerap dan menyalurkan aspirasi rakyat secara konstitusional bukan koar di medsos dan dijln,negative,-0.7603,5,0.7783
656,2016-11-03T12:26:32.000Z,wakil rakyat sudah tidak lagi bisa bawa aspirasi rakyat akhirnya malah ikut demokrasi jalanan meninggalkan lembaga resminya DPR,wakil rakyat sudah tidak lagi bisa bawa aspirasi rakyat akhirnya malah ikut demokrasi jalanan meninggalkan lembaga resminya DPR,negative,-0.9430,5,0.8338
659,2016-11-03T10:10:37.000Z,Hentikan budaya menyalahkan korban dukung pengesahan RUU Penghapusan kekerasan seksual MulaiBicara GerakBersama,hentikan budaya menyalahkan korban dukung pengesahan RUU penghapusan kekerasan seksual mulaibicara gerakbersama,negative,-0.4871,5,0.3818
660,2016-11-03T09:50:46.000Z,Wakil Ketua DPR Agus Hermanto Sikap Pemerintah Belum Jelas Dalam RUU Pemilu,wakil ketua DPR agus hermanto sikap pemerintah belum jelas dalam RUU pemilu,negative,-0.4054,2,0.3042
665,2016-11-02T12:32:54.000Z,Test urin oleh BNNK Sleman bagi anggota DPRD petang tadi mengejutkan sejumlah wakil rakyat karena dilakukan mendadak pasca rapat paripurna,test urin oleh BNNK sleman bagi anggota DPRD petang tadi mengejutkan sejumlah wakil rakyat karena dilakukan mendadak pasca rapat paripurna,negative,-0.2023,2,0.7373
