no,timestamp,teks,teks_processed,sentiment,compound_score,tokens_lda,teks_lda_clean
204,2016-12-14T04:09:03.000Z,Pansus RUU Pemberantasan Tindak Pidana Terorisme Rapat Kerja dengan Menteri Hukum dan HAM terkait penyerahan DIM RUU DPRLive,pansus RUU pemberantasan tindak pidana terorisme rapat kerja dengan menteri hukum dan HAM terkait penyerahan DIM RUU dprlive,negative,-0.6739,"['pansus', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'kerja', 'menteri', 'hukum', 'ham', 'terkait', 'penyerahan', 'dim', 'dprlive']",pansus pemberantasan tindak pidana terorisme kerja menteri hukum ham terkait penyerahan dim dprlive
206,2016-12-14T03:28:10.000Z,Agenda Raker penyerahan DIM RUU ttg Pemberantasan Tindak Pidana Terorisme dan pengesahan keanggotaan Panja RUU dimaksud,agenda raker penyerahan DIM RUU tentang pemberantasan tindak pidana terorisme dan pengesahan keanggotaan panja RUU dimaksud,negative,-0.4466,"['agenda', 'raker', 'penyerahan', 'dim', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'pengesahan', 'keanggotaan', 'panja']",agenda raker penyerahan dim pemberantasan tindak pidana terorisme pengesahan keanggotaan panja
207,2016-12-14T03:00:20.000Z,Ketua Pansus RUU Penyelenggaraan Pemilu Lukman Edy Hak Pilih TNI Kemajuan Demokrasi Indonesia,ketua pansus RUU penyelenggaraan pemilu lukman edy hak pilih TNI kemajuan demokrasi indonesia,negative,-0.2247,"['ketua', 'pansus', 'penyelenggaraan', 'pemilu', 'lukman', 'edy', 'hak', 'pilih', 'tni', 'kemajuan', 'demokrasi', 'indonesia']",ketua pansus penyelenggaraan pemilu lukman edy hak pilih tni kemajuan demokrasi indonesia
213,2016-12-13T11:25:47.000Z,bijak banget tulisan anda beda dng wakil rakyat yg nyinyir abiesss penampilan tdk menjamin kebijakan seseorang,bijak banget tulisan anda beda dengan wakil rakyat yang nyinyir abiess penampilan tidak menjamin kebijakan seseorang,negative,-0.5999,"['bijak', 'banget', 'tulisan', 'beda', 'wakil', 'rakyat', 'nyinyir', 'abiess', 'penampilan', 'menjamin', 'kebijakan']",bijak banget tulisan beda wakil rakyat nyinyir abiess penampilan menjamin kebijakan
214,2016-12-13T09:50:25.000Z,Setya Novanto Diperiksa KPK Rapat Paripurna DPR RI Ditunda,setya novanto diperiksa KPK rapat paripurna DPR RI ditunda,negative,-0.4466,"['setya', 'novanto', 'diperiksa', 'kpk', 'ditunda']",setya novanto diperiksa kpk ditunda
223,2016-12-12T14:05:34.000Z,Komisi IV DPR menggali masukan terkait penyusunana RUU Budi Daya Tanaman di Universitas Sumatera Utara Jumat KunkerDPR,komisi IV DPR menggali masukan terkait penyusunana RUU budi daya tanaman di universitas sumatera utara jumat kunkerdpr,negative,-0.6289,"['komisi', 'menggali', 'masukan', 'terkait', 'penyusunana', 'budi', 'daya', 'tanaman', 'universitas', 'sumatera', 'utara', 'jumat', 'kunkerdpr']",komisi menggali masukan terkait penyusunana budi daya tanaman universitas sumatera utara jumat kunkerdpr
234,2016-12-11T01:33:23.000Z,miris wakil rakyat ngurusin hal cemen mestinya urus RUU yg banyak terbengkalai,miris wakil rakyat mengurusi hal cemen mestinya urus RUU yang banyak terbengkalai,negative,-0.3818,"['miris', 'wakil', 'rakyat', 'mengurusi', 'cemen', 'mestinya', 'urus', 'terbengkalai']",miris wakil rakyat mengurusi cemen mestinya urus terbengkalai
239,2016-12-10T07:54:28.000Z,Draft RUU Penghapusan Kekerasan thd Perempuan bs diakses di web n jgn lupa dukung petisinya,draft RUU penghapusan kekerasan thd perempuan bisa diakses di web n jangan lupa dukung petisinya,negative,-0.6668,"['draft', 'penghapusan', 'kekerasan', 'thd', 'perempuan', 'diakses', 'web', 'lupa', 'dukung', 'petisinya']",draft penghapusan kekerasan thd perempuan diakses web lupa dukung petisinya
248,2016-12-09T09:56:53.000Z,DPR RI komoditas minyak sawit menempati posisi kedua penyumbang devisa terbesar Indonesia maka harus dilindungi,DPR RI komoditas minyak sawit menempati posisi kedua penyumbang devisa terbesar indonesia maka harus dilindungi,negative,-0.8146,"['komoditas', 'minyak', 'sawit', 'menempati', 'posisi', 'penyumbang', 'devisa', 'terbesar', 'indonesia', 'dilindungi']",komoditas minyak sawit menempati posisi penyumbang devisa terbesar indonesia dilindungi
250,2016-12-09T04:38:41.000Z,Komisi IV DPR menyerap masukan terkait RUU Sistem Budi Daya Tanaman di Universitas Brawijaya Malang Jumat KunkerDPR,komisi IV DPR menyerap masukan terkait RUU sistem budi daya tanaman di universitas brawijaya malang jumat kunkerdpr,negative,-0.8788,"['komisi', 'menyerap', 'masukan', 'terkait', 'sistem', 'budi', 'daya', 'tanaman', 'universitas', 'brawijaya', 'malang', 'jumat', 'kunkerdpr']",komisi menyerap masukan terkait sistem budi daya tanaman universitas brawijaya malang jumat kunkerdpr
254,2016-12-09T02:22:51.000Z,DPR Terkini Anggota Pansus RUU Penyelenggaraan Pemilu Totok Daryanto Norma Dasar Pemilu Tidak Perlu Diubah,DPR terkini anggota pansus RUU penyelenggaraan pemilu totok daryanto norma dasar pemilu tidak perlu diubah,negative,-0.5837,"['terkini', 'pansus', 'penyelenggaraan', 'pemilu', 'totok', 'daryanto', 'norma', 'dasar', 'pemilu', 'diubah']",terkini pansus penyelenggaraan pemilu totok daryanto norma dasar pemilu diubah
261,2016-12-08T06:36:08.000Z,PENDIDIKAN JAKARTA PR Wakil Ketua Komisi X DPR RI Abdul Fikri Faqih menilai pemerintah tidak kompak dalam penentuan kebijakan terkai,PENDIDIKAN JAKARTA PR wakil ketua komisi kali DPR RI abdul fikri faqih menilai pemerintah tidak kompak dalam penentuan kebijakan terkai,negative,-0.9522,"['pendidikan', 'jakarta', 'wakil', 'ketua', 'komisi', 'kali', 'abdul', 'fikri', 'faqih', 'menilai', 'pemerintah', 'kompak', 'penentuan', 'kebijakan', 'terkai']",pendidikan jakarta wakil ketua komisi kali abdul fikri faqih menilai pemerintah kompak penentuan kebijakan terkai
264,2016-12-08T04:53:31.000Z,Anggota Pansus RUU Penyelenggaraan Pemilu Totok Daryanto Norma Dasar Pemilu Tidak Perlu Diubah,anggota pansus RUU penyelenggaraan pemilu totok daryanto norma dasar pemilu tidak perlu diubah,negative,-0.8011,"['pansus', 'penyelenggaraan', 'pemilu', 'totok', 'daryanto', 'norma', 'dasar', 'pemilu', 'diubah']",pansus penyelenggaraan pemilu totok daryanto norma dasar pemilu diubah
271,2016-12-07T04:25:00.000Z,DKPP menyampaikan masukan terkait dengan revisi UU Penyelenggaraan Pemilu pada Pansus RUU Penyelenggaran Pemilu DPR RI DPRLive,DKPP menyampaikan masukan terkait dengan revisi UU penyelenggaraan pemilu pada pansus RUU penyelenggaran pemilu DPR RI dprlive,negative,-0.6289,"['dkpp', 'masukan', 'terkait', 'revisi', 'penyelenggaraan', 'pemilu', 'pansus', 'penyelenggaran', 'pemilu', 'dprlive']",dkpp masukan terkait revisi penyelenggaraan pemilu pansus penyelenggaran pemilu dprlive
273,2016-12-07T04:11:10.000Z,Pansus RUU Penyelenggaraan Pemilu Rapat Kerja dengan KPU Bawaslu dan DKPP terkait revisi UU Penyelenggarana Pemilu DPRLive,pansus RUU penyelenggaraan pemilu rapat kerja dengan KPU bawaslu dan DKPP terkait revisi UU penyelenggarana pemilu dprlive,negative,-0.368,"['pansus', 'penyelenggaraan', 'pemilu', 'kerja', 'kpu', 'bawaslu', 'dkpp', 'terkait', 'revisi', 'penyelenggarana', 'pemilu', 'dprlive']",pansus penyelenggaraan pemilu kerja kpu bawaslu dkpp terkait revisi penyelenggarana pemilu dprlive
274,2016-12-07T04:06:58.000Z,Penyerahan NA dan RUU SahkanRevisiUUASN dan surat pengusul kpd Pimpinan DPR RI utk penjadwalan di Paripurna sbg in,penyerahan NYA dan RUU sahkanrevisiuuasn dan surat pengusul kepada pimpinan DPR RI untuk penjadwalan di paripurna sebagai ini,negative,-0.6289,"['penyerahan', 'sahkanrevisiuuasn', 'surat', 'pengusul', 'pimpinan', 'penjadwalan']",penyerahan sahkanrevisiuuasn surat pengusul pimpinan penjadwalan
276,2016-12-07T03:17:29.000Z,Sebagai sy WAJIB NGOCEH Kalau Wakil Rakyat Diam apa kata Dunia?,sebagai saya WAJIB MENGOCEH jika wakil rakyat diam apa kata dunia ?,negative,-0.7125,"['wajib', 'mengoceh', 'wakil', 'rakyat', 'diam', 'dunia']",wajib mengoceh wakil rakyat diam dunia
281,2016-12-07T00:15:21.000Z,Mendoakan DPR memutuskan SahkanRevisiUUASN pd Sidang Paripurna Des sbg RUU Inisiatif DPR,mendoakan DPR memutuskan sahkanrevisiuuasn pada sidang paripurna des sebagai RUU inisiatif DPR,negative,-0.6289,"['mendoakan', 'memutuskan', 'sahkanrevisiuuasn', 'sidang', 'des', 'inisiatif']",mendoakan memutuskan sahkanrevisiuuasn sidang des inisiatif
282,2016-12-07T00:13:01.000Z,Meminta DPR memutuskan SahkanRevisiUUASN pd Sidang Paripurna Des sbg RUU Inisiatif DPR,meminta DPR memutuskan sahkanrevisiuuasn pada sidang paripurna des sebagai RUU inisiatif DPR,negative,-0.516,"['memutuskan', 'sahkanrevisiuuasn', 'sidang', 'des', 'inisiatif']",memutuskan sahkanrevisiuuasn sidang des inisiatif
283,2016-12-06T21:19:59.000Z,Penyerahan NA dan RUU Sahkan Revisi UUASN dan Surat usulan penjadwalan di Paripurna sebagai inisiatif DPR RI,penyerahan NYA dan RUU sahkan revisi UUASN dan surat usulan penjadwalan di paripurna sebagai inisiatif DPR RI,negative,-0.6289,"['penyerahan', 'sahkan', 'revisi', 'uuasn', 'surat', 'usulan', 'penjadwalan', 'inisiatif']",penyerahan sahkan revisi uuasn surat usulan penjadwalan inisiatif
286,2016-12-06T13:38:57.000Z,Dukungan masyarakat terhadap RUU Pendidikan Madrasah pon Pesantren sangat dibutuhkan sbg dorongan bg DPR RI utk memulai pembahasan RUU,dukungan masyarakat terhadap RUU pendidikan madrasah pon pesantren sangat dibutuhkan sebagai dorongan bang DPR RI untuk memulai pembahasan RUU,negative,-0.6138,"['dukungan', 'masyarakat', 'pendidikan', 'madrasah', 'pon', 'pesantren', 'dibutuhkan', 'dorongan', 'bang', 'pembahasan']",dukungan masyarakat pendidikan madrasah pon pesantren dibutuhkan dorongan bang pembahasan
287,2016-12-06T12:26:54.000Z,Sidang Paripurna I RUU Revisi UU ASN mendesak utk digelar di akhir masa sidang SahkanRevisiUUASN,sidang paripurna i RUU revisi UU ASN mendesak untuk digelar di akhir masa sidang sahkanrevisiuuasn,negative,-0.7125,"['sidang', 'revisi', 'asn', 'mendesak', 'digelar', 'sidang', 'sahkanrevisiuuasn']",sidang revisi asn mendesak digelar sidang sahkanrevisiuuasn
292,2016-12-06T09:15:57.000Z,Penyerahan NA dan RUU SahkanRevisiUUASN dan surat pengusul kpd Pimpinan DPR RI utk penjadwalan di Paripurna sbg inisiatif DPR Selasa,penyerahan NYA dan RUU sahkanrevisiuuasn dan surat pengusul kepada pimpinan DPR RI untuk penjadwalan di paripurna sebagai inisiatif DPR selasa,negative,-0.6289,"['penyerahan', 'sahkanrevisiuuasn', 'surat', 'pengusul', 'pimpinan', 'penjadwalan', 'inisiatif', 'selasa']",penyerahan sahkanrevisiuuasn surat pengusul pimpinan penjadwalan inisiatif selasa
298,2016-12-06T03:48:00.000Z,Smga pengesahan Revisi di Paripurna nanti tak berubah arah Aamiin SahkanRevisiUUASN,semoga pengesahan revisi di paripurna nanti tak berubah arah amin sahkanrevisiuuasn,negative,-0.6331,"['semoga', 'pengesahan', 'revisi', 'berubah', 'arah', 'amin', 'sahkanrevisiuuasn']",semoga pengesahan revisi berubah arah amin sahkanrevisiuuasn
299,2016-12-06T03:41:40.000Z,Perjalanan pembahasan masih cukup panjang hingga final pengesahan SahkanRevisiUUASN,perjalanan pembahasan masih cukup panjang hingga final pengesahan sahkanrevisiuuasn,negative,-0.2398,"['perjalanan', 'pembahasan', 'final', 'pengesahan', 'sahkanrevisiuuasn']",perjalanan pembahasan final pengesahan sahkanrevisiuuasn
304,2016-12-05T16:13:17.000Z,DPR RI KOMISI VI KRITISI KEBIJAKAN SERTIFIKAT LAIK OPERASI PPILN,DPR RI KOMISI VI KRITISI KEBIJAKAN SERTIFIKAT LAIK OPERASI PPILN,negative,-0.6369,"['komisi', 'kritisi', 'kebijakan', 'sertifikat', 'laik', 'operasi', 'ppiln']",komisi kritisi kebijakan sertifikat laik operasi ppiln
306,2016-12-05T10:59:58.000Z,Raker Komisi dengan ttg Panja Prodi Primer terkait dengan Kebijakan Program DLP ProdiDLP,raker komisi dengan tentang panja prodi primer terkait dengan kebijakan program DLP prodidlp,negative,-0.7783,"['raker', 'komisi', 'panja', 'prodi', 'primer', 'terkait', 'kebijakan', 'program', 'dlp', 'prodidlp']",raker komisi panja prodi primer terkait kebijakan program dlp prodidlp
309,2016-12-05T01:56:30.000Z,Tandatangani petisi Saya Ketua dan Para Wakil Ketua DPR RI TOLAK RUU ANTI TEMBAKAU,tandatangani petisi saya ketua dan para wakil ketua DPR RI TOLAK RUU ANTI TEMBAKAU,negative,-0.4466,"['tandatangani', 'petisi', 'ketua', 'wakil', 'ketua', 'tolak', 'anti', 'tembakau']",tandatangani petisi ketua wakil ketua tolak anti tembakau
311,2016-12-04T11:59:25.000Z,Paripurna Perppu Kebiri dan RUU Jabatan Hakim Anggota DPR Tak Hadir Jakarta DPR,paripurna perppu kebiri dan RUU jabatan hakim anggota DPR tak hadir jakarta DPR,negative,-0.7974,"['perppu', 'kebiri', 'jabatan', 'hakim', 'hadir', 'jakarta']",perppu kebiri jabatan hakim hadir jakarta
314,2016-12-04T01:53:04.000Z,Mhn anggota DPR bisa bertindak krn itu sdh melanggar undang undang krn mngerahkan PNS dan swasta,mhn anggota DPR bisa bertindak karena itu sudah melanggar undang undang karena mngerahkan PNS dan swasta,negative,-0.8807,"['mhn', 'bertindak', 'melanggar', 'undang', 'undang', 'mngerahkan', 'pns', 'swasta']",mhn bertindak melanggar undang undang mngerahkan pns swasta
318,2016-12-03T02:37:25.000Z,ayo DPR RI ini diawasi kebijakan mentri yg ala gak jelas,ayo DPR RI ini diawasi kebijakan mentri yang ala tidak jelas,negative,-0.481,"['ayo', 'diawasi', 'kebijakan', 'mentri', 'ala']",ayo diawasi kebijakan mentri ala
319,2016-12-02T01:45:02.000Z,Novanto Cabut Kebijakan Pembatasan Kunker Luar Negeri Anggota DPR Warta Ekonomi,novanto cabut kebijakan pembatasan kunker luar negeri anggota DPR warta ekonomi,negative,-0.8555,"['novanto', 'cabut', 'kebijakan', 'pembatasan', 'kunker', 'negeri', 'warta', 'ekonomi']",novanto cabut kebijakan pembatasan kunker negeri warta ekonomi
322,2016-11-29T08:33:42.000Z,Ada berapa jumlah Muslim di DPR MPR??? kenapa harus Rakyat yg DEMO? Kan ada Wakil Rakyat? ADP,ada berapa jumlah muslim di DPR MPR ? ? kenapa harus rakyat yang DEMO ? kan ada wakil rakyat ? ADP,negative,-0.6739,"['muslim', 'mpr', 'rakyat', 'demo', 'wakil', 'rakyat', 'adp']",muslim mpr rakyat demo wakil rakyat adp
323,2016-12-01T15:09:44.000Z,Tanpa Dihadiri Akom Bamus Gelar Rapat Paripurna Terkait Pergantian Ketua,tanpa dihadiri akom bamus gelar rapat paripurna terkait pergantian ketua,negative,-0.2023,"['dihadiri', 'akom', 'bamus', 'gelar', 'terkait', 'pergantian', 'ketua']",dihadiri akom bamus gelar terkait pergantian ketua
326,2016-12-01T11:41:11.000Z,Kebijakan Pemerintah Soal WNA Dinilai Mengkhawatirkan,kebijakan pemerintah soal WNA dinilai mengkhawatirkan,negative,-0.368,"['kebijakan', 'pemerintah', 'wna', 'dinilai', 'mengkhawatirkan']",kebijakan pemerintah wna dinilai mengkhawatirkan
328,2016-12-01T09:52:48.000Z,menyampaikan temuan dan usulan kebijakan terkait sekolah rusak kepada Bapak Ferdiansyah Wakil Ketua Komisi X DPR RI,menyampaikan temuan dan usulan kebijakan terkait sekolah rusak kepada bapak ferdiansyah wakil ketua komisi kali DPR RI,negative,-0.3818,"['temuan', 'usulan', 'kebijakan', 'terkait', 'sekolah', 'rusak', 'ferdiansyah', 'wakil', 'ketua', 'komisi', 'kali']",temuan usulan kebijakan terkait sekolah rusak ferdiansyah wakil ketua komisi kali
340,2016-11-30T10:40:09.000Z,Nungguin yg lagi rapat reses bersama DPR RI lainnya Berawal Dari Tatap by Yura Yunita,menunggu yang lagi rapat reses bersama DPR RI lainnya berawal dari tatap by yura yunita,negative,-0.3818,"['menunggu', 'reses', 'tatap', 'yura', 'yunita']",menunggu reses tatap yura yunita
342,2016-11-30T09:22:44.000Z,pada rapat paripurna hari ini akan dilakukan pengganti akom sebagai ketua DPR RI setelah keputusan rapat MKD memberhentikan akom,pada rapat paripurna hari ini akan dilakukan pengganti akom sebagai ketua DPR RI setelah keputusan rapat MKD memberhentikan akom,negative,-0.7739,"['pengganti', 'akom', 'ketua', 'keputusan', 'mkd', 'memberhentikan', 'akom']",pengganti akom ketua keputusan mkd memberhentikan akom
346,2016-11-30T09:10:26.000Z,Rapat Paripurna ke DPR RI memberhentikan Dr Ade Komaruddin dr ketua DPR RI dan mengangkat Drs Setya Novanto mjd ketua DPR RI,rapat paripurna ke DPR RI memberhentikan dari adek komaruddin dari ketua DPR RI dan mengangkat drs setya novanto mjd ketua DPR RI,negative,-0.7125,"['memberhentikan', 'adek', 'komaruddin', 'ketua', 'mengangkat', 'drs', 'setya', 'novanto', 'mjd', 'ketua']",memberhentikan adek komaruddin ketua mengangkat drs setya novanto mjd ketua
348,2016-11-30T09:06:58.000Z,Rapat Paripurna Ke DPR RI Masa Persidangan II Tahun at Ruang Sidang Paripurna Nusantara II pic,rapat paripurna ke DPR RI masa persidangan II tahun at ruang sidang paripurna nusantara II pic,negative,-0.6289,"['persidangan', 'ruang', 'sidang', 'nusantara', 'pic']",persidangan ruang sidang nusantara pic
349,2016-11-30T09:01:40.000Z,Rapat Paripurna DPR DPR RI ke slh a berisi agenda pergantian ketua DPR RI ifakta,rapat paripurna DPR DPR RI ke salah a berisi agenda pergantian ketua DPR RI ifakta,negative,-0.7125,"['salah', 'berisi', 'agenda', 'pergantian', 'ketua', 'ifakta']",salah berisi agenda pergantian ketua ifakta
352,2016-11-30T07:18:03.000Z,Rapat Fraksi Partai GOLKAR sebelum Rapat Paripurna w araksa Golkar others at Ruang Rapat KK DPR RI,rapat fraksi partai GOLKAR sebelum rapat paripurna saya araksa golkar others at ruang rapat KAKAK DPR RI,negative,-0.6289,"['fraksi', 'partai', 'golkar', 'araksa', 'golkar', 'others', 'ruang', 'kakak']",fraksi partai golkar araksa golkar others ruang kakak
355,2016-11-30T04:32:19.000Z,Kebijakan Pemerintah Soal WNA Dinilai Mengkhawatirkan csps policy,kebijakan pemerintah soal WNA dinilai mengkhawatirkan csps policy,negative,-0.2023,"['kebijakan', 'pemerintah', 'wna', 'dinilai', 'mengkhawatirkan', 'csps', 'policy']",kebijakan pemerintah wna dinilai mengkhawatirkan csps policy
356,2016-11-30T04:23:20.000Z,Kebijakan Pemerintah Soal WNA Dinilai Mengkhawatirkan republikaonline,kebijakan pemerintah soal WNA dinilai mengkhawatirkan republikaonline,negative,-0.2023,"['kebijakan', 'pemerintah', 'wna', 'dinilai', 'mengkhawatirkan', 'republikaonline']",kebijakan pemerintah wna dinilai mengkhawatirkan republikaonline
381,2016-11-29T03:11:42.000Z,DPR Reklamasi Teluk Benoa harus lewat aspirasi rakyat Warta Ekonomi,DPR reklamasi teluk benoa harus lewat aspirasi rakyat warta ekonomi,negative,-0.7783,"['reklamasi', 'teluk', 'benoa', 'aspirasi', 'rakyat', 'warta', 'ekonomi']",reklamasi teluk benoa aspirasi rakyat warta ekonomi
383,2016-11-29T02:17:47.000Z,Wakil Ketua Komisi IX DPR Ermalena Komisi IX Kecewa Pemerintah Belum Siapkan DIM RUU PPLIN,wakil ketua komisi IX DPR ermalena komisi IX kecewa pemerintah belum siapkan DIM RUU PPLIN,negative,-0.516,"['wakil', 'ketua', 'komisi', 'ermalena', 'komisi', 'kecewa', 'pemerintah', 'siapkan', 'dim', 'pplin']",wakil ketua komisi ermalena komisi kecewa pemerintah siapkan dim pplin
387,2016-11-28T07:06:01.000Z,SINGAPARNA KAPOL Angka kekerasan terhadap perempuan di Kabupaten Tasikmalaya cenderung meningkat dari tahun,SINGAPARNA KAPOL angka kekerasan terhadap perempuan di kabupaten tasikmalaya cenderung meningkat dari tahun,negative,-0.368,"['singaparna', 'kapol', 'angka', 'kekerasan', 'perempuan', 'kabupaten', 'tasikmalaya', 'cenderung', 'meningkat']",singaparna kapol angka kekerasan perempuan kabupaten tasikmalaya cenderung meningkat
391,2016-11-28T02:27:56.000Z,Pengamat Wacana Penggantian Ketua DPR Sarat Kepentingan,pengamat wacana penggantian ketua DPR sarat kepentingan,negative,-0.5267,"['pengamat', 'wacana', 'penggantian', 'ketua', 'sarat', 'kepentingan']",pengamat wacana penggantian ketua sarat kepentingan
394,2016-11-28T01:12:32.000Z,Topik Dadang Rusdiana anggota komisi X DPR RI kalau misal kita ini membuat kebijakan otonomi pendidikan ya tidak apa apa,topik dadang rusdiana anggota komisi kali DPR RI jika misal kita ini membuat kebijakan otonomi pendidikan ya tidak apa apa,negative,-0.6369,"['topik', 'dadang', 'rusdiana', 'komisi', 'kali', 'kebijakan', 'otonomi', 'pendidikan']",topik dadang rusdiana komisi kali kebijakan otonomi pendidikan
